"aq_id","CC","CountryName","countries","code","name","IGRAC.region","Comment"
352,"MWI","Malawi","Malawi; Mozambique","AF106","Lower sandstones","Africa","Original IGRAC entry"
350,"MOZ","Mozambique","Malawi; Mozambique","AF107","Mwanza grits and shales","Africa","Original IGRAC entry"
350,"MWI","Malawi","Malawi; Mozambique","AF107","Mwanza grits and shales","Africa","Original IGRAC entry"
351,"MOZ","Mozambique","Malawi; Mozambique","AF108","Mwanza grits and shales","Africa","Original IGRAC entry"
351,"MWI","Malawi","Malawi; Mozambique","AF108","Mwanza grits and shales","Africa","Original IGRAC entry"
345,"MOZ","Mozambique","Malawi; Mozambique","AF109","Basalt lava flow","Africa","Original IGRAC entry"
345,"MWI","Malawi","Malawi; Mozambique","AF109","Basalt lava flow","Africa","Original IGRAC entry"
349,"MWI","Malawi","Malawi; United Republic of Tanzania","AF121","Colluvium and residual soils","Africa","Original IGRAC entry"
349,"TZA","Tanzania","Malawi; United Republic of Tanzania","AF121","Colluvium and residual soils","Africa","Original IGRAC entry"
349,"ZMB","Zambia","Malawi; United Republic of Tanzania","AF121","Colluvium and residual soils","Africa","Discarded: BorderResolution"
347,"MWI","Malawi","Malawi; United Republic of Tanzania","AF122","Mwanza grits and shales","Africa","Original IGRAC entry"
347,"TZA","Tanzania","Malawi; United Republic of Tanzania","AF122","Mwanza grits and shales","Africa","Original IGRAC entry"
348,"MWI","Malawi","Malawi; United Republic of Tanzania","AF123","River alluvium","Africa","Original IGRAC entry"
348,"TZA","Tanzania","Malawi; United Republic of Tanzania","AF123","River alluvium","Africa","Original IGRAC entry"
38,"MOZ","Mozambique","Malawi; Mozambique","AF124","Shire alluvial aquifer","Africa","Original IGRAC entry"
38,"MWI","Malawi","Malawi; Mozambique","AF124","Shire alluvial aquifer","Africa","Original IGRAC entry"
37,"ETH","Ethiopia","Ethiopia; Kenya","AF125","Bulal Basalt","Africa","Original IGRAC entry"
37,"KEN","Kenya","Ethiopia; Kenya","AF125","Bulal Basalt","Africa","Original IGRAC entry"
42,"DZA","Algeria","Algeria; Tunisia","AF126","Kasserine Aquifer System","Africa","Original IGRAC entry"
42,"TUN","Tunisia","Algeria; Tunisia","AF126","Kasserine Aquifer System","Africa","Original IGRAC entry"
391,"124","No Man's Land","Israel; State of Palestine","AS001","Western Mountain Aquifer","Asia","Discarded: disputed"
391,"EGY","Egypt","Israel; State of Palestine","AS001","Western Mountain Aquifer","Asia","Added to IGRAC"
391,"ISR","Israel","Israel; State of Palestine","AS001","Western Mountain Aquifer","Asia","Original IGRAC entry"
391,"PSE","Gaza Strip","Israel; State of Palestine","AS001","Western Mountain Aquifer","Asia","Added to IGRAC"
306,"124","No Man's Land","Egypt; Israel; State of Palestine","AS002","Coastal Aquifer Basin","Asia","Discarded: disputed"
306,"EGY","Egypt","Egypt; Israel; State of Palestine","AS002","Coastal Aquifer Basin","Asia","Original IGRAC entry"
306,"ISR","Israel","Egypt; Israel; State of Palestine","AS002","Coastal Aquifer Basin","Asia","Original IGRAC entry"
306,"PSE","Gaza Strip","Egypt; Israel; State of Palestine","AS002","Coastal Aquifer Basin","Asia","Added to IGRAC"
388,"124","No Man's Land","Israel; State of Palestine","AS003","Northeastern Mountain Aquifer","Asia","Discarded: disputed"
388,"ISR","Israel","Israel; State of Palestine","AS003","Northeastern Mountain Aquifer","Asia","Original IGRAC entry"
388,"PSE","West Bank","Israel; State of Palestine","AS003","Northeastern Mountain Aquifer","Asia","Added to IGRAC"
396,"LBN","Lebanon","Lebanon; Syrian Arab Republic","AS004","Anti-Lebanon Mountain range","Asia","Original IGRAC entry"
396,"SYR","Syria","Lebanon; Syrian Arab Republic","AS004","Anti-Lebanon Mountain range","Asia","Original IGRAC entry"
136,"GEO","Georgia","Georgia; Russian Federation","AS008","Psou Aquifer","Asia","Original IGRAC entry"
136,"RUS","Russia","Georgia; Russian Federation","AS008","Psou Aquifer","Asia","Original IGRAC entry"
121,"IRQ","Iraq","Iraq; Syrian Arab Republic; Türkiye","AS010","Upper Jezira","Asia","Original IGRAC entry"
121,"SYR","Syria","Iraq; Syrian Arab Republic; Türkiye","AS010","Upper Jezira","Asia","Original IGRAC entry"
121,"TUR","Turkey","Iraq; Syrian Arab Republic; Türkiye","AS010","Upper Jezira","Asia","Added to IGRAC"
139,"KAZ","Kazakhstan","Kazakhstan; Russian Federation","AS011","Syrt","Asia","Original IGRAC entry"
139,"RUS","Russia","Kazakhstan; Russian Federation","AS011","Syrt","Asia","Original IGRAC entry"
135,"ARM","Armenia","Armenia; Türkiye","AS012","Leninak-Shiraks Aquifer","Asia","Original IGRAC entry"
135,"AZE","Azerbaijan","Armenia; Türkiye","AS012","Leninak-Shiraks Aquifer","Asia","Discarded: BorderResolution"
135,"TUR","Turkey","Armenia; Türkiye","AS012","Leninak-Shiraks Aquifer","Asia","Added to IGRAC"
132,"GEO","Georgia","Georgia; Russian Federation","AS013","Terek Aquifer","Asia","Original IGRAC entry"
132,"RUS","Russia","Georgia; Russian Federation","AS013","Terek Aquifer","Asia","Original IGRAC entry"
125,"ARM","Armenia","Armenia; Georgia","AS015","Debed / Debeda River Aquifer","Asia","Original IGRAC entry"
125,"AZE","Azerbaijan","Armenia; Georgia","AS015","Debed / Debeda River Aquifer","Asia","Added to IGRAC"
125,"GEO","Georgia","Armenia; Georgia","AS015","Debed / Debeda River Aquifer","Asia","Original IGRAC entry"
128,"AZE","Azerbaijan","Azerbaijan; Georgia","AS016","Ktsia-Khrami Aquifer","Asia","Original IGRAC entry"
128,"GEO","Georgia","Azerbaijan; Georgia","AS016","Ktsia-Khrami Aquifer","Asia","Original IGRAC entry"
134,"ARM","Armenia","Armenia; Azerbaijan","AS017","Agstev / Akstafa - Tavush / Tovuz Aquifer","Asia","Original IGRAC entry"
134,"AZE","Azerbaijan","Armenia; Azerbaijan","AS017","Agstev / Akstafa - Tavush / Tovuz Aquifer","Asia","Original IGRAC entry"
134,"GEO","Georgia","Armenia; Azerbaijan","AS017","Agstev / Akstafa - Tavush / Tovuz Aquifer","Asia","Discarded: BorderResolution"
123,"AZE","Azerbaijan","Azerbaijan; Georgia","AS018","Alazan-Agrichay Aquifer","Asia","Original IGRAC entry"
123,"GEO","Georgia","Azerbaijan; Georgia","AS018","Alazan-Agrichay Aquifer","Asia","Original IGRAC entry"
123,"RUS","Russia","Azerbaijan; Georgia","AS018","Alazan-Agrichay Aquifer","Asia","Discarded: BorderResolution"
140,"KAZ","Kazakhstan","Kazakhstan; Russian Federation","AS019","Pre-Caspian","Asia","Original IGRAC entry"
140,"RUS","Russia","Kazakhstan; Russian Federation","AS019","Pre-Caspian","Asia","Original IGRAC entry"
131,"GEO","Georgia","Georgia; Russian Federation","AS020","Sulak Aquifer","Asia","Original IGRAC entry"
131,"RUS","Russia","Georgia; Russian Federation","AS020","Sulak Aquifer","Asia","Original IGRAC entry"
65,"ARM","Armenia","Azerbaijan; Iran (Islamic Republic of)","AS021","Nakhichevan / Larijan and Djebrail Aquifer","Asia","Discarded: BorderResolution"
65,"AZE","Azerbaijan","Azerbaijan; Iran (Islamic Republic of)","AS021","Nakhichevan / Larijan and Djebrail Aquifer","Asia","Original IGRAC entry"
65,"IRN","Iran","Azerbaijan; Iran (Islamic Republic of)","AS021","Nakhichevan / Larijan and Djebrail Aquifer","Asia","Original IGRAC entry"
65,"TUR","Turkey","Azerbaijan; Iran (Islamic Republic of)","AS021","Nakhichevan / Larijan and Djebrail Aquifer","Asia","Discarded: BorderResolution"
129,"ARM","Armenia","Armenia; Azerbaijan","AS022","Herher, Malishkin and Jermuk Aquifers","Asia","Original IGRAC entry"
129,"AZE","Azerbaijan","Armenia; Azerbaijan","AS022","Herher, Malishkin and Jermuk Aquifers","Asia","Original IGRAC entry"
130,"ARM","Armenia","Armenia; Azerbaijan","AS023","Vorotan-Akora Aquifer","Asia","Original IGRAC entry"
130,"AZE","Azerbaijan","Armenia; Azerbaijan","AS023","Vorotan-Akora Aquifer","Asia","Original IGRAC entry"
127,"AZE","Azerbaijan","Azerbaijan; Russian Federation","AS025","Iori / Gabirry Aquifer","Asia","Original IGRAC entry"
127,"RUS","Russia","Azerbaijan; Russian Federation","AS025","Iori / Gabirry Aquifer","Asia","Original IGRAC entry"
126,"AZE","Azerbaijan","Azerbaijan; Iran (Islamic Republic of)","AS026","Lenkoran/Astara","Asia","Original IGRAC entry"
126,"IRN","Iran","Azerbaijan; Iran (Islamic Republic of)","AS026","Lenkoran/Astara","Asia","Original IGRAC entry"
133,"AZE","Azerbaijan","Azerbaijan; Russian Federation","AS027","Samur Aquifer","Asia","Original IGRAC entry"
133,"RUS","Russia","Azerbaijan; Russian Federation","AS027","Samur Aquifer","Asia","Original IGRAC entry"
303,"KAZ","Kazakhstan","Kazakhstan; Russian Federation","AS031","South-Pred-Ural Aquifer","Asia","Original IGRAC entry"
303,"RUS","Russia","Kazakhstan; Russian Federation","AS031","South-Pred-Ural Aquifer","Asia","Original IGRAC entry"
124,"KAZ","Kazakhstan","Kazakhstan; Turkmenistan; Uzbekistan","AS035","Amu Darya (2)","Asia","Original IGRAC entry"
124,"TKM","Turkmenistan","Kazakhstan; Turkmenistan; Uzbekistan","AS035","Amu Darya (2)","Asia","Original IGRAC entry"
124,"UZB","Uzbekistan","Kazakhstan; Turkmenistan; Uzbekistan","AS035","Amu Darya (2)","Asia","Original IGRAC entry"
314,"KAZ","Kazakhstan","Kazakhstan; Uzbekistan","AS036","Syr Darya","Asia","Original IGRAC entry"
314,"UZB","Uzbekistan","Kazakhstan; Uzbekistan","AS036","Syr Darya","Asia","Original IGRAC entry"
302,"TKM","Turkmenistan","Turkmenistan; Uzbekistan","AS037","Birata-Urgench","Asia","Original IGRAC entry"
302,"UZB","Uzbekistan","Turkmenistan; Uzbekistan","AS037","Birata-Urgench","Asia","Original IGRAC entry"
160,"TKM","Turkmenistan","Turkmenistan; Uzbekistan","AS040","Sherabad","Asia","Original IGRAC entry"
160,"UZB","Uzbekistan","Turkmenistan; Uzbekistan","AS040","Sherabad","Asia","Original IGRAC entry"
156,"AFG","Afghanistan","Afghanistan; Tajikistan","AS041","Amu Darya (1)","Asia","Original IGRAC entry"
156,"TKM","Turkmenistan","Afghanistan; Tajikistan","AS041","Amu Darya (1)","Asia","Discarded: BorderResolution"
156,"UZB","Uzbekistan","Afghanistan; Tajikistan","AS041","Amu Darya (1)","Asia","Added to IGRAC"
157,"TJK","Tajikistan","Tajikistan; Uzbekistan","AS042","Kofarnihon Aquifer","Asia","Original IGRAC entry"
157,"UZB","Uzbekistan","Tajikistan; Uzbekistan","AS042","Kofarnihon Aquifer","Asia","Original IGRAC entry"
167,"TJK","Tajikistan","Tajikistan; Uzbekistan","AS043","Karatag / North-Surhandarya Aquifer","Asia","Original IGRAC entry"
167,"UZB","Uzbekistan","Tajikistan; Uzbekistan","AS043","Karatag / North-Surhandarya Aquifer","Asia","Original IGRAC entry"
168,"TJK","Tajikistan","Tajikistan; Uzbekistan","AS044","Zeravshan Aquifer","Asia","Original IGRAC entry"
168,"UZB","Uzbekistan","Tajikistan; Uzbekistan","AS044","Zeravshan Aquifer","Asia","Original IGRAC entry"
174,"KAZ","Kazakhstan","Tajikistan; Uzbekistan","AS045","Dustlik","Asia","Discarded: BorderResolution"
174,"UZB","Uzbekistan","Tajikistan; Uzbekistan","AS045","Dustlik","Asia","Original IGRAC entry"
169,"TJK","Tajikistan","Tajikistan; Uzbekistan","AS046","Havost","Asia","Original IGRAC entry"
169,"UZB","Uzbekistan","Tajikistan; Uzbekistan","AS046","Havost","Asia","Original IGRAC entry"
64,"KAZ","Kazakhstan","Kazakhstan; Uzbekistan","AS047","Pretashkent Aquifer","Asia","Original IGRAC entry"
64,"UZB","Uzbekistan","Kazakhstan; Uzbekistan","AS047","Pretashkent Aquifer","Asia","Original IGRAC entry"
170,"TJK","Tajikistan","Tajikistan; Uzbekistan","AS048","Zafarobod Aquifer","Asia","Original IGRAC entry"
170,"UZB","Uzbekistan","Tajikistan; Uzbekistan","AS048","Zafarobod Aquifer","Asia","Original IGRAC entry"
155,"TJK","Tajikistan","Tajikistan; Uzbekistan","AS049","Syr-Darya 3","Asia","Original IGRAC entry"
155,"UZB","Uzbekistan","Tajikistan; Uzbekistan","AS049","Syr-Darya 3","Asia","Original IGRAC entry"
154,"TJK","Tajikistan","Tajikistan; Uzbekistan","AS050","Kokaral","Asia","Original IGRAC entry"
154,"UZB","Uzbekistan","Tajikistan; Uzbekistan","AS050","Kokaral","Asia","Original IGRAC entry"
171,"TJK","Tajikistan","Tajikistan; Uzbekistan","AS051","Dalverzin Aquifer","Asia","Original IGRAC entry"
171,"UZB","Uzbekistan","Tajikistan; Uzbekistan","AS051","Dalverzin Aquifer","Asia","Original IGRAC entry"
153,"UZB","Uzbekistan","Tajikistan; Uzbekistan","AS052","Ahangaran","Asia","Original IGRAC entry"
152,"KGZ","Kyrgyzstan","Tajikistan; Kyrgyzstan; Uzbekistan","AS053","Sulyukta-Batken-Nau-Isfara Aquifer","Asia","Original IGRAC entry"
152,"TJK","Tajikistan","Tajikistan; Kyrgyzstan; Uzbekistan","AS053","Sulyukta-Batken-Nau-Isfara Aquifer","Asia","Original IGRAC entry"
152,"UZB","Uzbekistan","Tajikistan; Kyrgyzstan; Uzbekistan","AS053","Sulyukta-Batken-Nau-Isfara Aquifer","Asia","Original IGRAC entry"
181,"KAZ","Kazakhstan","Kazakhstan; Kyrgyzstan","AS054","South Talas Aquifer","Asia","Original IGRAC entry"
181,"KGZ","Kyrgyzstan","Kazakhstan; Kyrgyzstan","AS054","South Talas Aquifer","Asia","Original IGRAC entry"
179,"KAZ","Kazakhstan","Kazakhstan; Kyrgyzstan","AS055","North Talas Aquifer","Asia","Original IGRAC entry"
179,"KGZ","Kyrgyzstan","Kazakhstan; Kyrgyzstan","AS055","North Talas Aquifer","Asia","Original IGRAC entry"
165,"TJK","Tajikistan","Uzbekistan; Kyrgyzstan","AS056","Chust-Pap Aquifer","Asia","Discarded: BorderResolution"
165,"UZB","Uzbekistan","Uzbekistan; Kyrgyzstan","AS056","Chust-Pap Aquifer","Asia","Original IGRAC entry"
172,"KGZ","Kyrgyzstan","Tajikistan; Uzbekistan","AS057","Shorsu Aquifer","Asia","Discarded: BorderResolution"
172,"TJK","Tajikistan","Tajikistan; Uzbekistan","AS057","Shorsu Aquifer","Asia","Original IGRAC entry"
172,"UZB","Uzbekistan","Tajikistan; Uzbekistan","AS057","Shorsu Aquifer","Asia","Original IGRAC entry"
158,"KGZ","Kyrgyzstan","Kyrgyzstan; Uzbekistan","AS058","Sokh Aquifer","Asia","Original IGRAC entry"
158,"UZB","Uzbekistan","Kyrgyzstan; Uzbekistan","AS058","Sokh Aquifer","Asia","Original IGRAC entry"
166,"TJK","Tajikistan","Tajikistan; Uzbekistan","AS059","Syr-Darya 2","Asia","Original IGRAC entry"
166,"UZB","Uzbekistan","Tajikistan; Uzbekistan","AS059","Syr-Darya 2","Asia","Original IGRAC entry"
161,"KGZ","Kyrgyzstan","Kyrgyzstan; Uzbekistan","AS060","Almos-Vorzik Aquifer","Asia","Original IGRAC entry"
161,"UZB","Uzbekistan","Kyrgyzstan; Uzbekistan","AS060","Almos-Vorzik Aquifer","Asia","Original IGRAC entry"
151,"KGZ","Kyrgyzstan","Kyrgyzstan; Uzbekistan","AS061","Kasansay Aquifer","Asia","Original IGRAC entry"
151,"UZB","Uzbekistan","Kyrgyzstan; Uzbekistan","AS061","Kasansay Aquifer","Asia","Original IGRAC entry"
150,"KGZ","Kyrgyzstan","Kyrgyzstan; Uzbekistan","AS062","Nanay","Asia","Original IGRAC entry"
150,"UZB","Uzbekistan","Kyrgyzstan; Uzbekistan","AS062","Nanay","Asia","Original IGRAC entry"
162,"KGZ","Kyrgyzstan","Kyrgyzstan; Uzbekistan","AS063","Iskovat-Pishkaran Aquifer","Asia","Original IGRAC entry"
162,"UZB","Uzbekistan","Kyrgyzstan; Uzbekistan","AS063","Iskovat-Pishkaran Aquifer","Asia","Original IGRAC entry"
164,"KGZ","Kyrgyzstan","Kyrgyzstan; Uzbekistan","AS064","Naryn Aquifer","Asia","Original IGRAC entry"
164,"UZB","Uzbekistan","Kyrgyzstan; Uzbekistan","AS064","Naryn Aquifer","Asia","Original IGRAC entry"
148,"KGZ","Kyrgyzstan","Kyrgyzstan; Uzbekistan","AS065","Yarmazar","Asia","Original IGRAC entry"
148,"UZB","Uzbekistan","Kyrgyzstan; Uzbekistan","AS065","Yarmazar","Asia","Original IGRAC entry"
149,"KGZ","Kyrgyzstan","Kyrgyzstan; Uzbekistan","AS066","Chimion-Aval","Asia","Original IGRAC entry"
149,"UZB","Uzbekistan","Kyrgyzstan; Uzbekistan","AS066","Chimion-Aval","Asia","Original IGRAC entry"
163,"UZB","Uzbekistan","Kyrgyzstan; Uzbekistan","AS067","Maylusu Aquifer","Asia","Original IGRAC entry"
159,"KGZ","Kyrgyzstan","Kyrgyzstan; Uzbekistan","AS068","Karaungur","Asia","Original IGRAC entry"
159,"UZB","Uzbekistan","Kyrgyzstan; Uzbekistan","AS068","Karaungur","Asia","Original IGRAC entry"
173,"KGZ","Kyrgyzstan","Kyrgyzstan; Uzbekistan","AS069","Osh-Aravan Aquifer","Asia","Original IGRAC entry"
173,"UZB","Uzbekistan","Kyrgyzstan; Uzbekistan","AS069","Osh-Aravan Aquifer","Asia","Original IGRAC entry"
175,"AFG","Afghanistan","Afghanistan; Tajikistan","AS070","Vakhsh Aquifer","Asia","Original IGRAC entry"
175,"TJK","Tajikistan","Afghanistan; Tajikistan","AS070","Vakhsh Aquifer","Asia","Original IGRAC entry"
176,"KAZ","Kazakhstan","Kazakhstan; Kyrgyzstan","AS071","Chu Basin","Asia","Original IGRAC entry"
176,"KGZ","Kyrgyzstan","Kazakhstan; Kyrgyzstan","AS071","Chu Basin","Asia","Original IGRAC entry"
178,"CHN","China","China; Kazakhstan","AS072","Ile River Valley","Asia","Original IGRAC entry"
178,"KAZ","Kazakhstan","China; Kazakhstan","AS072","Ile River Valley","Asia","Original IGRAC entry"
180,"CHN","China","China; Kazakhstan","AS074","Tacheng Basin / Alakol","Asia","Original IGRAC entry"
180,"KAZ","Kazakhstan","China; Kazakhstan","AS074","Tacheng Basin / Alakol","Asia","Original IGRAC entry"
313,"CHN","China","China; Kazakhstan","AS076","Zaisan Artesian Basin / Ertix River Plain","Asia","Original IGRAC entry"
313,"KAZ","Kazakhstan","China; Kazakhstan","AS076","Zaisan Artesian Basin / Ertix River Plain","Asia","Original IGRAC entry"
189,"MNG","Mongolia","Mongolia; Russian Federation","AS077","Yenisei Upstream","Asia","Original IGRAC entry"
189,"RUS","Russia","Mongolia; Russian Federation","AS077","Yenisei Upstream","Asia","Original IGRAC entry"
248,"CHN","China","China; Myanmar","AS081","Nu River Valley Aquifer","Asia","Original IGRAC entry"
248,"MMR","Burma","China; Myanmar","AS081","Nu River Valley Aquifer","Asia","Added to IGRAC"
241,"MMR","Burma","Myanmar; Thailand","AS082","Salween River Aquifer","Asia","Added to IGRAC"
241,"THA","Thailand","Myanmar; Thailand","AS082","Salween River Aquifer","Asia","Original IGRAC entry"
238,"CHN","China","China; Vietnam","AS083","Upriver of Zuo River","Asia","Original IGRAC entry"
238,"VNM","Vietnam","China; Vietnam","AS083","Upriver of Zuo River","Asia","Original IGRAC entry"
199,"CHN","China","China; Democratic People's Republic of Korea","AS086","Upper Yalu River Basin","Asia","Original IGRAC entry"
199,"PRK","Korea, North","China; Democratic People's Republic of Korea","AS086","Upper Yalu River Basin","Asia","Added to IGRAC"
200,"CHN","China","China; Russian Federation","AS087","Middle Heilongjiang - Amur River Basin","Asia","Original IGRAC entry"
200,"RUS","Russia","China; Russian Federation","AS087","Middle Heilongjiang - Amur River Basin","Asia","Original IGRAC entry"
277,"IDN","Indonesia","Indonesia; Papua New Guinea","AS088","Merauke - Ketu Basin Aquifer","Asia","Original IGRAC entry"
277,"PNG","Papua New Guinea","Indonesia; Papua New Guinea","AS088","Merauke - Ketu Basin Aquifer","Asia","Original IGRAC entry"
239,"KHM","Cambodia","Cambodia; Vietnam","AS089","Cambodia Mekong River Delta Aquifer","Asia","Original IGRAC entry"
239,"THA","Thailand","Cambodia; Vietnam","AS089","Cambodia Mekong River Delta Aquifer","Asia","Discarded: BorderResolution"
239,"VNM","Vietnam","Cambodia; Vietnam","AS089","Cambodia Mekong River Delta Aquifer","Asia","Original IGRAC entry"
240,"LAO","Laos","Lao People’s Democratic Republic; Thailand","AS090","Khorat Plateau Aquifer","Asia","Added to IGRAC"
240,"THA","Thailand","Lao People’s Democratic Republic; Thailand","AS090","Khorat Plateau Aquifer","Asia","Original IGRAC entry"
242,"LAO","Laos","Lao People’s Democratic Republic; Thailand; Vietnam","AS091","Lower Mekong River 2 Aquifer","Asia","Added to IGRAC"
242,"THA","Thailand","Lao People’s Democratic Republic; Thailand; Vietnam","AS091","Lower Mekong River 2 Aquifer","Asia","Original IGRAC entry"
242,"VNM","Vietnam","Lao People’s Democratic Republic; Thailand; Vietnam","AS091","Lower Mekong River 2 Aquifer","Asia","Original IGRAC entry"
247,"CHN","China","China; Vietnam","AS092","Hong River Basin","Asia","Original IGRAC entry"
247,"LAO","Laos","China; Vietnam","AS092","Hong River Basin","Asia","Discarded: BorderResolution"
247,"VNM","Vietnam","China; Vietnam","AS092","Hong River Basin","Asia","Original IGRAC entry"
246,"CHN","China","China; Myanmar","AS093","Downstream of Lancang River","Asia","Original IGRAC entry"
246,"MMR","Burma","China; Myanmar","AS093","Downstream of Lancang River","Asia","Added to IGRAC"
193,"CHN","China","China; Mongolia","AS094","Bulgan River","Asia","Original IGRAC entry"
193,"MNG","Mongolia","China; Mongolia","AS094","Bulgan River","Asia","Original IGRAC entry"
192,"MNG","Mongolia","Mongolia; Russian Federation","AS095","Uvs Lake Aquifer","Asia","Original IGRAC entry"
192,"RUS","Russia","Mongolia; Russian Federation","AS095","Uvs Lake Aquifer","Asia","Original IGRAC entry"
191,"MNG","Mongolia","Mongolia; Russian Federation","AS096","Shishhid River Aquifer","Asia","Original IGRAC entry"
191,"RUS","Russia","Mongolia; Russian Federation","AS096","Shishhid River Aquifer","Asia","Original IGRAC entry"
190,"MNG","Mongolia","Mongolia; Russian Federation","AS097","Delger River","Asia","Original IGRAC entry"
190,"RUS","Russia","Mongolia; Russian Federation","AS097","Delger River","Asia","Original IGRAC entry"
184,"MNG","Mongolia","Mongolia; Russian Federation","AS098","Zelter Basin","Asia","Original IGRAC entry"
184,"RUS","Russia","Mongolia; Russian Federation","AS098","Zelter Basin","Asia","Original IGRAC entry"
187,"MNG","Mongolia","Mongolia; Russian Federation","AS100","Minj River Basin","Asia","Original IGRAC entry"
187,"RUS","Russia","Mongolia; Russian Federation","AS100","Minj River Basin","Asia","Original IGRAC entry"
186,"MNG","Mongolia","Mongolia; Russian Federation","AS101","Balj River Basin","Asia","Original IGRAC entry"
186,"RUS","Russia","Mongolia; Russian Federation","AS101","Balj River Basin","Asia","Original IGRAC entry"
188,"MNG","Mongolia","Mongolia; Russian Federation","AS102","Onon River Basin","Asia","Original IGRAC entry"
188,"RUS","Russia","Mongolia; Russian Federation","AS102","Onon River Basin","Asia","Original IGRAC entry"
185,"MNG","Mongolia","Mongolia; Russian Federation","AS103","Ulz River Basin","Asia","Original IGRAC entry"
185,"RUS","Russia","Mongolia; Russian Federation","AS103","Ulz River Basin","Asia","Original IGRAC entry"
182,"CHN","China","China; Russian Federation","AS104","Erguna River","Asia","Original IGRAC entry"
182,"RUS","Russia","China; Russian Federation","AS104","Erguna River","Asia","Original IGRAC entry"
201,"CHN","China","China; Russian Federation","AS105","Zeya River Basin","Asia","Original IGRAC entry"
201,"RUS","Russia","China; Russian Federation","AS105","Zeya River Basin","Asia","Original IGRAC entry"
198,"CHN","China","China; Mongolia","AS106","Kherlen River Basin","Asia","Original IGRAC entry"
198,"MNG","Mongolia","China; Mongolia","AS106","Kherlen River Basin","Asia","Original IGRAC entry"
197,"CHN","China","China; Mongolia","AS108","Buir Lake / Khalkha River Aquifer","Asia","Original IGRAC entry"
197,"MNG","Mongolia","China; Mongolia","AS108","Buir Lake / Khalkha River Aquifer","Asia","Original IGRAC entry"
196,"CHN","China","China; Mongolia","AS109","Zamyn-Üüd Basin","Asia","Original IGRAC entry"
196,"MNG","Mongolia","China; Mongolia","AS109","Zamyn-Üüd Basin","Asia","Original IGRAC entry"
195,"CHN","China","China; Mongolia","AS110","Onch Khairkhani Sair Aquifer","Asia","Original IGRAC entry"
195,"MNG","Mongolia","China; Mongolia","AS110","Onch Khairkhani Sair Aquifer","Asia","Original IGRAC entry"
194,"CHN","China","China; Mongolia","AS111","Dankhan Khudgiin Sair Aquifer","Asia","Original IGRAC entry"
194,"MNG","Mongolia","China; Mongolia","AS111","Dankhan Khudgiin Sair Aquifer","Asia","Original IGRAC entry"
147,"AFG","Afghanistan","Afghanistan; Pakistan","AS113","Kabul River Aquifer","Asia","Original IGRAC entry"
147,"PAK","Pakistan","Afghanistan; Pakistan","AS113","Kabul River Aquifer","Asia","Original IGRAC entry"
203,"CHN","China","China; Democratic People's Republic of Korea","AS114","Lower Yalu River Basin","Asia","Original IGRAC entry"
203,"PRK","Korea, North","China; Democratic People's Republic of Korea","AS114","Lower Yalu River Basin","Asia","Added to IGRAC"
202,"KOR","Korea, South","Democratic People's Republic of Korea; Republic of Korea","AS115","Middle of Korea Peninsula","Asia","Added to IGRAC"
202,"PRK","Korea, North","Democratic People's Republic of Korea; Republic of Korea","AS115","Middle of Korea Peninsula","Asia","Added to IGRAC"
243,"LAO","Laos","Lao People’s Democratic Republic; Myanmar; Thailand","AS118","Lower Mekong River 1 Aquifer","Asia","Added to IGRAC"
243,"MMR","Burma","Lao People’s Democratic Republic; Myanmar; Thailand","AS118","Lower Mekong River 1 Aquifer","Asia","Added to IGRAC"
243,"THA","Thailand","Lao People’s Democratic Republic; Myanmar; Thailand","AS118","Lower Mekong River 1 Aquifer","Asia","Original IGRAC entry"
245,"CHN","China","China; Vietnam","AS119","Karst Aquifer of Upper Hong River and Zuojiang Valley","Asia","Original IGRAC entry"
245,"VNM","Vietnam","China; Vietnam","AS119","Karst Aquifer of Upper Hong River and Zuojiang Valley","Asia","Original IGRAC entry"
244,"CHN","China","China; Vietnam","AS120","Beilun River Basin","Asia","Original IGRAC entry"
244,"VNM","Vietnam","China; Vietnam","AS120","Beilun River Basin","Asia","Original IGRAC entry"
122,"AZE","Azerbaijan","Azerbaijan; Georgia","AS122","Kura River Valley Aquifer","Asia","Original IGRAC entry"
122,"GEO","Georgia","Azerbaijan; Georgia","AS122","Kura River Valley Aquifer","Asia","Original IGRAC entry"
120,"IRN","Iran","Iran (Islamic Republic of); Iraq; Türkiye","AS123","Taurus-Zagros Mountain range","Asia","Original IGRAC entry"
120,"IRQ","Iraq","Iran (Islamic Republic of); Iraq; Türkiye","AS123","Taurus-Zagros Mountain range","Asia","Original IGRAC entry"
120,"SYR","Syria","Iran (Islamic Republic of); Iraq; Türkiye","AS123","Taurus-Zagros Mountain range","Asia","Added to IGRAC"
120,"TUR","Turkey","Iran (Islamic Republic of); Iraq; Türkiye","AS123","Taurus-Zagros Mountain range","Asia","Added to IGRAC"
119,"IRQ","Iraq","Syrian Arab Republic; Türkiye","AS124","Jezira Tertiary Limestone Aquifer System","Asia","Added to IGRAC"
119,"SYR","Syria","Syrian Arab Republic; Türkiye","AS124","Jezira Tertiary Limestone Aquifer System","Asia","Original IGRAC entry"
119,"TUR","Turkey","Syrian Arab Republic; Türkiye","AS124","Jezira Tertiary Limestone Aquifer System","Asia","Added to IGRAC"
