system:index,Aquifer,Broader,CS_max,CS_min,GWIrKHaKm2,RDS_main,RDS_mainDist,RDS_tot,STS,area_km2,compact,constant,crpkHaKm2,elev,elong,lat_c,lon_c,m_per_year,ntl,perim_km,pet_mm,pop,prec_mm,slope,urbkHaKm2,.geo
0000000000000000056c,Imperial Valley,-,1095.268312668704,71.18639024428423,0.023660014781546466,37.501710517209006,2.8792511061875037,547.6726126914447,2.627273480062092,2656.9777920296133,0.6333631134414748,1.0,0.05506886304959191,-20.056594142714484,1.1498458582615725,32.948667470546155,-115.52672070065009,0.040386,2.1724127918374796,229.60033153040854,1639.7898556183827,3.388992612315131,5.349238199633511,0.2474072520777592,0.00237995916612904,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000056d,Upper Borrego Valley,-,5963.807907497203,1340.4234839301212,0.0036511302268627706,0.0,1.078409008783112,215.74018401094116,2.3632164615193343,263.2186436930971,0.47151575979663185,1.0,7.111335787715811E-4,215.49649384558018,1.11657001230313,33.24385459221248,-116.33246631598996,0.49505764,0.4053304738000481,83.75584971723875,1602.8446749290779,0.8738176676077882,12.494395559473867,1.897697068503915,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000056e,Lower Borrego and Ocotillo-Clark Valleys,-,2835.226211185631,337.621195666457,0.0015764206481801728,0.0,11.703703032611829,73.8982214753524,2.410349347775734,665.1700027974404,0.3649459357297507,1.0,0.003619151292617703,25.54352679121429,2.1853239412744623,33.12168253004319,-116.00322358358146,-0.17435563,0.35498296429285636,151.34113758049378,1654.8627801564232,0.035031133503817695,7.265975764863208,0.7736932123774596,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000056f,Southern Owens Valley,-,6516.790795816662,1299.4265260678824,0.002454627748023027,0.0,2.6558531071506652,127.00916181923566,3.953262152329212,1349.9639207979135,0.30280466497257125,1.0,0.0011969173081122176,1207.520952773336,1.7950090228055553,36.58232215247128,-118.05101069773228,0.00123858,0.3479641937827357,236.69262822220998,1536.9496858383725,0.13287799767340525,11.58355397088705,2.2717368139702585,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000570,Bishop Basin,-,5143.967647670165,1283.1834019567052,0.010885651377819333,0.0,5.702300593176674,277.6830914448505,4.001014831207892,509.3846603883401,0.372146536840681,1.0,0.0050957870495661195,1271.6628620685426,1.1918035436003434,37.292658679050305,-118.33062385530363,0.01293091,0.6046555804671664,131.15077833648425,1460.4765784812028,1.4909482471636815,10.882908013831932,2.048225679634449,0.0025971119374870065,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000571,Chaleant Valley,-,4884.641251732019,903.6576560466184,0.00589558971425014,0.0,0.4368632131357436,114.14064889960595,3.78682226341077,172.2680705053051,0.33658322454274614,1.0,0.006719098080748357,1449.472494646488,2.203588094866644,37.62743205237102,-118.38762110224394,0.10763063,0.2909751075467812,80.19754858959652,1388.189693447038,0.19061729274539152,11.9153702089001,3.2606752621624016,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000572,Round Valley and Pine Creek Basin,-,3436.8980073282128,1073.6917303493442,0.009981613955199047,0.0,14.435969452430415,78.72265723033675,4.401734176579829,123.88127510432604,0.33171047328502723,1.0,0.009171106728012603,1546.472644682025,1.2351992011414432,37.421646040686525,-118.58944894969588,-0.03876549,0.3281363505719204,68.50593110672006,1290.6393164820934,0.557051530603475,20.774492211681643,5.165023747964923,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000573,Dale Valley,-,1018.1592653043142,21.358857909352093,0.0,0.0,9.280871928188942,158.53482566855985,2.1060574728772643,438.4553310965907,0.39826521991553,1.0,0.0,451.45193237963707,2.7431734492504223,34.15372102273072,-115.8205716738335,0.02472222,0.40664841875430735,117.62006598204606,1824.3964842661667,0.22510943609690862,7.290657865554661,1.1362753193723636,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000574,Eastern Imperial and Amos and Oligby Valleys,-,-0.23432105013765306,-0.23432105013765306,6.73226535509751E-4,42.40040489199201,17.930783978475255,89.08132146963558,2.022911044346203,1935.093423729538,0.5040788616687819,1.0,1.7411891864330912E-4,73.8078818068645,1.2107957589902028,32.874029739994604,-115.06167069345884,0.7362075,0.45666602178375354,219.6375838667244,1673.044073627127,0.02155804523855089,5.812758914949954,0.4443162138640083,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000575,Irwin Basin,-,3333.0,69.4375,0.0,0.0,1.6212441856562012,416.8439044481055,2.3881109280615043,46.606601331371,0.4436119286085781,1.0,7.829581819375878E-5,813.2208264689731,1.2664441775825201,35.25031565584537,-116.69123915585787,-0.25208706,8.861531574819146,36.33515701856647,1779.8882159735745,11.532962585398941,8.193362787679106,2.383423872046121,0.016021548869954695,"{""type"":""MultiPoint"",""coordinates"":[]}"
