system:index,Area,CC,CR,CR3,CntryNm,GW,GW3,IR,IR3,Region,UR,aq_id,code,countrs,name,.geo
000000000000000001d6,4.3981665584803903E8,GTM,0.09303209362714641,0.09303209362714641,Guatemala,3.7281649172487007E-4,3.496213914823867E-4,0.004343686219453403,0.004124296174653541,AMER,2.3115245007843135,208,C001,Guatemala; Mexico,Soconusco-Suchiate / Coat�n,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d7,4.6360390495416695E8,MEX,0.14689074619009532,0.14625935964846762,Mexico,0.002685612399846,0.002685612399846,0.034857300674762906,0.034857300674762906,AMER,2.47081336504902,208,C001,Guatemala; Mexico,Soconusco-Suchiate / Coat�n,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d8,3.275833844693626E8,GTM,0.002520622663902107,0.0017188038101791957,Guatemala,0.0,0.0,0.0,0.0,AMER,0.8444700026715686,207,C002,Guatemala; Mexico,Chicomuselo-Cuilco / Selegua,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d9,2.919434331389707E8,MEX,0.014657085678923524,0.0018537166569895281,Mexico,3.8001698740037486E-7,3.8001698740037486E-7,2.5631639049835448E-5,2.5631639049835448E-5,AMER,0.11264426169117647,207,C002,Guatemala; Mexico,Chicomuselo-Cuilco / Selegua,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001da,1.3865545763973055E9,GTM,0.0596681439857532,0.0,Guatemala,0.0,0.0,0.0,0.0,AMER,0.09208341291666666,206,C003,Guatemala; Mexico,Ocosingo-Usumacinta-Poc�m-Ixc�n,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001db,1.0967469841279411E9,MEX,0.0031468037340519847,0.0,Mexico,0.0,0.0,0.0,0.0,AMER,0.45803634022058826,206,C003,Guatemala; Mexico,Ocosingo-Usumacinta-Poc�m-Ixc�n,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001dc,5.051542251943636E8,GTM,0.012520165745434587,0.0,Guatemala,0.0,0.0,0.0,0.0,AMER,0.023553495,205,C004,Guatemala; Mexico,M�rquez de Comillas-Chixoy / Xaclbal,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001dd,6.753422014718138E8,MEX,0.013381268295709486,0.0,Mexico,0.0,0.0,0.0,0.0,AMER,0.24675522500000002,205,C004,Guatemala; Mexico,M�rquez de Comillas-Chixoy / Xaclbal,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001de,1.0580480425357857E9,GTM,1.7582612961699514E-4,0.0,Guatemala,0.0,0.0,0.0,0.0,AMER,0.0,288,C005,Guatemala; Mexico,Boca del Cerro-San Pedro,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001df,1.3347928914566174E9,MEX,0.0016352593445555634,0.0,Mexico,0.0,0.0,0.0,0.0,AMER,0.0,288,C005,Guatemala; Mexico,Boca del Cerro-San Pedro,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e0,1.5316742744975492E8,GTM,0.03486846074069533,0.02828950150057439,Guatemala,0.0,0.0,4.983700011390229E-4,0.0,AMER,0.014615281544117646,204,C006,Guatemala; Mexico,Trinitaria-Nent�n,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e1,2.0147807286764705E8,MEX,0.12933867279932038,0.05626440559742338,Mexico,1.0417349983844342E-5,5.732034269814599E-6,0.0024685949043682888,3.866180678664839E-4,AMER,0.1172970031617647,204,C006,Guatemala; Mexico,Trinitaria-Nent�n,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e2,9.773509708504902E8,BLZ,0.3192096046298158,0.1132872225214491,Belize,0.02437156839982168,0.02057191359226211,0.02479543001209272,0.020938537660100835,AMER,0.0,365,C007,Belize; Guatemala; Mexico,Pen�nsula de Yucat�n-Candelaria-Hondo,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e3,2.986808949458334E8,GTM,0.0,0.0,Guatemala,0.0,0.0,0.0,0.0,AMER,0.0,365,C007,Belize; Guatemala; Mexico,Pen�nsula de Yucat�n-Candelaria-Hondo,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e4,1.8540059421649508E9,MEX,0.3047601613084191,0.1250178260940267,Mexico,0.019563866393874547,0.018765007084735927,0.019683241207889925,0.01888004722144526,AMER,2.910129297205883,365,C007,Belize; Guatemala; Mexico,Pen�nsula de Yucat�n-Candelaria-Hondo,"{""type"":""MultiPoint"",""coordinates"":[]}"
