system:index,Area,CC,CR,CR3,CntryNm,GW,GW3,IR,IR3,Region,UR,aq_id,code,countrs,name,.geo
00000000000000000317,4.227150739323285E9,USA,0.1355810281328451,0.0,United States,0.01510145572630181,0.0,0.027633948763536226,0.0,AMER,4.833245085024511,339,N013,Mexico; United States of America,Rio San Pedro Aquifer / Upper San Pedro Basin,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000318,6.02751898533112E9,MEX,0.027752086168980807,0.018755169708894417,Mexico,0.0015249375091022958,0.0015249375091022958,0.003169835577299114,0.003169835577299114,AMER,1.2242366268627451,333,N014,Mexico; United States of America,Conejos Medanos Aquifer / Mesilla Bolson,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000319,2.9874804325649514E9,USA,2.4644827524086734,2.406738207934629,United States,0.7804113739327583,0.7677654618872133,1.8277098312738136,1.7961041631849066,AMER,24.082678320147043,333,N014,Mexico; United States of America,Conejos Medanos Aquifer / Mesilla Bolson,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031a,2.1177007945053928E9,MEX,1.4082536664284016,1.379468924911613,Mexico,0.3330911092638253,0.28792490347625666,0.7704274420190788,0.626490214780591,AMER,30.499911327573543,327,N015,Mexico; United States of America,Valle de Juarez Bolson / Hueco-Tularosa Bolson,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031b,5.64656014783701E9,USA,1.8753046575468957,1.784746652890878,United States,0.38711197172339606,0.3052025337645624,1.3005748009443412,0.7984840281802363,AMER,42.23674863389706,327,N015,Mexico; United States of America,Valle de Juarez Bolson / Hueco-Tularosa Bolson,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031c,2.972015020281621E9,MEX,0.19712876503562143,0.1596600294662506,Mexico,0.06444135383369336,0.06257017116617272,0.0796244220608602,0.07764352808913313,AMER,0.0,346,N018,Mexico; United States of America,Las Palmas Aquifer / Mimbres Basin,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031d,8.241775433827943E9,USA,0.8682395470193524,0.6460502548909063,United States,0.2274767672098492,0.2002779513893575,0.2933858791463428,0.25571039690787134,AMER,1.9147614030882354,346,N018,Mexico; United States of America,Las Palmas Aquifer / Mimbres Basin,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031e,1.372608822471922E11,CAN,501.37057735411344,500.69960791148344,Canada,0.2289510969226003,0.0,4.631595248876175,0.0,AMER,24.03952818958334,70,N019,Canada; United States of America,Judith River,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031f,3.1702001870487698E10,USA,39.4642274539808,34.06063344640738,United States,0.05706220762031425,0.003866723115662241,1.8953486077174904,0.131581563487554,AMER,0.0,70,N019,Canada; United States of America,Judith River,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000320,1.4552224782495586E10,CAN,47.65983895348329,47.480892713263614,Canada,0.0020521715022281443,3.4277872816907085E-4,6.388092808780026,2.243048111711983,AMER,0.7109492687499999,69,N020,Canada; United States of America,Milk River,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000321,1.1077961320009073E10,USA,39.05536914916123,39.05536914916123,United States,0.00571071004301369,0.0,0.3784786752583897,0.0,AMER,0.6378861715686274,69,N020,Canada; United States of America,Milk River,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000322,9.083874891882107E9,CAN,31.553211043386035,0.0,Canada,0.12695883916050932,0.0,0.2588652421560337,0.0,AMER,35.66584383906857,58,N021,Canada; United States of America,Richelieu/Lake Champlain and Yamaska,"{""type"":""MultiPoint"",""coordinates"":[]}"
