"aq_id","CntrName","type","area_km2","lat_c","lon_c","CS_max","RDS_mainDist","GW","Ir","IrNeed3","IrNeed0","OverIR3","OverIR6","giniIr","giniGw","giniIr_Need","giniCSI","gini_crpGWSpct_gt0","gini_gwpct_gt0","RiverBorder"
210,"Haiti","treat",82.477578149227,18.4483137858877,-71.8546771851245,9234.3971231456,0,0,0,0.00121383351634741,0.00127097622450525,0,0,-0.93393502955147,NA,NA,0.961671199703715,NA,-0.93393502955147,FALSE
211,"Dominican Republic","treat",160.531159699579,18.1810181177113,-71.7151645215946,10000,0.843427151114969,0,2.40299951267833e-05,0.00103702616319117,0.00146825301144182,0,0,0.122601825936032,NA,NA,0.94903758284184,NA,0.0967358601010855,TRUE
211,"Haiti","treat",13.3098071557522,18.1349148399313,-71.7610180991341,10000,0,0,0,0.00225946641842421,0.0106806974588229,0,0,NA,NA,NA,0.96201940282977,NA,NA,TRUE
397,"Canada","treat",170.147205433476,49.0317673511987,-122.289123562407,7003.32478247825,0,0.0375289885646576,0.048786671463972,0.00727595832377782,0.21322609292258,0,0,-0.274317419188307,-0.472738264880839,-0.636795614069752,0.963146266565632,-0.636795614069752,-0.274317419188307,TRUE
397,"United States","treat",207.733027915725,48.9623415563755,-122.39828549695,5804.41412911084,0,0.039630199065523,0.039630199065523,0.213475441858807,0.329479134142506,0,0,-0.126588988792439,-0.126588988792439,0.0690138702430294,0.529676398832121,0.0690138702430294,-0.126588988792439,TRUE
406,"Canada","treat",8007.4547856763,49.7894951046961,-119.513206359931,5498.90334373733,38.5496185173117,0,0.00130205447853168,0.00482228726328899,0.00624096260549103,0,0,0.0395349129501226,NA,0.858302585206131,-0.597021222546693,0.858302585206131,0.0106024190084756,TRUE
406,"United States","treat",314.367239187196,48.9269069791431,-119.404111451849,7758.92756986356,0.848308461065684,0,0.00330903568904629,0,0.0140431484258578,0,0,0.0737017816575489,NA,NA,0.971596796072616,NA,0.0770137934794819,TRUE
398,"Canada","treat",41.3228441603934,49.0168968627842,-118.440332474515,7390.75827160494,0.709489964469475,0,0,0.00845436503543486,0.0552884721849931,0,0,NA,NA,NA,0.928899642770304,NA,NA,TRUE
398,"United States","treat",6.94934779795479,48.9949226756073,-118.463092219371,5067.8270123839,7.01131854744786,0,0,0,0.0661920829733724,0,0,NA,NA,NA,0.99666442297027,NA,NA,TRUE
67,"Canada","treat",4419.4148073991,49.1479744364352,-106.169499767397,9602.6932982104,52.8985075183207,0,6.02411229560379e-05,0.252893407868457,0.252896814111288,0,0,-0.131934530506357,NA,0.0714520370594832,0.332452778567868,0.0714520370594832,-0.976172667206547,TRUE
67,"United States","treat",18701.3704706904,48.4438650915802,-106.662535328816,8013.02281227132,79.9098835984904,0,0.00490257794619584,0.124362009728063,0.141369858735851,0,0,-0.0157201592165768,NA,-0.277529804072261,-0.563539776660953,-0.277529804072261,-0.0157201592165768,TRUE
68,"Canada","treat",7914.72757357049,49.553369947779,-103.62540088362,9062.94441169036,10.3041266524223,0,0,0.441981925693063,0.441981925693063,0,0,NA,NA,0.088794006421134,-0.944503606875339,0.088794006421134,NA,TRUE
68,"United States","treat",1273.49546127357,48.8320569315895,-102.752445228596,8685.88222523199,29.8253077749553,0,0,0.222969582978424,0.297830110055961,0,0,NA,NA,-0.51577784875814,-0.742889677950149,-0.51577784875814,NA,TRUE
71,"Canada","treat",1449.6236252328,45.1251528506458,-73.8843135335834,8251.78206879732,0.74371440824881,0.0216905071216166,0.0216905071216166,0,0.373493639512376,0,0,0.465842967433759,0.465842967433759,NA,-0.689723855921927,NA,0.465842967433759,TRUE
71,"United States","treat",1049.15943794767,44.8746787617081,-74.0378772503683,5764.45286807288,3.1425560385463,0,0.000172106898718543,0,0.11314416078235,0,0,-0.0111241507729416,NA,NA,0.851141832461263,NA,-0.0111241507729416,TRUE
329,"Mexico","treat",264.586964311943,32.4975790386021,-116.941384361315,6001.47062784463,0,0.000362764061778902,0.000362764061778902,0.0012677628793026,0.00287361475286798,0,0,-0.30794191354739,0.215731854848776,NA,0.80636807194412,NA,0.215731854848776,TRUE
329,"United States","treat",448.325260446859,32.6436762431018,-117.054937460405,9896.88503244221,0,0,0.00152135690172833,0.00587850219589029,0.0140618632378534,0,0,-0.604228386621683,NA,NA,-0.224518731439387,NA,-0.604228386621683,TRUE
340,"Mexico","treat",696.175002844661,31.2458405950664,-110.711136716297,7048.89708814359,0.236696555353407,0.000782450105338217,0.000782450105338217,0,0.00691930135491541,0,0,0.101785843883956,0.126182001045123,NA,0.609215175584925,NA,0.126182001045123,TRUE
340,"United States","treat",6751.30212822624,31.8997738757696,-110.838977959456,5871.14182033801,8.62505178734542,0.000213436435458056,0.000213436435458056,0.0013645935495932,0.00300202487088128,8.86502085575253e-05,8.86502085575253e-05,0.0254729114428354,0.0233505492934616,NA,-0.561068829914972,NA,0.0233505492934616,TRUE
339,"Mexico","treat",1122.37718390259,31.1580450998788,-110.147929191216,6205.60454399121,0,0.000193716193014368,0.000435151735737404,0.00130981186641286,0.0034417598698202,0,0,-0.214422008344028,-0.109185995424331,NA,0.401001561878213,NA,-0.109185995424331,TRUE
339,"United States","treat",4232.06190161117,31.8196211090621,-110.209055448599,3579.2946750938,7.59210393870771,0.00081905296890992,0.000829277720730085,0,0.00320097109483577,0,0,0.349799115298393,0.344025395514748,NA,0.310588776125303,NA,0.344025395514748,TRUE
333,"Mexico","treat",6034.49886587469,31.3947052933016,-106.825645224553,377.777846676149,5.37423349275492,0.000118700014318989,0.000119482645517331,0.000311045970676028,0.000460240410282367,9.19077426814762e-05,9.19077426814762e-05,-0.176766050731682,-0.13715044331835,NA,-0.826914510174226,NA,-0.13715044331835,FALSE
333,"United States","treat",2988.54190174666,32.0743062102867,-106.81510229856,4686.55201971416,22.3591978208976,0,0.0656739438933664,0.0806696949369207,0.0825656604638777,0.0652172237384869,0.0652172237384869,0.199506625483536,NA,0.209693819055343,-0.623254432665132,0.209693819055343,0.199506625483536,FALSE
