"","b_0","se_0","p_0","nm_0","st0","tau2_CC_0","b_1","se_1","p_1","nm_1","st1","tau2_CC_1","n","k_cluster","looaqf","k","iter"
"1449",46.0770638859432,15.0606936088963,0.0022176223995253,"intrcpt","",3343.31243182337,0.00586416381971612,0.116922545491438,0.959999460382021,"intrcpt","",0.126114709136188,659,18,"Western Carrizo-Wilcox; Western Bengal Basin; Upper Gangetic Plain; Alsatian Aquifer and Upper Rhine Valley; Southern Odanah Shale; Eastside Middle Indus Plain; Sylhet Basin; Barind Tract and Central Floodplains; Southcentral Floodplains; Rio Grande Delta; Middle Gangetic Plain; Barind Tract and Central Floodplains; Rechna Doab; Northern Piedmont and Tista Fan; Sandlands Aquifer; Rio Grande Delta; Yuma Basin; Lom- Pleven Depression; Pomfret-Vergelegen Dolomitic Aquifer; Eastern Mekong Delta",20,81
"1450",14.8377295836106,1.9203323015273,1.10416383957298e-14,"TBTRUE","***",3343.31243182337,0.0741892272610516,0.0668062520925599,0.266777927292887,"TBTRUE","",0.126114709136188,659,18,"Western Carrizo-Wilcox; Western Bengal Basin; Upper Gangetic Plain; Alsatian Aquifer and Upper Rhine Valley; Southern Odanah Shale; Eastside Middle Indus Plain; Sylhet Basin; Barind Tract and Central Floodplains; Southcentral Floodplains; Rio Grande Delta; Middle Gangetic Plain; Barind Tract and Central Floodplains; Rechna Doab; Northern Piedmont and Tista Fan; Sandlands Aquifer; Rio Grande Delta; Yuma Basin; Lom- Pleven Depression; Pomfret-Vergelegen Dolomitic Aquifer; Eastern Mekong Delta",20,81
"1451",42.3701548476357,16.4010181914585,0.00978358967368759,"intrcpt","",4336.26706181518,-0.0748525328535485,0.115262660812739,0.516074476808412,"intrcpt","",0.14307721187931,655,18,"Sandlands Aquifer; Western Carrizo-Wilcox; Pomfret-Vergelegen Dolomitic Aquifer; Upper Gangetic Plain; Devonian and Overlying Unconsolidated Aquifers; Mioplioquatenario de Elvas-Campo Maior and Vegas Baja Aquifers; Madhupur Tract and Eastern Floodplains; Trans Gangetic Plain; Bari Doab; Northern Piedmont and Tista Fan; Eastern Mekong Delta; Northern Piedmont and Tista Fan; Avra Valley; Southern St. Lawrence Lowlands; Eastside Middle Indus Plain; Stockton Plateau; San Pedro Basin; Barind Tract and Central Floodplains; Barind Tract and Central Floodplains; Yuma Basin; Rio Grande Delta; Mons Sedimentary Basin; Eastside Middle Indus Plain; Edwards Plateau; Tournaisis Region Carbonate Aquifers",25,81
"1452",3.6468469106363,1.66064052798962,0.0280884820546511,"TBTRUE","***",4336.26706181518,0.125808074231574,0.0611195483328111,0.0395523858346804,"TBTRUE","**",0.14307721187931,655,18,"Sandlands Aquifer; Western Carrizo-Wilcox; Pomfret-Vergelegen Dolomitic Aquifer; Upper Gangetic Plain; Devonian and Overlying Unconsolidated Aquifers; Mioplioquatenario de Elvas-Campo Maior and Vegas Baja Aquifers; Madhupur Tract and Eastern Floodplains; Trans Gangetic Plain; Bari Doab; Northern Piedmont and Tista Fan; Eastern Mekong Delta; Northern Piedmont and Tista Fan; Avra Valley; Southern St. Lawrence Lowlands; Eastside Middle Indus Plain; Stockton Plateau; San Pedro Basin; Barind Tract and Central Floodplains; Barind Tract and Central Floodplains; Yuma Basin; Rio Grande Delta; Mons Sedimentary Basin; Eastside Middle Indus Plain; Edwards Plateau; Tournaisis Region Carbonate Aquifers",25,81
"1453",37.8765420048984,12.5150757248772,0.00247424705947193,"intrcpt","",2427.98964577276,-0.158805108489172,0.0851248910790123,0.062103745355945,"intrcpt","*",0.0655992148945793,650,18,"Eastern Imperial and Amos and Oligby Valleys; Bari Doab; Upper Gangetic Plain; Mimbres Basin; Alsatian Aquifer and Upper Rhine Valley; Madhupur Tract and Eastern Floodplains; Mexicali Valley; Tijuana-San Diego Basin; Edwards Plateau; Western Carrizo-Wilcox; Southern St. Lawrence Lowlands; Trans Gangetic Plain; Sylhet Basin; Pomfret-Vergelegen Dolomitic Aquifer; Avra Valley; Barind Tract and Central Floodplains; Transboundary Odanah Shale; Tournaisis Region Carbonate Aquifers; Stockton Plateau; Mioplioquatenario de Elvas-Campo Maior and Vegas Baja Aquifers; Yuma Basin; Eastern Mekong Delta; Rechna Doab; Sandlands Aquifer; Northern Piedmont and Tista Fan; Valle de Juarez and Hueco Bolson; Rio Grande Delta; Barind Tract and Central Floodplains; Rio Grande Delta; Lom- Pleven Depression",30,81
"1454",-10.0547099178859,3.22070539642231,0.00179689906536746,"TBTRUE","***",2427.98964577276,0.106349014823917,0.0716094121347209,0.137510394317228,"TBTRUE","",0.0655992148945793,650,18,"Eastern Imperial and Amos and Oligby Valleys; Bari Doab; Upper Gangetic Plain; Mimbres Basin; Alsatian Aquifer and Upper Rhine Valley; Madhupur Tract and Eastern Floodplains; Mexicali Valley; Tijuana-San Diego Basin; Edwards Plateau; Western Carrizo-Wilcox; Southern St. Lawrence Lowlands; Trans Gangetic Plain; Sylhet Basin; Pomfret-Vergelegen Dolomitic Aquifer; Avra Valley; Barind Tract and Central Floodplains; Transboundary Odanah Shale; Tournaisis Region Carbonate Aquifers; Stockton Plateau; Mioplioquatenario de Elvas-Campo Maior and Vegas Baja Aquifers; Yuma Basin; Eastern Mekong Delta; Rechna Doab; Sandlands Aquifer; Northern Piedmont and Tista Fan; Valle de Juarez and Hueco Bolson; Rio Grande Delta; Barind Tract and Central Floodplains; Rio Grande Delta; Lom- Pleven Depression",30,81
"1455",26.0241707441745,12.3702590410675,0.0353985792502978,"intrcpt","",2117.12678741136,-0.216379945372653,0.109397444540288,0.0479371631463449,"intrcpt","**",0.103692220382769,645,18,"Southcentral Floodplains; Williston Basin; Pomfret-Vergelegen Dolomitic Aquifer; Devonian and Overlying Unconsolidated Aquifers; Yuma Basin; Chaj Doab; Barind Tract and Central Floodplains; Rio Grande Delta; Eastside Middle Indus Plain; Madhupur Tract and Eastern Floodplains; Sandlands Aquifer; Bari Doab; Eastern Imperial and Amos and Oligby Valleys; Sylhet Basin; Transboundary Odanah Shale; San Pedro Basin; Avra Valley; Mons Sedimentary Basin; Northern Piedmont and Tista Fan; Rio Grande Delta; Edwards Plateau; Stockton Plateau; Mimbres Basin; Northern Piedmont and Tista Fan; Middle Gangetic Plain; Eastern Mekong Delta; Southeastern Bengal Basin; Southern Odanah Shale; Upper Gangetic Plain; Trans Gangetic Plain; Rechna Doab; Southern St. Lawrence Lowlands; Barind Tract and Central Floodplains; Mexicali Valley; Western Carrizo-Wilcox",35,81
"1456",13.4558232080603,1.85755023132965,4.36109958221826e-13,"TBTRUE","***",2117.12678741136,0.75933167970777,0.0626258373734094,7.79604017250302e-34,"TBTRUE","***",0.103692220382769,645,18,"Southcentral Floodplains; Williston Basin; Pomfret-Vergelegen Dolomitic Aquifer; Devonian and Overlying Unconsolidated Aquifers; Yuma Basin; Chaj Doab; Barind Tract and Central Floodplains; Rio Grande Delta; Eastside Middle Indus Plain; Madhupur Tract and Eastern Floodplains; Sandlands Aquifer; Bari Doab; Eastern Imperial and Amos and Oligby Valleys; Sylhet Basin; Transboundary Odanah Shale; San Pedro Basin; Avra Valley; Mons Sedimentary Basin; Northern Piedmont and Tista Fan; Rio Grande Delta; Edwards Plateau; Stockton Plateau; Mimbres Basin; Northern Piedmont and Tista Fan; Middle Gangetic Plain; Eastern Mekong Delta; Southeastern Bengal Basin; Southern Odanah Shale; Upper Gangetic Plain; Trans Gangetic Plain; Rechna Doab; Southern St. Lawrence Lowlands; Barind Tract and Central Floodplains; Mexicali Valley; Western Carrizo-Wilcox",35,81
"1457",56.6825493668389,24.1812180422391,0.0190744185082875,"intrcpt","",8986.02166089189,-0.0642362389518077,0.120211913747055,0.59309363453455,"intrcpt","",0.125341633957358,640,17,"Pomfret-Vergelegen Dolomitic Aquifer; Mimbres Basin; Eastside Middle Indus Plain; San Pedro Basin; Avra Valley; Alsatian Aquifer and Upper Rhine Valley; Williston Basin; Western Bengal Basin; Southcentral Floodplains; Sylhet Basin; Chaj Doab; West Jutland Quaternary and Tertiary Sand Aquifer System; Stockton Plateau; Eastern Imperial and Amos and Oligby Valleys; Northern Piedmont and Tista Fan; Trans Gangetic Plain; Sandlands Aquifer; Rechna Doab; Western Carrizo-Wilcox; Mexicali Valley; Madhupur Tract and Eastern Floodplains; Yuma Basin; Eastern Mekong Delta; Northern Piedmont and Tista Fan; Southern Odanah Shale; Devonian and Overlying Unconsolidated Aquifers; Southern St. Lawrence Lowlands; Tournaisis Region Carbonate Aquifers; Lom- Pleven Depression; Southeastern Bengal Basin; Bari Doab; Eastside Middle Indus Plain; Barind Tract and Central Floodplains; Valle de Juarez and Hueco Bolson; Transboundary Odanah Shale; Mioplioquatenario de Elvas-Campo Maior and Vegas Baja Aquifers; Rio Grande Delta; Middle Gangetic Plain; Edwards Plateau; Rio Grande Delta",40,81
"1458",11.8560352240745,2.4414795531192,1.19728583209208e-06,"TBTRUE","***",8986.02166089189,-0.640382643227448,0.149579972475906,1.85883365352231e-05,"TBTRUE","***",0.125341633957358,640,17,"Pomfret-Vergelegen Dolomitic Aquifer; Mimbres Basin; Eastside Middle Indus Plain; San Pedro Basin; Avra Valley; Alsatian Aquifer and Upper Rhine Valley; Williston Basin; Western Bengal Basin; Southcentral Floodplains; Sylhet Basin; Chaj Doab; West Jutland Quaternary and Tertiary Sand Aquifer System; Stockton Plateau; Eastern Imperial and Amos and Oligby Valleys; Northern Piedmont and Tista Fan; Trans Gangetic Plain; Sandlands Aquifer; Rechna Doab; Western Carrizo-Wilcox; Mexicali Valley; Madhupur Tract and Eastern Floodplains; Yuma Basin; Eastern Mekong Delta; Northern Piedmont and Tista Fan; Southern Odanah Shale; Devonian and Overlying Unconsolidated Aquifers; Southern St. Lawrence Lowlands; Tournaisis Region Carbonate Aquifers; Lom- Pleven Depression; Southeastern Bengal Basin; Bari Doab; Eastside Middle Indus Plain; Barind Tract and Central Floodplains; Valle de Juarez and Hueco Bolson; Transboundary Odanah Shale; Mioplioquatenario de Elvas-Campo Maior and Vegas Baja Aquifers; Rio Grande Delta; Middle Gangetic Plain; Edwards Plateau; Rio Grande Delta",40,81
"1459",27.4509251190207,11.7548081731189,0.0195281023934998,"intrcpt","",2307.45798063511,-0.137447542194789,0.133334769755776,0.302613295719394,"intrcpt","",0.208733076466511,680,19,"Rechna Doab",1,82
"1460",10.0712253603706,1.67435395734295,1.79895781868794e-09,"TBTRUE","***",2307.45798063511,-0.158841479644963,0.0575816449246148,0.00580595547292341,"TBTRUE","***",0.208733076466511,680,19,"Rechna Doab",1,82
"1461",24.556829988015,14.5545565411805,0.0915598539664344,"intrcpt","",3601.13896402141,-0.10892864111139,0.317462872750108,0.731506336807221,"intrcpt","",1.53674408289051,676,19,"Madhupur Tract and Eastern Floodplains; Yuma Basin; Chaj Doab; Middle Gangetic Plain; Devonian and Overlying Unconsolidated Aquifers",5,82
"1462",12.3099009534336,1.72499535692875,9.59507927517021e-13,"TBTRUE","***",3601.13896402141,-0.0569672153863469,0.0590503641695352,0.334683818767583,"TBTRUE","",1.53674408289051,676,19,"Madhupur Tract and Eastern Floodplains; Yuma Basin; Chaj Doab; Middle Gangetic Plain; Devonian and Overlying Unconsolidated Aquifers",5,82
"1463",30.6155375839481,14.3604161531086,0.0330118253218252,"intrcpt","",3333.96367539089,0.44763830108649,0.348160702649437,0.198539673109359,"intrcpt","",1.86481300193482,668,18,"Transboundary Odanah Shale; Northern Piedmont and Tista Fan; Rechna Doab; Lom- Pleven Depression; Chaj Doab; Barind Tract and Central Floodplains; Sandlands Aquifer; Mexicali Valley; Southcentral Floodplains; Eastside Middle Indus Plain",10,82
"1464",14.0392068486137,1.79398395874228,5.04780444021561e-15,"TBTRUE","***",3333.96367539089,-0.114356620585326,0.0625851720153375,0.0676673161255335,"TBTRUE","*",1.86481300193482,668,18,"Transboundary Odanah Shale; Northern Piedmont and Tista Fan; Rechna Doab; Lom- Pleven Depression; Chaj Doab; Barind Tract and Central Floodplains; Sandlands Aquifer; Mexicali Valley; Southcentral Floodplains; Eastside Middle Indus Plain",10,82
"1465",36.4997535964747,16.6652171296958,0.0285114968353965,"intrcpt","",4534.42654210522,0.0362164004766932,0.548957313520399,0.947399264011285,"intrcpt","",4.94391721256869,665,18,"Upper Gangetic Plain; Tijuana-San Diego Basin; Eastside Middle Indus Plain; Southern St. Lawrence Lowlands; West Jutland Quaternary and Tertiary Sand Aquifer System; Edwards Plateau; Valle de Juarez and Hueco Bolson; Eastside Middle Indus Plain; Eastern Mekong Delta; Southeastern Bengal Basin; Sandlands Aquifer; Lom- Pleven Depression; Rio Grande Delta; Rechna Doab; Williston Basin",15,82
"1466",-6.08841746302332,2.89103555867116,0.0352074599346903,"TBTRUE","***",4534.42654210522,-0.048123176861434,0.102687065338338,0.639327603428553,"TBTRUE","",4.94391721256869,665,18,"Upper Gangetic Plain; Tijuana-San Diego Basin; Eastside Middle Indus Plain; Southern St. Lawrence Lowlands; West Jutland Quaternary and Tertiary Sand Aquifer System; Edwards Plateau; Valle de Juarez and Hueco Bolson; Eastside Middle Indus Plain; Eastern Mekong Delta; Southeastern Bengal Basin; Sandlands Aquifer; Lom- Pleven Depression; Rio Grande Delta; Rechna Doab; Williston Basin",15,82
"1467",31.1347937458061,14.883847783707,0.0364518352441096,"intrcpt","",3601.85023289037,0.12489677405713,0.351698739231487,0.72249646114128,"intrcpt","",1.84759309904455,658,18,"Williston Basin; Trans Gangetic Plain; Eastern Imperial and Amos and Oligby Valleys; Western Carrizo-Wilcox; Tournaisis Region Carbonate Aquifers; Eastside Middle Indus Plain; Mimbres Basin; Edwards Plateau; Southeastern Bengal Basin; Southern St. Lawrence Lowlands; Transboundary Odanah Shale; Madhupur Tract and Eastern Floodplains; West Jutland Quaternary and Tertiary Sand Aquifer System; Tijuana-San Diego Basin; Barind Tract and Central Floodplains; Northern Piedmont and Tista Fan; Barind Tract and Central Floodplains; Mons Sedimentary Basin; Pomfret-Vergelegen Dolomitic Aquifer; Rio Grande Delta",20,82
"1468",-3.10446971408526,2.73372914080058,0.256116825318257,"TBTRUE","***",3601.85023289037,-0.368812811239801,0.0888794949550207,3.33081991573972e-05,"TBTRUE","***",1.84759309904455,658,18,"Williston Basin; Trans Gangetic Plain; Eastern Imperial and Amos and Oligby Valleys; Western Carrizo-Wilcox; Tournaisis Region Carbonate Aquifers; Eastside Middle Indus Plain; Mimbres Basin; Edwards Plateau; Southeastern Bengal Basin; Southern St. Lawrence Lowlands; Transboundary Odanah Shale; Madhupur Tract and Eastern Floodplains; West Jutland Quaternary and Tertiary Sand Aquifer System; Tijuana-San Diego Basin; Barind Tract and Central Floodplains; Northern Piedmont and Tista Fan; Barind Tract and Central Floodplains; Mons Sedimentary Basin; Pomfret-Vergelegen Dolomitic Aquifer; Rio Grande Delta",20,82
"1469",47.6706971510263,19.6225977412536,0.0151247757145066,"intrcpt","",6582.07006440932,-0.0459584216805364,0.229867525487091,0.841531900234038,"intrcpt","",0.713353719081281,654,19,"Trans Gangetic Plain; Rio Grande Delta; Northern Piedmont and Tista Fan; Western Bengal Basin; Madhupur Tract and Eastern Floodplains; Yuma Basin; Valle de Juarez and Hueco Bolson; San Pedro Basin; Williston Basin; Southern Odanah Shale; Rio Grande Delta; Avra Valley; Southern St. Lawrence Lowlands; Southeastern Bengal Basin; Western Carrizo-Wilcox; Pomfret-Vergelegen Dolomitic Aquifer; Mimbres Basin; Stockton Plateau; Upper Gangetic Plain; Eastside Middle Indus Plain; Bari Doab; Southcentral Floodplains; Sandlands Aquifer; Eastern Mekong Delta; Alsatian Aquifer and Upper Rhine Valley",25,82
"1470",13.3238606111248,2.08259539024365,1.57714930239847e-10,"TBTRUE","***",6582.07006440932,0.180684930997783,0.0910389560016054,0.0471779627380631,"TBTRUE","**",0.713353719081281,654,19,"Trans Gangetic Plain; Rio Grande Delta; Northern Piedmont and Tista Fan; Western Bengal Basin; Madhupur Tract and Eastern Floodplains; Yuma Basin; Valle de Juarez and Hueco Bolson; San Pedro Basin; Williston Basin; Southern Odanah Shale; Rio Grande Delta; Avra Valley; Southern St. Lawrence Lowlands; Southeastern Bengal Basin; Western Carrizo-Wilcox; Pomfret-Vergelegen Dolomitic Aquifer; Mimbres Basin; Stockton Plateau; Upper Gangetic Plain; Eastside Middle Indus Plain; Bari Doab; Southcentral Floodplains; Sandlands Aquifer; Eastern Mekong Delta; Alsatian Aquifer and Upper Rhine Valley",25,82
"1471",24.7702448926705,15.209550482815,0.1033981285065,"intrcpt","",3616.25393397827,0.0385358500056976,0.112889464107139,0.732833233775162,"intrcpt","",0.124240305293752,650,18,"Williston Basin; Valle de Juarez and Hueco Bolson; Southeastern Bengal Basin; Upper Gangetic Plain; Edwards Plateau; Pomfret-Vergelegen Dolomitic Aquifer; Mexicali Valley; Trans Gangetic Plain; Northern Piedmont and Tista Fan; West Jutland Quaternary and Tertiary Sand Aquifer System; Alsatian Aquifer and Upper Rhine Valley; Mons Sedimentary Basin; Transboundary Odanah Shale; Eastern Mekong Delta; Western Bengal Basin; Lom- Pleven Depression; Northern Piedmont and Tista Fan; Southcentral Floodplains; Avra Valley; San Pedro Basin; Western Carrizo-Wilcox; Devonian and Overlying Unconsolidated Aquifers; Southern St. Lawrence Lowlands; Southern Odanah Shale; Chaj Doab; Sandlands Aquifer; Sylhet Basin; Bari Doab; Mioplioquatenario de Elvas-Campo Maior and Vegas Baja Aquifers; Eastside Middle Indus Plain",30,82
"1472",9.35887030893631,2.37093389022579,7.90259474839105e-05,"TBTRUE","***",3616.25393397827,-0.39665258210021,0.124164207460228,0.00140034123251714,"TBTRUE","***",0.124240305293752,650,18,"Williston Basin; Valle de Juarez and Hueco Bolson; Southeastern Bengal Basin; Upper Gangetic Plain; Edwards Plateau; Pomfret-Vergelegen Dolomitic Aquifer; Mexicali Valley; Trans Gangetic Plain; Northern Piedmont and Tista Fan; West Jutland Quaternary and Tertiary Sand Aquifer System; Alsatian Aquifer and Upper Rhine Valley; Mons Sedimentary Basin; Transboundary Odanah Shale; Eastern Mekong Delta; Western Bengal Basin; Lom- Pleven Depression; Northern Piedmont and Tista Fan; Southcentral Floodplains; Avra Valley; San Pedro Basin; Western Carrizo-Wilcox; Devonian and Overlying Unconsolidated Aquifers; Southern St. Lawrence Lowlands; Southern Odanah Shale; Chaj Doab; Sandlands Aquifer; Sylhet Basin; Bari Doab; Mioplioquatenario de Elvas-Campo Maior and Vegas Baja Aquifers; Eastside Middle Indus Plain",30,82
"1473",120.19705820162,69.8747579268734,0.085399994910411,"intrcpt","",81768.2462469362,-0.240032781353792,0.339873798867102,0.480038332612532,"intrcpt","",1.57692173744274,645,17,"Mimbres Basin; Chaj Doab; Western Bengal Basin; Rio Grande Delta; Mexicali Valley; Eastern Imperial and Amos and Oligby Valleys; Upper Gangetic Plain; Northern Piedmont and Tista Fan; Eastern Mekong Delta; Rio Grande Delta; Barind Tract and Central Floodplains; Valle de Juarez and Hueco Bolson; Trans Gangetic Plain; Mons Sedimentary Basin; West Jutland Quaternary and Tertiary Sand Aquifer System; Southcentral Floodplains; Lom- Pleven Depression; Southern St. Lawrence Lowlands; Yuma Basin; Middle Gangetic Plain; Madhupur Tract and Eastern Floodplains; Alsatian Aquifer and Upper Rhine Valley; Western Carrizo-Wilcox; Devonian and Overlying Unconsolidated Aquifers; Pomfret-Vergelegen Dolomitic Aquifer; Sandlands Aquifer; Stockton Plateau; Tijuana-San Diego Basin; Barind Tract and Central Floodplains; Transboundary Odanah Shale; Bari Doab; San Pedro Basin; Tournaisis Region Carbonate Aquifers; Southeastern Bengal Basin; Southern Odanah Shale",35,82
"1474",-36.1768811129063,6.62461276813162,4.73512076262506e-08,"TBTRUE","***",81768.2462469362,-0.149710460816778,0.108551986112318,0.167845701486661,"TBTRUE","",1.57692173744274,645,17,"Mimbres Basin; Chaj Doab; Western Bengal Basin; Rio Grande Delta; Mexicali Valley; Eastern Imperial and Amos and Oligby Valleys; Upper Gangetic Plain; Northern Piedmont and Tista Fan; Eastern Mekong Delta; Rio Grande Delta; Barind Tract and Central Floodplains; Valle de Juarez and Hueco Bolson; Trans Gangetic Plain; Mons Sedimentary Basin; West Jutland Quaternary and Tertiary Sand Aquifer System; Southcentral Floodplains; Lom- Pleven Depression; Southern St. Lawrence Lowlands; Yuma Basin; Middle Gangetic Plain; Madhupur Tract and Eastern Floodplains; Alsatian Aquifer and Upper Rhine Valley; Western Carrizo-Wilcox; Devonian and Overlying Unconsolidated Aquifers; Pomfret-Vergelegen Dolomitic Aquifer; Sandlands Aquifer; Stockton Plateau; Tijuana-San Diego Basin; Barind Tract and Central Floodplains; Transboundary Odanah Shale; Bari Doab; San Pedro Basin; Tournaisis Region Carbonate Aquifers; Southeastern Bengal Basin; Southern Odanah Shale",35,82
"1475",62.9654854169476,23.6476740573524,0.00775279475474001,"intrcpt","",7973.75444779345,-0.0745359772423907,0.106656407934785,0.484650778700824,"intrcpt","",0.0918993925879295,640,16,"Madhupur Tract and Eastern Floodplains; Rechna Doab; Upper Gangetic Plain; Northern Piedmont and Tista Fan; San Pedro Basin; Avra Valley; Middle Gangetic Plain; Western Carrizo-Wilcox; Southern St. Lawrence Lowlands; Eastern Imperial and Amos and Oligby Valleys; Sylhet Basin; Mexicali Valley; Eastside Middle Indus Plain; Devonian and Overlying Unconsolidated Aquifers; Trans Gangetic Plain; Rio Grande Delta; Stockton Plateau; Mioplioquatenario de Elvas-Campo Maior and Vegas Baja Aquifers; Barind Tract and Central Floodplains; Edwards Plateau; Eastern Mekong Delta; Lom- Pleven Depression; Alsatian Aquifer and Upper Rhine Valley; Mons Sedimentary Basin; Rio Grande Delta; Southern Odanah Shale; Tijuana-San Diego Basin; Chaj Doab; Transboundary Odanah Shale; Southeastern Bengal Basin; West Jutland Quaternary and Tertiary Sand Aquifer System; Valle de Juarez and Hueco Bolson; Yuma Basin; Pomfret-Vergelegen Dolomitic Aquifer; Eastside Middle Indus Plain; Barind Tract and Central Floodplains; Tournaisis Region Carbonate Aquifers; Western Bengal Basin; Southcentral Floodplains; Mimbres Basin",40,82
"1476",31.555122024051,7.384451756189,1.92701201128931e-05,"TBTRUE","***",7973.75444779345,0.364159795731072,0.120584476641516,0.00252811534358704,"TBTRUE","***",0.0918993925879295,640,16,"Madhupur Tract and Eastern Floodplains; Rechna Doab; Upper Gangetic Plain; Northern Piedmont and Tista Fan; San Pedro Basin; Avra Valley; Middle Gangetic Plain; Western Carrizo-Wilcox; Southern St. Lawrence Lowlands; Eastern Imperial and Amos and Oligby Valleys; Sylhet Basin; Mexicali Valley; Eastside Middle Indus Plain; Devonian and Overlying Unconsolidated Aquifers; Trans Gangetic Plain; Rio Grande Delta; Stockton Plateau; Mioplioquatenario de Elvas-Campo Maior and Vegas Baja Aquifers; Barind Tract and Central Floodplains; Edwards Plateau; Eastern Mekong Delta; Lom- Pleven Depression; Alsatian Aquifer and Upper Rhine Valley; Mons Sedimentary Basin; Rio Grande Delta; Southern Odanah Shale; Tijuana-San Diego Basin; Chaj Doab; Transboundary Odanah Shale; Southeastern Bengal Basin; West Jutland Quaternary and Tertiary Sand Aquifer System; Valle de Juarez and Hueco Bolson; Yuma Basin; Pomfret-Vergelegen Dolomitic Aquifer; Eastside Middle Indus Plain; Barind Tract and Central Floodplains; Tournaisis Region Carbonate Aquifers; Western Bengal Basin; Southcentral Floodplains; Mimbres Basin",40,82
"1477",24.7447288344255,13.9548444569631,0.0761955881706554,"intrcpt","",3299.81620681502,-0.104027261785082,0.137285711528528,0.448604961092842,"intrcpt","",0.220068686301539,680,19,"Bari Doab",1,83
"1478",9.66253534092287,1.70874536436725,1.56069291025057e-08,"TBTRUE","***",3299.81620681502,-0.169250843368904,0.0579778682789615,0.00350895065823659,"TBTRUE","***",0.220068686301539,680,19,"Bari Doab",1,83
"1479",25.3750882477483,12.7508597298713,0.0465833560725231,"intrcpt","",2709.62316379728,-0.0025766904343105,0.14791163570751,0.986101177737886,"intrcpt","",0.258433071074965,675,19,"Mexicali Valley; Tournaisis Region Carbonate Aquifers; Northern Piedmont and Tista Fan; Southcentral Floodplains; Southeastern Bengal Basin",5,83
"1480",12.7116141955867,1.82296152592199,3.101274205714e-12,"TBTRUE","***",2709.62316379728,-0.143727893579367,0.0621255258922354,0.0206947321248678,"TBTRUE","**",0.258433071074965,675,19,"Mexicali Valley; Tournaisis Region Carbonate Aquifers; Northern Piedmont and Tista Fan; Southcentral Floodplains; Southeastern Bengal Basin",5,83
"1481",44.3319246501395,16.9176793124664,0.00878139295745895,"intrcpt","",4951.74377919405,-0.138891984109251,0.0940578159250431,0.139765175273497,"intrcpt","",0.090353978614561,669,19,"Mexicali Valley; Bari Doab; Rio Grande Delta; Pomfret-Vergelegen Dolomitic Aquifer; Avra Valley; Eastside Middle Indus Plain; Southern Odanah Shale; Yuma Basin; Western Carrizo-Wilcox; Tournaisis Region Carbonate Aquifers",10,83
"1482",8.75225544681756,1.6899728443887,2.23159078403465e-07,"TBTRUE","***",4951.74377919405,-0.0311273148437948,0.0593284614418321,0.599819049906989,"TBTRUE","",0.090353978614561,669,19,"Mexicali Valley; Bari Doab; Rio Grande Delta; Pomfret-Vergelegen Dolomitic Aquifer; Avra Valley; Eastside Middle Indus Plain; Southern Odanah Shale; Yuma Basin; Western Carrizo-Wilcox; Tournaisis Region Carbonate Aquifers",10,83
"1483",34.1176705591157,10.1036538837602,0.00073343531577924,"intrcpt","",1664.18855231891,-0.168867460461801,0.166602822933211,0.310776983871184,"intrcpt","",0.362006208255477,666,19,"Middle Gangetic Plain; Chaj Doab; Southcentral Floodplains; Northern Piedmont and Tista Fan; Tijuana-San Diego Basin; Trans Gangetic Plain; Mimbres Basin; Mexicali Valley; Upper Gangetic Plain; Eastern Mekong Delta; Stockton Plateau; Eastside Middle Indus Plain; Eastside Middle Indus Plain; Devonian and Overlying Unconsolidated Aquifers; Northern Piedmont and Tista Fan",15,83
"1484",5.19177005284997,2.34416345329254,0.0267762314791147,"TBTRUE","***",1664.18855231891,0.0802514404531157,0.0672476341252609,0.232723734325101,"TBTRUE","",0.362006208255477,666,19,"Middle Gangetic Plain; Chaj Doab; Southcentral Floodplains; Northern Piedmont and Tista Fan; Tijuana-San Diego Basin; Trans Gangetic Plain; Mimbres Basin; Mexicali Valley; Upper Gangetic Plain; Eastern Mekong Delta; Stockton Plateau; Eastside Middle Indus Plain; Eastside Middle Indus Plain; Devonian and Overlying Unconsolidated Aquifers; Northern Piedmont and Tista Fan",15,83
"1485",49.6186943887743,15.2949278825754,0.00117811046284488,"intrcpt","",3747.6783612366,-0.003132354625158,0.105143775873644,0.976233612160179,"intrcpt","",0.113442371699977,658,18,"Sandlands Aquifer; Rechna Doab; Mexicali Valley; Rio Grande Delta; Alsatian Aquifer and Upper Rhine Valley; Eastside Middle Indus Plain; Barind Tract and Central Floodplains; Pomfret-Vergelegen Dolomitic Aquifer; Avra Valley; Southeastern Bengal Basin; San Pedro Basin; Tournaisis Region Carbonate Aquifers; Williston Basin; Northern Piedmont and Tista Fan; Rio Grande Delta; Mons Sedimentary Basin; Yuma Basin; Trans Gangetic Plain; Chaj Doab; Eastern Imperial and Amos and Oligby Valleys",20,83
