"","b_0","se_0","p_0","nm_0","st0","tau2_CC_0","b_1","se_1","p_1","nm_1","st1","tau2_CC_1","n","k_cluster"
"1",40.9526881620546,19.0228141288118,0.0313328547648412,"intrcpt","**",6355.9530810866,-0.0809756795686832,0.147047817373752,0.581855913059424,"intrcpt","",0.257001745924238,681,19
"2",8.90613238187398,1.68476397553927,1.24829478129264e-07,"TBTRUE","***",6355.9530810866,-0.208719416256007,0.056654350522071,0.000229526069324571,"TBTRUE","***",0.257001745924238,681,19
