"","b_0","se_0","p_0","nm_0","st0","tau2_CC_0","b_1","se_1","p_1","nm_1","st1","tau2_CC_1","n","k_cluster"
"1",36.261931371235,13.927042108084,0.00922216681488558,"intrcpt","***",3313.48293212715,-0.0579302306510368,0.132646438718503,0.662309622403754,"intrcpt","",0.199817628551725,672,19
"2",3.95910440977129,1.70426748701928,0.0201762829971919,"TBTRUE","**",3313.48293212715,-0.110279920954588,0.057796864172865,0.0563833806811123,"TBTRUE","*",0.199817628551725,672,19
