"HYBAS_ID","area_km2","name","aq_id","dist_km","lev"
1040014490,34786.632631405,"South Africa",1,563.20395656233,4
1040014920,45062.4211492086,"South Africa",1,742.142295951428,4
1040014930,15659.463951084,"South Africa",1,912.608821860121,4
1041626200,84979.3618915895,"South Africa",1,694.19818784702,4
1041626210,71140.7045521365,"South Africa",1,523.349944655756,4
1040014490,34786.632631405,"South Africa",2,433.644476016628,4
1040014920,45062.4211492086,"South Africa",2,617.582866636391,4
1041626200,84979.3618915895,"South Africa",2,604.707878060625,4
1041626210,71140.7045521365,"South Africa",2,455.63580255195,4
1041624330,2292.37100656524,"South Africa",3,383.20771194629,4
1040012590,2661.08100494086,"Mozambique",5,205.779391337002,4
1041584780,2417.66347431728,"Mozambique",5,245.577707298293,4
1040012600,780.047207334368,"Mozambique",5,155.554824368102,4
1040012590,2661.08100494086,"Mozambique",6,312.108205635187,4
1041584780,2417.66347431728,"Mozambique",6,353.683010259248,4
1040012590,2661.08100494086,"Mozambique",7,197.500710890729,4
1041584780,2417.66347431728,"Mozambique",7,219.979084960262,4
1040012600,780.047207334368,"Mozambique",7,144.693982269517,4
1040012590,2661.08100494086,"Mozambique",8,222.47867529617,4
1041584780,2417.66347431728,"Mozambique",8,241.647282783278,4
1040012600,780.047207334368,"Mozambique",8,169.772349496023,4
1040040030,41.5477145906607,NA,9,920.829161303287,4
1040014490,34786.632631405,"South Africa",10,915.600833995077,4
1040014920,45062.4211492086,"South Africa",10,933.674341783979,4
1041626200,84979.3618915895,"South Africa",10,658.191909566128,4
1041626210,71140.7045521365,"South Africa",10,575.364066770392,4
1040014490,34786.632631405,"South Africa",11,1001.29536638489,4
1040014920,45062.4211492086,"South Africa",11,985.954076862387,4
1041626200,84979.3618915895,"South Africa",11,707.885200866348,4
1041626210,71140.7045521365,"South Africa",11,672.300366911286,4
1041479540,58096.6763003395,"Angola",11,1140.42781307661,4
1040014490,34786.632631405,"South Africa",12,722.994045562992,4
1040014920,45062.4211492086,"South Africa",12,719.584433418116,4
1040014930,15659.463951084,"South Africa",12,791.140871564809,4
1041626200,84979.3618915895,"South Africa",12,441.347688424898,4
1041626210,71140.7045521365,"South Africa",12,393.496068923773,4
1040012590,2661.08100494086,"Mozambique",13,882.385667926253,4
1041584780,2417.66347431728,"Mozambique",13,840.354352995945,4
1040012600,780.047207334368,"Mozambique",13,848.258332047865,4
1041624330,2292.37100656524,"South Africa",13,551.407049140408,4
1040012590,2661.08100494086,"Mozambique",14,946.527132981914,4
1041584780,2417.66347431728,"Mozambique",14,907.899404966337,4
1040014500,7379.33821329942,"South Africa",14,892.924669232473,4
1041624330,2292.37100656524,"South Africa",14,467.635129991614,4
1040011530,4407.4168599865,"Mozambique",17,861.444487129208,4
1040011660,11138.5157994672,"Mozambique",17,764.509860756607,4
1049000800,2097.65912631705,"Mozambique",17,822.848144835651,4
1040012590,2661.08100494086,"Mozambique",17,570.283418455305,4
1041584780,2417.66347431728,"Mozambique",17,500.748349621223,4
1040011530,4407.4168599865,"Mozambique",18,837.146062075846,4
1049000800,2097.65912631705,"Mozambique",18,836.618637655615,4
1040012590,2661.08100494086,"Mozambique",18,511.95938910929,4
1041584780,2417.66347431728,"Mozambique",18,442.303807990387,4
1040012600,780.047207334368,"Mozambique",18,513.822495536499,4
1040011530,4407.4168599865,"Mozambique",19,769.646403279697,4
1040011660,11138.5157994672,"Mozambique",19,677.807474090932,4
1049000800,2097.65912631705,"Mozambique",19,771.21986036055,4
1040012590,2661.08100494086,"Mozambique",19,515.661333311578,4
1041584780,2417.66347431728,"Mozambique",19,444.54144990577,4
1041624330,2292.37100656524,"South Africa",21,988.954378148613,4
1041626210,71140.7045521365,"South Africa",22,1151.20068477846,4
1041479540,58096.6763003395,"Angola",22,842.47302541956,4
1040011660,11138.5157994672,"Mozambique",23,728.056349019382,4
1041479540,58096.6763003395,"Angola",23,964.914055338954,4
1040019180,22818.1665983134,"Angola",24,600.144642688668,4
1040019270,22800.0401732945,"Angola",24,759.642239792626,4
1041479540,58096.6763003395,"Angola",24,253.954982400366,4
1040019180,22818.1665983134,"Angola",25,758.674516727878,4
1040019270,22800.0401732945,"Angola",25,917.721503794602,4
1040019280,3199.46593223836,"Angola",25,1051.46727056676,4
1040019180,22818.1665983134,"Angola",26,985.678497597771,4
1041479540,58096.6763003395,"Angola",27,599.730066465258,4
1041479540,58096.6763003395,"Angola",28,564.072728504891,4
1040011660,11138.5157994672,"Mozambique",29,1081.62744195873,4
1040019180,22818.1665983134,"Angola",29,1050.48195880231,4
1041479540,58096.6763003395,"Angola",29,513.088552854363,4
1040011530,4407.4168599865,"Mozambique",30,808.256445946272,4
1040011660,11138.5157994672,"Mozambique",30,664.753048961645,4
1049000800,2097.65912631705,"Mozambique",30,341.26921027905,4
1040011530,4407.4168599865,"Mozambique",31,727.652823930825,4
1040011660,11138.5157994672,"Mozambique",31,586.875470446385,4
1049000800,2097.65912631705,"Mozambique",31,225.01688993893,4
1040011530,4407.4168599865,"Mozambique",32,181.063799686322,4
1049000800,2097.65912631705,"Mozambique",32,382.655070523863,4
1040012590,2661.08100494086,"Mozambique",32,954.938057081799,4
1041584780,2417.66347431728,"Mozambique",32,912.697443650781,4
1040012600,780.047207334368,"Mozambique",32,1002.02856711966,4
1040011530,4407.4168599865,"Mozambique",33,271.194696992329,4
1040011660,11138.5157994672,"Mozambique",33,201.322740628869,4
1049000800,2097.65912631705,"Mozambique",33,318.457159784956,4
1041584780,2417.66347431728,"Mozambique",33,987.351189209384,4
1040040050,2254.22745296745,"Comoros",33,1022.3417181742,4
1040011530,4407.4168599865,"Mozambique",34,664.822240255843,4
1040011660,11138.5157994672,"Mozambique",34,535.068170540885,4
1049000800,2097.65912631705,"Mozambique",34,116.010373487433,4
1040011530,4407.4168599865,"Mozambique",35,740.534777243417,4
1040011660,11138.5157994672,"Mozambique",35,606.957528477388,4
1040010590,61167.9041638247,"Mozambique",36,440.757896149542,4
1040011660,11138.5157994672,"Mozambique",36,571.884177834599,4
1049000800,2097.65912631705,"Mozambique",37,328.911249161986,4
1040011530,4407.4168599865,"Mozambique",38,909.596465261636,4
1040011660,11138.5157994672,"Mozambique",38,948.493681055416,4
1040011530,4407.4168599865,"Mozambique",39,1003.64217982335,4
1040011660,11138.5157994672,"Mozambique",39,1028.89625485098,4
1049000800,2097.65912631705,"Mozambique",39,992.172023411,4
1040040050,2254.22745296745,"Comoros",39,453.095615477848,4
1040011530,4407.4168599865,"Mozambique",40,787.39027409278,4
1040011660,11138.5157994672,"Mozambique",40,750.54025442605,4
1049000800,2097.65912631705,"Mozambique",40,574.4799644976,4
1040040050,2254.22745296745,"Comoros",40,835.354022163524,4
1040010590,61167.9041638247,"Mozambique",41,481.943105541299,4
1040011660,11138.5157994672,"Mozambique",41,951.431216816162,4
1040040440,62738.2005289812,"Tanzania",41,818.949346905589,4
1049000800,2097.65912631705,"Mozambique",42,633.579095923585,4
1049000800,2097.65912631705,"Mozambique",43,639.639861366438,4
1040018130,123237.805483057,"Angola",44,838.167924643169,4
1041479540,58096.6763003395,"Angola",44,681.021506047893,4
1040018130,123237.805483057,"Angola",45,1052.47668496221,4
1040019180,22818.1665983134,"Angola",45,703.991959690739,4
1040019270,22800.0401732945,"Angola",45,615.821463722919,4
1041479540,58096.6763003395,"Angola",45,1017.50637625141,4
1040040440,62738.2005289812,"Tanzania",50,538.324507022072,4
1040040440,62738.2005289812,"Tanzania",51,404.193936040711,4
1040019180,22818.1665983134,"Angola",52,691.825741352595,4
1040019270,22800.0401732945,"Angola",52,536.463799539009,4
1040019280,3199.46593223836,"Angola",52,439.032138868602,4
1040019180,22818.1665983134,"Angola",53,801.734961688239,4
1040019270,22800.0401732945,"Angola",53,647.563224283843,4
1040019280,3199.46593223836,"Angola",53,551.081033260596,4
1041139500,23854.3165598547,"Somalia",57,736.860062203587,4
1040008100,1419.8262182031,"Somalia",58,689.625399466295,4
1040008100,1419.8262182031,"Somalia",59,564.390631736814,4
1041139500,23854.3165598547,"Somalia",60,830.073305441341,4
1040019280,3199.46593223836,"Angola",61,928.351141712203,4
1040034490,3118.25378090898,"Eq. Guinea",61,755.987220940717,4
1040019280,3199.46593223836,"Angola",64,959.746511101164,4
1040034490,3118.25378090898,"Eq. Guinea",64,679.593314430503,4
1040007270,30832.2153293819,"Somalia",69,1024.15476581781,4
1041139500,23854.3165598547,"Somalia",69,382.734089826765,4
1040040440,62738.2005289812,"Tanzania",69,840.111849338248,4
1040007270,30832.2153293819,"Somalia",70,932.927418106105,4
1041139500,23854.3165598547,"Somalia",70,234.698373377171,4
1040008100,1419.8262182031,"Somalia",71,760.949817543854,4
1040034490,3118.25378090898,"Eq. Guinea",73,531.834536783383,4
1040034490,3118.25378090898,"Eq. Guinea",75,303.597106254282,4
1040034490,3118.25378090898,"Eq. Guinea",76,301.074542466044,4
1040007000,25971.3526746018,"Somaliland",77,1035.35178899386,4
1040007060,6490.16702808225,"Somalia",77,1039.87578193244,4
1040007070,7767.27860334462,"Somalia",77,1036.59626191834,4
1040007260,64429.0175191813,"Somaliland",77,878.108874998391,4
1040007270,30832.2153293819,"Somalia",77,731.238236195513,4
1041139500,23854.3165598547,"Somalia",77,483.356114591418,4
1040007060,6490.16702808225,"Somalia",78,1040.35433375904,4
1040007070,7767.27860334462,"Somalia",78,1028.41961998122,4
1040008100,1419.8262182031,"Somalia",78,524.493917434967,4
1040007060,6490.16702808225,"Somalia",79,1012.28255758122,4
1040007070,7767.27860334462,"Somalia",79,995.90012366474,4
1040008100,1419.8262182031,"Somalia",79,486.546813540856,4
1040006850,28505.1721074213,"Somalia",80,970.553213630961,4
1040006860,7009.0689784064,"Somalia",80,983.437831394313,4
1040007000,25971.3526746018,"Somaliland",80,865.841024057427,4
1040007060,6490.16702808225,"Somalia",80,855.175217259573,4
1040007070,7767.27860334462,"Somalia",80,843.772951013489,4
1040007270,30832.2153293819,"Somalia",80,517.705360052186,4
1041139500,23854.3165598547,"Somalia",80,431.425907432622,4
1040006850,28505.1721074213,"Somalia",81,1005.07086132254,4
1040006860,7009.0689784064,"Somalia",81,1007.33193074018,4
1040007000,25971.3526746018,"Somaliland",81,901.163890661718,4
1040007060,6490.16702808225,"Somalia",81,879.477237287092,4
1040007070,7767.27860334462,"Somalia",81,860.789571626067,4
1040007260,64429.0175191813,"Somaliland",81,751.573120913058,4
1040007270,30832.2153293819,"Somalia",81,502.080320807762,4
1041139500,23854.3165598547,"Somalia",81,351.187891187456,4
1040006850,28505.1721074213,"Somalia",82,791.751318369332,4
1040006860,7009.0689784064,"Somalia",82,792.782358111328,4
1040007000,25971.3526746018,"Somaliland",82,688.325487867227,4
1040007060,6490.16702808225,"Somalia",82,664.858476842904,4
1040007070,7767.27860334462,"Somalia",82,647.63829910946,4
1040007270,30832.2153293819,"Somalia",82,322.243732348125,4
1041139500,23854.3165598547,"Somalia",82,524.835682111821,4
1040006850,28505.1721074213,"Somalia",83,845.010224670519,4
1040006860,7009.0689784064,"Somalia",83,835.47757940761,4
1040007000,25971.3526746018,"Somaliland",83,743.305710162423,4
1040007060,6490.16702808225,"Somalia",83,708.986605297598,4
1040007070,7767.27860334462,"Somalia",83,684.0338839157,4
1040007270,30832.2153293819,"Somalia",83,316.323746252318,4
1041139500,23854.3165598547,"Somalia",83,456.07858339596,4
1040008100,1419.8262182031,"Somalia",85,955.339922868276,4
1040034490,3118.25378090898,"Eq. Guinea",91,832.861296208607,4
1040034490,3118.25378090898,"Eq. Guinea",92,715.070247899063,4
1040034490,3118.25378090898,"Eq. Guinea",93,813.469833167099,4
1040034490,3118.25378090898,"Eq. Guinea",94,972.435187126289,4
1040633540,4094.59087791358,"Mali",117,993.614939756582,4
1040034610,8740.84006602172,"Spain",117,825.787854921277,4
1040633540,4094.59087791358,"Mali",118,376.918201029464,4
1040644920,7085.9369373718,"Mali",118,423.879939128742,4
1040633540,4094.59087791358,"Mali",119,455.846351778532,4
1040644920,7085.9369373718,"Mali",119,477.047874553158,4
2040081250,8728.2550205833,"Yemen",122,551.788604755891,4
1040006850,28505.1721074213,"Somalia",122,719.858492249476,4
1040006860,7009.0689784064,"Somalia",122,836.968907162608,4
1040007000,25971.3526746018,"Somaliland",122,670.435011659686,4
1040007060,6490.16702808225,"Somalia",122,776.126532415727,4
1040007070,7767.27860334462,"Somalia",122,838.832787278135,4
1040007270,30832.2153293819,"Somalia",122,956.06356892094,4
1040007010,705.726763798795,"Somalia",123,922.297457084061,4
1040006850,28505.1721074213,"Somalia",124,815.561153901201,4
1040007000,25971.3526746018,"Somaliland",124,766.428099808815,4
1040007260,64429.0175191813,"Somaliland",124,692.787159867068,4
1040007270,30832.2153293819,"Somalia",124,1035.18886312272,4
2040081250,8728.2550205833,"Yemen",125,757.784661583689,4
2040081250,8728.2550205833,"Yemen",126,790.003209131748,4
1040029430,38022.2214513506,"Morocco",134,1207.27530059604,4
2040018360,57056.9869847947,"Spain",141,1030.84461916809,4
1040029430,38022.2214513506,"Morocco",141,457.419244281795,4
1040029700,37802.4042434718,"Morocco",141,647.820407901104,4
1040029430,38022.2214513506,"Morocco",142,722.764345293982,4
1040029440,20090.8910051466,"Morocco",142,815.329493009766,4
1040029700,37802.4042434718,"Morocco",142,964.974667523303,4
2040018360,57056.9869847947,"Spain",143,1010.77453483043,4
2040018470,22766.8854185529,"Portugal",143,984.30625462772,4
1040029430,38022.2214513506,"Morocco",143,402.960694281472,4
1040029440,20090.8910051466,"Morocco",143,501.544682695712,4
1040029700,37802.4042434718,"Morocco",143,642.311831463637,4
1040029440,20090.8910051466,"Morocco",144,798.964241755444,4
1040029710,7414.87466277041,"Morocco",144,1006.52173412761,4
1040034610,8740.84006602172,"Spain",144,669.166886481291,4
2040046500,26336.0322170303,"Italy",147,693.249973845103,4
2040047500,33447.1440482,"Italy",147,809.943051238246,4
2040018240,5871.53674626599,"Spain",148,599.904209382263,4
2040018370,5063.78171266673,"Spain",148,734.01017990269,4
2040018470,22766.8854185529,"Portugal",148,879.210125096347,4
2040018850,14873.569419866,"Portugal",148,1038.84752112976,4
2040048590,5275.0766238154,"Spain",148,961.849828371707,4
1040029440,20090.8910051466,"Morocco",148,451.666678375685,4
1040029710,7414.87466277041,"Morocco",148,481.342018183555,4
2040018240,5871.53674626599,"Spain",149,530.558857534853,4
2040018370,5063.78171266673,"Spain",149,659.67678398478,4
2040018470,22766.8854185529,"Portugal",149,798.823566700415,4
2040018850,14873.569419866,"Portugal",149,965.105816278341,4
2040048590,5275.0766238154,"Spain",149,998.207325029441,4
1040029440,20090.8910051466,"Morocco",149,350.715733713307,4
1040029710,7414.87466277041,"Morocco",149,399.693463553433,4
1041139500,23854.3165598547,"Somalia",150,787.402733410502,4
2040018240,5871.53674626599,"Spain",154,444.243820969038,4
2040018370,5063.78171266673,"Spain",154,582.583243244293,4
2040048590,5275.0766238154,"Spain",154,742.969051973179,4
1040029710,7414.87466277041,"Morocco",154,380.026539163245,4
2040018240,5871.53674626599,"Spain",156,549.002709379514,4
2040018370,5063.78171266673,"Spain",156,687.379937021327,4
2040048590,5275.0766238154,"Spain",156,832.489732505721,4
1040029710,7414.87466277041,"Morocco",156,457.087261795893,4
2040046500,26336.0322170303,"Italy",159,572.632834956671,4
2040047500,33447.1440482,"Italy",159,901.66302918054,4
2040046500,26336.0322170303,"Italy",160,597.715761101344,4
2040047500,33447.1440482,"Italy",160,808.674373896517,4
1040019180,22818.1665983134,"Angola",161,784.882808520511,4
1040019270,22800.0401732945,"Angola",161,625.27556878527,4
1040019180,22818.1665983134,"Angola",162,827.161735139196,4
1040019270,22800.0401732945,"Angola",162,667.640683520369,4
1040019280,3199.46593223836,"Angola",162,540.600917635344,4
1040019180,22818.1665983134,"Angola",163,1001.78972409046,4
1040019270,22800.0401732945,"Angola",163,842.188702953866,4
1040019280,3199.46593223836,"Angola",163,708.847903860686,4
1040034490,3118.25378090898,"Eq. Guinea",163,924.891038895035,4
1040019280,3199.46593223836,"Angola",164,811.979034485385,4
1040034490,3118.25378090898,"Eq. Guinea",164,818.904760064979,4
1040019190,1076.86658384687,"Angola",165,1025.65731816825,4
1040019280,3199.46593223836,"Angola",165,910.543761121065,4
1040034490,3118.25378090898,"Eq. Guinea",165,740.886074252876,4
1040019270,22800.0401732945,"Angola",166,1046.88443962839,4
1040040440,62738.2005289812,"Tanzania",168,656.02555575613,4
1040040440,62738.2005289812,"Tanzania",170,806.79069256193,4
1040011530,4407.4168599865,"Mozambique",174,390.213896642987,4
