"Aquifer","CS_max","GWIrKHaKm2","RDS_main","RDS_mainDist","RDS_tot","STS","area_km2","constant","crpkHaKm2","lat_c","lon_c","pet_mm","prec_mm","CC","CntrNm","urbkHaKm2","type","GW","Ir","IrNeed0","IrNeed3","IrNeed6","OverGW0","OverGW3","OverGW6","OverIR0","OverIR3","OverIR6","crp","giniIr","giniGw","giniCr","giniUnsustIr","giniUnsustGw","giniCSI","aq_id","RiverBorder"
"Central Amarkantak Plateau",2414.5812557576,0.0719342351868071,0,0,345.651804085115,4.49315305339874,7943.22335656576,1,0.22187188609768,22.9004975330814,80.1495544240038,1221.9550774535,115.167825594862,"IND","India",0.00486304021237878,"ctrl",0.0362098610785806,0.0808746217741445,0.221778522406794,0.217061113326102,0.180537832033913,0.0362098610785806,0.0120469269242372,0,0.0808746217741445,0.0178108915982166,0,0.221778522406794,0.206309388440279,-0.0710194509333646,0.308749603195684,0.27463299865586,0.198751158299448,0.1095585558725,450,FALSE
"Western Satpura Basalt Aquifers",3716.14151933329,0.212095712941025,0,0.0577073722948318,279.960942002999,3.38835044360897,26001.6275751501,1,0.331626328835827,21.9382332980807,75.7622282927975,1441.06081038505,84.1274518040225,"IND","India",0.00436824823398866,"ctrl",0.120233482209384,0.136778969826558,0.332512092963701,0.332443177196844,0.330395474518603,0.120233482209384,0.103320097990613,0.00677421479119691,0.136778969826558,0.118005682645558,0.00678165856137047,0.332512092963701,-0.0171992774133238,0.051255594379847,-0.0429120495487856,-0.0586107110930258,0.0097937810733526,-0.17611469039424,451,FALSE
"Eastern Satpura Basalt Aquifers",5901.16637954965,0.128574501691996,0,0.353398712320362,257.525110077123,3.77358135003841,10365.8624183928,1,0.196292439177779,21.6207103992262,77.5227302467527,1343.43750970701,109.699584498877,"IND","India",0.0013361998934804,"ctrl",0.0616056726691294,0.0722391698360474,0.196798872250027,0.195440694372571,0.190616964500578,0.0616056726691294,0.0400550501239826,0,0.0722391698360474,0.0402150877962933,0,0.196798872250027,0.343994050100278,0.354425201701785,0.392144097887405,0.488338194100841,0.493720044473411,-0.11015839871698,452,FALSE
"Western Tapi Valley Alluvial Aquifer",3919.69284770787,0.27233290460544,0,0,450.980142695223,2.95046392003096,8398.70258264358,1,0.590769642779194,21.3604296587364,75.1977956296298,1455.57265275029,71.1501918762457,"IND","India",0.00852191142852197,"ctrl",0.208018041032962,0.223641946944595,0.587406375219938,0.587406375219938,0.571034961768207,0.208018041032962,0.164962610274095,0,0.223641946944595,0.17503135440666,0,0.587406375219938,0.0483534009237655,0.0931542688837723,-0.00880171972603083,0.133380666597722,0.193606152196899,-0.309351343511016,453,FALSE
"Eastern Tapi Valley Alluvial Aquifer",2727.00600098678,0.0723493819508415,0,0.000811392464777903,368.100633614193,3.28409329001894,9187.66449355617,1,0.76422282665059,21.0124116792662,77.0888299559609,1433.20454736109,71.1817318660232,"IND","India",0.00485312918025295,"ctrl",0.0602242237463643,0.0891232622335794,0.759619337246928,0.759619337246928,0.751720995231003,0.0602242237463643,0.0407475018406923,0.00410241077666048,0.0891232622335794,0.0427629013230931,0.00507193698353294,0.759619337246928,0.193173376177844,-0.0403559147600923,0.0196283614929476,-0.160431082790394,-0.152863484982515,-0.140127008368354,454,FALSE
"Southern Nallamalai Basin",4569.48609545412,0.0946646610618388,0,0,324.399155540767,3.99437536501555,2234.75628414488,1,0.191700239072469,14.1795844670494,79.2075721622378,1450.53739729662,64.5463864798033,"IND","India",0.011013634956022,"ctrl",0.0141538967336231,0.0141538967336231,0.192233244321086,0.105406292090431,0.0412469122317886,0.0141538967336231,0.0141481205858118,0,0.0141538967336231,0.0141481205858118,0,0.192233244321086,0.116104866121668,0.116104866121666,-0.0469445144016325,0.11109609385862,0.11109609385862,0.316766982098777,455,FALSE
"Central Nallamalai Basin",9559.67971046549,0.0559077838993282,0,1.2179053359171,235.377048294587,3.23711252302617,4477.54646623588,1,0.18945523048105,14.995639636961,78.9902560697974,1428.38242911868,67.175738373536,"IND","India",0.00293662737928253,"ctrl",0.0115384117134833,0.0129803732663678,0.189034998994664,0.153765243722084,0.126909095321878,0.0115384117134833,0.0109308893472756,0.00777388755808485,0.0129803732663678,0.010931847119181,0.00777388755808485,0.189034998994664,0.239713832181789,0.346631125704228,-0.211058462449381,0.291928873229112,0.372730684053059,-0.0227671240509164,456,FALSE
"Northern Nallamalai Basin",9492.49262312411,0,0,5.75698034617135,119.375114173196,2.68221398428543,5553.40692599947,1,0.283292821232535,15.9120177995659,79.2830790283647,1395.48896348355,63.6419411987402,"IND","India",0.0022544438310816,"ctrl",0,0.0070750567865997,0.277941028928651,0.267239843207563,0.253919443110424,0,0,0,0.0070750567865997,0.00517338373053803,0.00517338373053803,0.277941028928651,-0.463037513884554,NA,-0.0601175334962225,-0.741199574735969,NA,-0.0894441178966678,457,FALSE
"Papaghni Basin",6995.69643145697,0.15246165311108,0,0,328.504445082319,2.50445940039968,5552.34683516412,1,0.395640431933644,14.6595640416316,78.2636823204053,1538.97601107293,54.2962183262303,"IND","India",0.00585737493933138,"ctrl",0.076545553121911,0.0773828624627027,0.398102348192944,0.365538880959948,0.352695663791537,0.076545553121911,0.0752657822815324,0.0655350372623232,0.0773828624627027,0.0761030916223241,0.0663723466031149,0.398102348192944,-0.0432946990766359,-0.0568093273709189,0.0596358797362959,-0.0374753012693223,-0.0398828770194355,-0.189032610626182,458,FALSE
"Kurnool Basin",4701.05580704298,0.115377131852205,0,0.161268532535506,364.626576263559,3.38331331361142,11403.9098099888,1,0.450419549829466,15.3380553397569,78.4277922898615,1474.80545857296,64.5124482059264,"IND","India",0.00405070899605644,"ctrl",0.0871544488382379,0.0871544851547884,0.451674218376759,0.440023794295234,0.424598960391235,0.0871544488382379,0.0754682980493837,0.0665673558435872,0.0871544851547884,0.0754682980493837,0.0665673558435872,0.451674218376759,0.179640130312582,0.178477405118988,0.0666544458376265,0.268938417350961,0.266561699737278,0.163103916389454,459,FALSE
"Srisailam Basin",7739.92876255864,0.033032999778525,0,13.2585944335041,133.644730907846,3.8475416272374,3732.77054700132,1,0.0627192533675722,16.2111368305111,78.96301431968,1371.08530221121,64.1301440167271,"IND","India",0.000529962643952474,"ctrl",0.0016002645713138,0.00251633728838224,0.0621468033433785,0.0605987816325294,0.0498526896458996,0.0016002645713138,0.00151094544638895,0.00107867974616644,0.00251633728838224,0.00171209593448768,0.00107867974616644,0.0621468033433785,-0.0591731167202654,-0.0421778240753667,-0.616114875611097,-0.0544897593211351,-0.046316071241782,0.0933824740542492,460,FALSE
"Central Kachchh Coastal Plain",4799.97624248329,0.0780496039021891,0,2.96643813461613,187.223239250396,2.43571050226716,3710.960657331,1,0.143269622519766,23.0923948413987,69.1169097773603,1474.82735066912,46.0333019037894,"IND","India",0.00217608564381901,"ctrl",0.028362503476603,0.028362503476603,0.143408495391241,0.119068657983238,0.0929513492916186,0.028362503476603,0.00506456839672518,0.00506456839672518,0.028362503476603,0.00506456839672518,0.00506456839672518,0.143408495391241,0.270563172161634,0.270563172161634,0.290457377598754,-0.160872882195903,-0.160872882195903,0.00247498170441651,461,FALSE
"Western Kachchh Coastal Plain",5712.98936466735,0.00222113826803477,0,17.6376883545501,102.95220633068,2.62058603208891,411.698827443586,1,0.0578323355440098,23.6179167547911,68.5954385264159,1468.87275662395,35.0975218273356,"IND","India",0,"ctrl",0,0,0.05620500277383,0.050410925557291,0.050410925557291,0,0,0,0,0,0,0.05620500277383,0.723396544079755,0.723396544079755,-0.382617228612036,NA,NA,0.0917987002785923,462,FALSE
"Eastern Kachchh Coastal Plain",6822.36741821891,0.0177157740013925,0,33.7317634698167,74.5360346808554,3.50743529573566,1256.49178823937,1,0.00820816459644606,23.0661155574559,70.2505336775802,1510.32084230132,40.0769803817072,"IND","India",0.00402986941695606,"ctrl",0.000444872100629122,0.000444872100629122,0.00907460473144208,0.00875939368202801,0.00875939368202801,0.000444872100629122,0.000103803480515753,0.000103803480515753,0.000444872100629122,0.000103803480515753,0.000103803480515753,0.00907460473144208,-0.247434346605921,-0.247434346605921,NA,-0.825140990549261,-0.825140990549261,NA,463,FALSE
"Northern Dharwar Craton Banded Gneiss Complex",8257.3312640953,0.25587051982411,0,0.179554106501895,367.035253506653,1.67504322127929,61415.3623505642,1,0.487414112839749,17.6306723698439,79.0162262158414,1393.96615236992,81.7177486523539,"IND","India",0.00826750395139412,"ctrl",0.148640290576677,0.172296840869426,0.488050135003935,0.485985676623316,0.475865894259036,0.148640290576677,0.139195974253286,0.0949044084137418,0.172296840869426,0.157439268844003,0.105951295824328,0.488050135003935,-0.128721067658377,-0.129552585174404,-0.0434351350717292,-0.15276676450066,-0.16782700046139,0.144399048866898,464,FALSE
"Central Dharwar Craton Banded Gneiss Complex",5491.92110576975,0.0816218489178661,0,0.313024963299078,365.760113468345,2.40376775133707,81574.3507999851,1,0.457929298360454,15.3698453157163,76.7603666752001,1386.42170343334,57.7940285401888,"IND","India",0.00408330694575075,"ctrl",0.0420445044116732,0.110380307141185,0.458453802915414,0.456139446864558,0.45035535374246,0.0420445044116732,0.037436979033893,0.0272399536902003,0.110380307141185,0.100766125581645,0.074750902324653,0.458453802915414,-0.0875655771713808,0.0312518834132256,-0.169773136617554,-0.0949473005137549,0.0115279603625221,0.169383636335726,465,FALSE
"Southern Dharwar Craton Banded Gneiss Complex",6969.59141466318,0.113102570878761,1.1364737211266,0.0318557540626194,396.253696906324,2.27073373835405,46579.032404608,1,0.286590358345086,13.683182608233,78.155444518042,1395.58242134578,59.5609073567744,"IND","India",0.0110201495284457,"ctrl",0.0331806207063098,0.0332444951008805,0.286723436613181,0.258058452074206,0.21659641738844,0.0331806207063098,0.0299437630400283,0.0134998573052221,0.0332444951008805,0.0299567183384762,0.0134998573052221,0.286723436613181,0.0447075440042694,0.0447030597608281,-0.197887777244672,0.0649190124640976,0.0649262400842998,-0.0600269915919225,466,FALSE
"Upper Cauvery Banded Gneiss Aquifers",8603.93168956328,0.0652988970349762,4.24297951610997,0.201365509030367,513.113293158738,2.06061698244479,34382.8061161317,1,0.248687000833253,12.5785098139201,76.6785272966126,1272.04855475227,86.0056818653009,"IND","India",0.0133215926574352,"ctrl",0.0142055689315256,0.0626161056337279,0.24848448377264,0.243599979116692,0.192125435141133,0.0142055689315256,0.011513161179707,0.00411638810449258,0.0626161056337279,0.0572166458288437,0.0126945188539774,0.24848448377264,0.0508170056139212,-0.00591060740081262,0.198635405698428,0.0502469095206951,-0.0703641115770721,0.0216592234085093,467,FALSE
"Trans Gangetic Plain",7618.13631684167,0.554691158721734,1.47588136770597,0.0132540175231387,680.95053349803,2.29202836459924,100311.018711469,1,0.768511398401939,29.7398541008742,75.9349343451849,1225.83539603179,50.3821157308007,"IND","India",0.0138925584104214,"treat",0.442542088497786,0.673767135950045,0.768772805884619,0.766564042991895,0.765451010998829,0.442542088497786,0.404749403279949,0.33931453893576,0.673767135950045,0.633793407342739,0.563535081767047,0.768772805884619,-0.0407144802397899,0.00678948505539079,-0.00613084030264854,-0.0207960619174663,0.0471962679850436,0.00805849241261258,468,TRUE
"Upper Gangetic Plain",8364.15542449903,0.739367156874956,0.183673332108697,0.183484195124387,418.524614706498,1.60996857818612,194424.774049889,1,0.693492618761686,27.2719795186959,79.6478234850038,1236.24669559035,78.1911790369709,"IND","India",0.0236057794324237,"treat",0.544857895507544,0.598193375591663,0.693382230903215,0.69110812444282,0.684570339946163,0.544857895507544,0.527202947792201,0.293155682215939,0.598193375591663,0.573518247056943,0.316177247176072,0.693382230903215,-0.059551135578231,-0.0858387067488908,-0.00519052860627034,-0.0427335898103534,-0.0784595971018525,-0.281990369138525,469,TRUE
"Middle Gangetic Plain",8442.93839609259,0.632609704713774,0,0.117730987002414,445.008135095405,1.25097847379347,129668.054783128,1,0.694106588243253,26.0216400730421,84.7284582831533,1205.52345217408,97.6622899912,"IND","India",0.0545121037577195,"treat",0.456171597407134,0.591131458513284,0.694472520424916,0.689550145667065,0.647447948058641,0.456171597407134,0.277150440823157,0.048080419333458,0.591131458513284,0.368938679040227,0.0766837834143226,0.694472520424916,0.00560572043202845,-0.0737863302859576,0.0036167868789424,0.103831618384282,-0.0190525056250526,0.00191439272366334,470,TRUE
"Western Brahmaputra Basin Aquifer",7927.45413378496,0.0231713890049395,0,1.48763917427408,266.183354258134,2.40662122740609,32734.2220275862,1,0.308020178552508,26.4052285799111,91.5158817825956,1021.25205979822,183.910551411905,"IND","India",0.0337936072022493,"treat",0.0084994947678327,0.0189814632329778,0.30765619243196,0.223119324279907,0.086397722024152,0.0084994947678327,0,0,0.0189814632329778,0,0,0.30765619243196,-0.00744203393928311,-0.0336940339135836,0.173841511445931,NA,NA,-0.0764076895752186,471,TRUE
"Northwest Jaipur Alluvium and Mendha Basin",6711.77924329999,0.638333349496438,0,0,500.743263621861,2.9315036900369,5740.91635104704,1,0.677592036652542,27.2317845698111,75.5123534240129,1295.6295505248,47.5218008558885,"IND","India",0.00757576353628106,"ctrl",0.481732802848194,0.481994423641879,0.679248288360335,0.678869654020432,0.678869654020432,0.481732802848194,0.449218406060215,0.449218406060215,0.481994423641879,0.449376794389131,0.449376794389131,0.679248288360335,0.0870273157205903,0.0870273157205903,-0.0121938397055799,0.123989913402147,0.123989913402147,0.103868664218967,472,FALSE
"Eastern Malwa Plateau Alluvial Aquifer",8890.70057289937,0.331065630425777,0,0,486.697719798989,1.26084884722095,12284.4586706723,1,0.602806067089884,26.5562344907982,75.7553327761123,1308.37956246375,57.9928442057926,"IND","India",0.00625298650928374,"ctrl",0.229301995242953,0.229301995242953,0.602758099159287,0.60226649755349,0.60226649755349,0.229301995242953,0.228886981409036,0.228886981409036,0.229301995242953,0.228886981409036,0.228886981409036,0.602758099159287,0.122690989119784,0.122690989119784,0.0558300112848121,0.123781955778133,0.123781955778133,0.0917893952361843,473,FALSE
"Malwa Plateau Gneiss Complex",8461.83312274903,0.147351413706234,0,0.28574357102059,273.527212470751,1.20335209483667,24006.6155383985,1,0.428105238205959,25.4463628635434,74.5429561101599,1352.89093302461,55.8766430241394,"IND","India",0.00505731338574644,"ctrl",0.0836979699293982,0.0836979699293982,0.42703750184769,0.391907316805377,0.372074977358499,0.0836979699293982,0.0732019437430611,0.0382489567623691,0.0836979699293982,0.0732019437430611,0.0382489567623691,0.42703750184769,0.209369730209645,0.209369730209645,0.155790652545252,0.287488859905881,0.287488859905881,-0.343689605650062,474,FALSE
"Western Cambay Basin",6253.57938307566,0.265876772382173,0,0.198135486286944,378.939009946328,2.02919373711998,17165.045230149,1,0.289845324207224,23.1005778046085,71.8780423611448,1496.42180633996,58.8674776682443,"IND","India",0.00200867363512656,"ctrl",0.123358193797001,0.123723200730368,0.287879553218442,0.28135768089238,0.253196319109221,0.123358193797001,0.10335615214486,0.10335615214486,0.123723200730368,0.103636056893316,0.103636056893316,0.287879553218442,-0.240601957796139,-0.240601957796139,-0.218887868646527,-0.160857493149675,-0.162472372930573,-0.00730060841821856,475,FALSE
"Central Cambay Basin",7501.30990700072,0.657724683393408,6.70898494088677,0.000848973127356335,526.135934866935,2.14532716745109,16768.35623893,1,0.700562000762224,23.5948521125387,72.2830709050249,1460.43089225108,61.7144866103839,"IND","India",0.0116687086010674,"ctrl",0.48750202460797,0.487644727942816,0.700389967082723,0.699039565314256,0.699039565314256,0.48750202460797,0.4756877756198,0.423446891431067,0.487644727942816,0.475795428817777,0.423554544629044,0.700389967082723,0.143664773978437,0.143664773978437,-0.00900959121516998,0.160112843923013,0.160112843923013,0.226461713525643,476,FALSE
"Eastern Cambay Basin",7607.30660541451,0.702799937365367,4.93570724234101,0,442.391176980926,1.63345683923636,8486.41999739639,1,0.653969028432962,23.3867205950207,72.9139133513775,1431.95300635016,73.2248296239241,"IND","India",0.0111235600900981,"ctrl",0.509856082131465,0.52475694689527,0.657321751991267,0.657321751991267,0.657321751991267,0.509856082131465,0.501165937375634,0.428067003943254,0.52475694689527,0.505556901008011,0.428067003943254,0.657321751991267,-0.0297767088250207,-0.0535409461706053,-0.0367017874664757,-0.0401104501497087,-0.0493597875050384,0.0121448655957666,477,FALSE
"Southern Hirri Basin",6979.18404051516,0,0,0,352.749547312256,1.81211952295397,10363.9683398617,1,0.548370604485626,21.0487030182362,81.4336098527514,1273.77271781254,119.907718679596,"IND","India",0.0161005519973207,"ctrl",0,0.16152401916595,0.549121698463954,0.547165931275059,0.498241569703987,0,0,0,0.16152401916595,0.00421997317708275,0,0.549121698463954,-0.0929049023901163,NA,-0.00457550618768532,-0.371496427201077,NA,0.383204086390599,478,FALSE
"Northern Hirri Basin",7139.5854483876,0,0,0.0759025996950793,363.196021093118,1.5531091089917,14869.0746786296,1,0.589502810712374,21.787509559259,81.8371364972876,1276.29415036326,111.087664073568,"IND","India",0.0154553944571292,"ctrl",0,0.233546114232695,0.589952545149997,0.567852630881931,0.376398105139157,0,0,0,0.233546114232695,0,0,0.589952545149997,0.0524625564916356,NA,-0.012615494088086,NA,NA,-0.267627620350456,479,FALSE
"Baradwar Basin",8120.38986504936,0.00674489433856244,0,0.899893572548902,260.214821620067,1.10914501357948,5508.94222259334,1,0.572029979274193,21.8040796526059,82.9987985038874,1303.12927123581,121.002845172227,"IND","India",0.0275266440829865,"ctrl",0.00433988395285299,0.211305491129469,0.57418890687175,0.51599528910232,0.390374311088185,0.00433988395285299,0,0,0.211305491129469,8.92387430320664e-05,0,0.57418890687175,0.00965443041131386,-0.28039475316246,-0.00636292094234925,0.553005345482951,NA,0.398837452902663,480,FALSE
"Mahanadi Delta",7207.3461583296,0,0,3.14498116557019,204.709337968486,1.6550334414597,8377.34752691191,1,0.52886877178244,20.2499653388033,86.1208037133248,1188.18880780211,137.19961698115,"IND","India",0.0491928826314592,"ctrl",0,0.207294816856785,0.53166964203625,0.521663085831875,0.521663085831875,0,0,0,0.207294816856785,0.0766682304789749,0,0.53166964203625,0.0291030643919015,NA,-0.0260432717012571,-0.161923429644047,NA,-0.192676807593554,481,FALSE
"Brahmani Delta and Northern Utkal Coastal Plain",7870.31491805036,0.0169920667953132,0,2.73132138284417,207.576228944035,1.5157842034994,8108.04699056289,1,0.594206239940965,21.0433990168164,86.5715018370381,1183.86216779722,137.938043897245,"IND","India",0.0412225708858747,"ctrl",0.0100568099269171,0.120993184655668,0.597131370754938,0.58350408788652,0.575331288041858,0.0100568099269171,0.000308863295889174,0,0.120993184655668,0.0438085187064768,0,0.597131370754938,0.183196467223464,-0.70651604430413,0.0100213267414238,0.395264872399232,-0.0261450205360094,-0.2099877513524,482,FALSE
"North Rewa Basin",6277.77490216139,0.0718851429592399,0,0.117304603565517,291.979386824174,2.87223784642007,13749.9784739472,1,0.11431556919842,23.7677269081135,81.5801531352745,1201.06854703435,94.9862643033071,"IND","India",0.00271977681590876,"ctrl",0.0277170017718385,0.0302701056570373,0.115071832604975,0.0982462358893503,0.0800827552356112,0.0277170017718385,0.0157942780258115,0,0.0302701056570373,0.0157942780258115,0,0.115071832604975,0.234604634656938,0.331145568379973,0.256740568040081,0.647087988548264,0.647087988548264,-0.174941385852039,483,FALSE
"South Rewa Basin",6605.9982509389,0.000327222697356189,0,0,288.524035064886,3.29551114602313,7721.84352742169,1,0.166517665149837,23.4773190625092,82.341746464079,1190.62847681862,102.869855890741,"IND","India",0.0039694309565018,"ctrl",6.74102242929202e-05,0.00285756696015638,0.165807513389877,0.115649807295138,0.0905156412487587,6.74102242929202e-05,0,0,0.00285756696015638,0,0,0.165807513389877,0.153018550167284,0.940578095516723,0.355050077884564,NA,NA,0.0873349810101371,484,FALSE
"Hasdo-Arand Basin",9012.40927133554,0,0,0.236295436812926,243.973547362261,2.08968336909772,7752.17845893902,1,0.245332036202784,23.0425908803939,82.6972470824181,1208.83920820317,113.733862152867,"IND","India",0.00612454194671745,"ctrl",0,0.00206247995621324,0.245027250041664,0.172227899346552,0.0946097330722642,0,0,0,0.00206247995621324,0,0,0.245027250041664,0.152724120342038,NA,-0.374556727348319,NA,NA,-0.00297664057661051,485,FALSE
"Mahanadi Basin",8616.21445192884,0.0146409502194794,0,0.508906374509971,243.362527680437,2.05960681907592,6177.36925693988,1,0.129806484813689,22.2458867470854,83.1976792098915,1251.77086007526,127.608760968218,"IND","India",0.00487425932398321,"ctrl",0.00171872893638261,0.00454885246816514,0.13024370669046,0.109041551195875,0.0980985252547947,0.00171872893638261,0.000337658241432677,0,0.00454885246816514,0.000337658241432677,0,0.13024370669046,0.218626452074015,-0.0123310407876827,0.271994468300182,0.0831129308415617,0.0831129308415617,-0.415314232091619,486,FALSE
"Coastal Saurashtra Miliolite Limestone Aquifer",6750.54544682743,0.673499574313401,0,0.171678823347983,473.131844278675,2.74964785195672,3056.33558859505,1,0.503871196980355,20.9474758697409,70.6761258613957,1387.33796989837,81.0610997177677,"IND","India",0.0127064056709138,"ctrl",0.407998952404074,0.41016801691149,0.508335610102123,0.491374702768563,0.491374702768563,0.407998952404074,0.245352301025737,0.245352301025737,0.41016801691149,0.246779131655907,0.246779131655907,0.508335610102123,-0.0369402565279959,-0.0369402565279959,-0.0330712624174601,-0.209192768743115,-0.209192768743115,0.0646810043225443,487,FALSE
"Palakkad Gap Fractured Charnockite and Gneiss Aquifers",7325.87351460017,0.120884135327767,0,0.00149332991633233,559.094424213079,2.66939547158236,3034.01632688109,1,0.261880833323316,10.7019120857786,76.8147903265746,1321.0174000468,135.657036234433,"IND","India",0.0418697540773953,"ctrl",0.0309688123829847,0.069829238663522,0.260731665530275,0.260731665530275,0.196630857723925,0.0309688123829847,0.0304350168059591,0,0.069829238663522,0.0692518300822959,0,0.260731665530275,0.0558392373596135,0.533272463990991,-0.0859597509122414,0.0565223422795771,0.536713053249965,0.00705816117290559,488,FALSE
"Dindigul Fractured Charnockite and Gneiss Aquifers",9816.81768585238,0.230354762366179,0,0,368.608733696259,1.15791065461614,1310.83078146039,1,0.457944815922346,10.4168295531241,78.002402038071,1531.99503847339,67.3581408996683,"IND","India",0.0231466583061543,"ctrl",0.109914209247146,0.109914209247146,0.466485353508626,0.466485353508626,0.461196599909223,0.109914209247146,0.0737278230055833,0,0.109914209247146,0.0737278230055833,0,0.466485353508626,-0.0655805418490056,-0.0655805418490032,-0.271138246380976,-0.0789270803319249,-0.0789270803319249,-0.000320667346841663,489,FALSE
"Theni Fractured Charnockite and Gneiss Aquifers",8825.09021791779,0.228168278289625,0,0,335.406515724419,2.5452490724609,3039.76721123226,1,0.34092796054124,9.94270345544865,77.5438366266923,1390.5152928871,75.8602786428973,"IND","India",0.0172934682830684,"ctrl",0.101762081273168,0.106754955058651,0.343139958163772,0.340172146812887,0.000430892381189548,0.101762081273168,0.0164469293363488,0,0.106754955058651,0.0173425155352638,0,0.343139958163772,-0.127143509460818,-0.14305522486914,-0.144754034632799,0.157997875776959,0.128866798368427,-0.112529534897731,490,FALSE
"Northwestern Karnataka Schist Aquifers",9945.97639756028,0.0716501409181954,0,0,481.466462384363,1.3822045106402,6601.17897589086,1,0.427163384101464,15.2899896187329,74.909036707084,1252.7685116262,118.80092527159,"IND","India",0.00664000482959663,"ctrl",0.0246384128293423,0.0456884751188952,0.423721242522874,0.404163974947583,0.397690828309311,0.0246384128293423,0.0154151062644596,0.000594618670356705,0.0456884751188952,0.0315731838253994,0.00248673636097767,0.423721242522874,-0.217639591316449,-0.400992364237788,-0.104576609020559,-0.240926020580716,-0.52412772628161,-0.00125971310912698,491,FALSE
"Western Karnataka Schist Aquifers",6895.18396120211,0.0905651225888988,0,0,354.212156296166,1.87172667213906,6977.04813867452,1,0.603639780085481,14.678820986571,75.4357653313723,1271.02000790161,81.5928153760987,"IND","India",0.00811750077409149,"ctrl",0.0592114659168858,0.103021375796422,0.603078191198114,0.603078191198114,0.587661807212007,0.0592114659168858,0.0559197709776077,0.0309078059081253,0.103021375796422,0.0994538930253203,0.0341102953188016,0.603078191198114,0.172917687030427,-0.0373566275911106,-0.0629391188448809,0.182610224918035,-0.0356235369525519,0.311913400560661,492,FALSE
"Western Karnataka Laterites",9873.69973922421,0.090346517755963,0,0,384.024722499078,1.29093735920156,1110.33571652387,1,0.177793424747757,14.4233374542521,74.9627627197037,1205.02330605903,234.407229628729,"IND","India",0.00405159709313091,"ctrl",0.0134433600006659,0.0219765371127515,0.174126653372751,0.142359188178182,0.00802668465082494,0.0134433600006659,0.00137395467995745,0.00133840126732363,0.0219765371127515,0.00455548857261898,0.0021495883496661,0.174126653372751,0.054452932121995,0.142512225474837,-0.0241908735645295,-0.322153982563875,-0.53603260692903,0.0133089936645363,493,FALSE
"Bhuj Sandstone Aquifer System",6079.90042131041,0.0701377846269604,0,0.202797889030871,195.231956149134,2.54921275941961,6153.66390736668,1,0.142067752654549,23.2686349752382,69.4736015917186,1468.24061630358,47.0292052504091,"IND","India",0.0032211744013874,"ctrl",0.02485901974735,0.0248679335036995,0.142416504188202,0.135609528831432,0.118333403295295,0.02485901974735,0.0213855478134719,0.0210684695822715,0.0248679335036995,0.0213855478134719,0.0210684695822715,0.142416504188202,0.0601059978513429,0.0675719737342106,0.0156319099531012,-0.00555391693326612,-0.00555391693326612,0.00202341240609005,494,FALSE
"Eastern Vindhyan Basin",4909.57542617665,0.375317513162924,0,0,321.378817093922,2.515425745077,23154.7839693154,1,0.471388051265665,24.2056407009493,80.2947075030381,1235.93593410619,93.2280691526214,"IND","India",0.00934965722536168,"ctrl",0.25009953169015,0.361701217150364,0.47196753367244,0.471111112955438,0.456723262913872,0.25009953169015,0.245806994186177,0,0.361701217150364,0.34580962569661,0,0.47196753367244,-0.115976362765776,-0.269268114794382,-0.110330337339348,-0.136546822961242,-0.268055575612342,-0.371355091790529,495,FALSE
"Hirakud Command Area Endogenous Rock Aquifers",5562.49649922684,0.00488580204992112,0,0,422.752118356303,2.80794951729686,5585.65951828211,1,0.479984029737705,21.2440698448155,83.591976846915,1280.78976810674,131.685440760665,"IND","India",0.0171588217671681,"ctrl",0.0010316212970015,0.20641004243789,0.479953974642932,0.479339089707376,0.476662542624555,0.0010316212970015,0.00065263174620448,0,0.20641004243789,0.202185580873154,0,0.479953974642932,-0.111561366819404,0.000896253598716479,-0.111061871831162,-0.105732616327542,0.0344789416499859,0.0403033598033943,496,FALSE
"Mangaluru Coastal Aquifer System",6878.56562055672,0.16775028984918,0,0.13554786606261,385.473206321936,3.41056895042768,9289.13413812052,1,0.0212355097974266,12.8580713863811,75.0884641518144,1289.92371045122,366.130202394141,"IND","India",0.0301596589724569,"ctrl",0.00732429478772111,0.00743486752631118,0.0215560850028579,0.0194251164773102,0.0170948404353831,0.00732429478772111,0.00570720684097358,0,0.00743486752631118,0.00570757231647604,0,0.0215560850028579,-0.0602712111802932,-0.142390869334886,-0.792899931516866,-0.290340045361907,-0.289036761673301,0.0438782297355507,497,FALSE
"Central Coastal Deccan Traps",5265.71526433929,0.067213655829598,0,0,408.418809634351,4.58920004546831,2724.28423945161,1,0.0222587254147879,17.5592315817872,73.3654319915095,1233.11558742538,348.455682225939,"IND","India",0.00944154309089791,"ctrl",0.00137884252965783,0.00138035756785383,0.0221211942683314,0.0218941389414688,0.0193420256733058,0.00137884252965783,0.000784193680755604,0,0.00138035756785383,0.000784193680755604,0,0.0221211942683314,-0.00619442655397973,-0.00619442655397995,-0.0261645608488101,0.127315625308538,0.127315625308538,-0.0106737171689142,498,FALSE
