"Aquifer","CS_max","GWIrKHaKm2","RDS_main","RDS_mainDist","RDS_tot","STS","area_km2","constant","crpkHaKm2","lat_c","lon_c","pet_mm","prec_mm","CC","CntrNm","urbkHaKm2","type","GW","Ir","IrNeed0","IrNeed3","IrNeed6","OverGW0","OverGW3","OverGW6","OverIR0","OverIR3","OverIR6","crp","giniIr","giniGw","giniCr","giniUnsustIr","giniUnsustGw","giniCSI","aq_id","RiverBorder"
"Middle-Upper Devonian Aquifer System",10000,0,0,0,293.1875,3.24652777777778,0.312837350044594,1,0.00721102741024419,55.8156510054393,26.984209348501,499.422190656566,55.3398569023569,"BLR","Belarus",0,"treat",0,0,0.00614081333953732,0,0,0,0,0,0,0,0,0.00614081333953732,NA,NA,NA,NA,NA,NA,7,TRUE
"Central Urucuia Aquifer",6250.00967314094,0.0101203058554108,0,5.02573762362038,126.640721548535,3.94777546173054,31163.940272311,1,0.17871660191039,-12.7146534947996,-45.2584660789359,1264.86813701298,88.2551087847954,"BRA","Brazil",9.85324193106778e-06,"ctrl",0.00536127752861606,0.00536127752861606,0.178756792956937,0.0836293984575199,0.0212476152534152,0.00536127752861606,1.83582414342226e-06,0,0.00536127752861606,1.83582414342226e-06,0,0.178756792956937,-0.276165906805737,-0.276165906805737,-0.568798686942735,0.449838385328946,0.449838385328946,0.608278204204386,8,FALSE
"Amazonas Basin and Alter de Chao Aquifer System",2932.72769704052,1.86852685965227e-05,0,187.471704081588,36.8581735963184,4.50517324865023,319941.379140246,1,0.000544585229037643,-2.86344445893159,-55.9466533266597,1040.75871424667,178.263749877514,"BRA","Brazil",0.000196757455160668,"ctrl",0,0,0.000544584120714213,0,0,0,0,0,0,0,0,0.000544584120714213,0.0447563408472824,-0.000379811789080087,0.140767470089878,NA,NA,-0.24385472409618,9,FALSE
"Eastern Poti and Piaui and Cabecas and Serra Grande Aquifers",5229.29814430866,0.00196242471235662,0,4.237209091092,122.679029870066,4.30411060683591,118438.493500837,1,0.00123431176692125,-5.8183696090735,-41.9182188237614,1305.88759123242,78.450270253536,"BRA","Brazil",0.000548539863389953,"ctrl",1.81186612824734e-05,2.1629397179952e-05,0.0012449198264567,0.000514681776842234,0.000111100859181095,1.81186612824734e-05,0,0,2.1629397179952e-05,0,0,0.0012449198264567,-0.179796479995632,-0.333979190495097,-0.85079210501442,NA,NA,-0.308810950379504,10,FALSE
"Western Parecis Basin",5807.69694690209,0,0,38.1517679263978,63.9333690837027,3.52421017252809,214308.359716513,1,0.151465937107189,-12.9282620032741,-58.124469283783,1034.27481298216,150.219731910417,"BRA","Brazil",8.63311139787369e-05,"ctrl",0,0.0017604945088689,0.151359127552217,0.000744975928597998,0,0,0,0,0.0017604945088689,0,0,0.151359127552217,0.224144213746073,NA,0.286126290294057,NA,NA,0.242669179744164,11,TRUE
"Eastern Parecis Basin",5593.00494297693,0,0,80.7296368260949,43.3780257829914,3.23021879119888,118520.420436704,1,0.0387316677219065,-11.9497614439331,-53.4545660165433,1122.64125063381,148.59958556846,"BRA","Brazil",4.95399063277936e-05,"ctrl",0,8.20190898493075e-05,0.0388161889768343,0,0,0,0,0,8.20190898493075e-05,0,0,0.0388161889768343,-0.408806002077473,NA,-0.344956224435212,NA,NA,-0.0415241906375565,12,FALSE
"Western Brahmaputra Basin Aquifer",7071.88457081607,0,0,1.46812474821512,169.777977345809,4.7926721515687,241.048425766346,1,0.0172741799264669,26.8120865983044,90.7224620568653,994.062164051946,278.352508324357,"BTN","Bhutan",0.00473621780332932,"treat",0,0.000135577883723153,0.013961729270217,0,0,0,0,0,0.000135577883723153,0,0,0.013961729270217,-0.193462197372303,NA,NA,NA,NA,NA,13,TRUE
"Lower Rio Paz Aquifer",9773.52542839537,0,17.2321529243638,0,691.415232126703,1.7330247925216,289.880909939512,1,0.0290294515829218,13.8683139313389,-90.1605831582234,1393.23694780193,148.82178242112,"GTM","Guatemala",0.00400479935257234,"treat",0,0,0.0288186388939154,0.024978545995721,0.024978545995721,0,0,0,0,0,0,0.0288186388939154,NA,NA,-0.964520711623698,NA,NA,-0.168016604180941,14,FALSE
"Northcentral Mega Aquifer System",214.89534578887,0,14.0941457794854,39.311682540539,178.461334214692,4.87451554795393,28326.5177324851,1,0.000189051890943668,29.9320641027156,46.4408884617552,2102.59273400232,8.64770648733258,"IRQ","Iraq",0.0003046923919115,"treat",0,1.2639759134715e-06,0.000188854770243469,3.02252059513575e-06,3.02252059513575e-06,0,0,0,1.2639759134715e-06,7.91403526538209e-07,0,0.000188854770243469,-0.371415597554149,NA,NA,-0.373561972163231,NA,NA,15,TRUE
"Northern Mega Aquifer System",45.6091632627299,0,3.47259134720554,118.269600226091,49.3300362474937,4.28857003588074,102949.287252769,1,0.000471919828882707,31.4176518439615,43.4596245210688,1927.15091304733,6.59149485530745,"IRQ","Iraq",4.19398157140995e-05,"treat",0,0.000142434188912548,0.000453583054684355,0.000244394591262693,0.000104850835145747,0,0,0,0.000142434188912548,0.000110542841780962,0,0.000453583054684355,0.808337808082703,NA,0.8947469103878,0.831644156860988,NA,0.859644493245871,16,FALSE
"Eastern Isonzo-Soca High Plain",9720.96079092237,0,208.408493427705,0,2674.60611167285,2.77249747219414,24.299818531635,1,0.0960131586050223,45.9239956162671,13.6034989736818,718.444558493597,132.113135058029,"ITA","Italy",0.0393593940877429,"treat",0,0.000349555834410561,0.0880269728342153,0,0,0,0,0,0.000349555834410561,0,0,0.0880269728342153,NA,NA,-0.110829032713925,NA,NA,NA,17,FALSE
"Southern Mekong Delta",5832.64941338855,0,0,0,416.894409937888,1.783988957902,10.9632017053201,1,0.917959188292775,10.8327649281808,105.069971640086,1222.42876226028,112.340624150407,"KHM","Cambodia",0.0238093777022947,"treat",0,0.474110506536524,0.903390224727248,0.640142530905356,0,0,0,0,0.474110506536524,0,0,0.903390224727248,0.00354076487173005,NA,0,NA,NA,-0.23311936731741,18,TRUE
"Eastern Mekong Delta",5993.80963306324,0,9.81401046587229,0.094976595271533,653.225713558291,2.23036954586867,9115.93770886877,1,0.836917254365029,11.3736962207845,105.530263781256,1282.51634508443,120.728547034036,"KHM","Cambodia",0.0169866861810796,"treat",0,0.0586001026200369,0.833153374393884,0.233325750238332,0,0,0,0,0.0586001026200369,0.0322145019125721,0,0.833153374393884,0.171227660509124,NA,-0.000997302665862732,0.598095621986335,NA,0.0697350040456493,19,TRUE
"Northcentral Mega Aquifer System",403.967962552054,0.00637033638290635,38.0400689994866,24.3325417925045,115.939485135257,4.60210452181466,16386.5459445779,1,0.00244709148407857,29.3279689291899,47.5784493926446,2096.4586917413,8.38508887666017,"KWT","Kuwait",0.00320086615705451,"treat",0.000627606742797009,0.000978881822088118,0.00243847158305515,0.00202471932993537,0.00150771956717656,0.000627606742797009,0.000549887766391147,0.000465548362021092,0.000978881822088118,0.000893093798728514,0.000808754394358459,0.00243847158305515,-0.470316595854877,-0.565555861316503,0.580046820181268,-0.49068317008807,-0.616580453606805,0.460505825010842,20,TRUE
"Central Karoo Basin",6550.06139678418,0,0.0888161198254684,19.5321412000824,109.116729360289,4.60473189954504,30596.2588247666,1,0.0595487014124735,-29.5823149774686,28.2482954737614,1074.68857830372,55.0861210816555,"LSO","Lesotho",0.00160006184451263,"treat",0,5.58621049594121e-05,0.0599000261582664,0.000269424111625554,0,0,0,0,5.58621049594121e-05,0,0,0.0599000261582664,-0.517734143883574,NA,-0.409233091268157,NA,NA,-0.042158721293303,21,TRUE
"Middle-Upper Devonian Aquifer System",8299.35393891739,0,27.4609195030716,1.26472993958458,308.440500411395,1.9672460792278,4181.67162859274,1,0.208393320227254,56.1409099557785,24.6368306306899,511.012507097159,53.2767604254263,"LTU","Lithuania",0.00053325878780968,"treat",0,0,0.208645020560957,0.163071382067264,0,0,0,0,0,0,0,0.208645020560957,NA,NA,0.0484140925205515,NA,NA,-0.00240146476133063,22,TRUE
"Middle-Upper Devonian Aquifer System",8104.71186108945,0,77.3211868781976,0.653876206830451,496.551301705155,3.06354313574022,30221.7158456934,1,0.0623290857312226,56.6146606533842,25.4823645022672,493.905573421756,56.867256273156,"LVA","Latvia",0.00100464588212938,"treat",0,0,0.0620999145095045,0.018885040653574,0,0,0,0,0,0,0,0.0620999145095045,NA,NA,-0.627529799355903,NA,NA,-0.0418712692874366,23,TRUE
"Central Maputaland Coastal Plain",1835.93568919121,0,0,6.44495560250221,138.791766969495,3.23867257794355,2810.20560398345,1,0.000394690922618781,-26.6068745634777,32.6644799405946,1137.73295525569,59.1520137253925,"MOZ","Mozambique",1.87840839726147e-05,"treat",0,0,0.000569855583617626,0,0,0,0,0,0,0,0,0.000569855583617626,NA,NA,NA,NA,NA,NA,24,TRUE
"Northern Maputaland Coastal Plain",3923.63505903342,0,0,8.22895574683792,133.784381603932,2.28233629904138,3662.87226669279,1,0.00310422607702379,-26.3710521798567,32.4060994335006,1114.88458502236,52.6134132900438,"MOZ","Mozambique",0.000615727419838788,"ctrl",0,0,0.0031067017213205,0,0,0,0,0,0,0,0,0.0031067017213205,NA,NA,NA,NA,NA,NA,25,TRUE
"Upper Gangetic Plain",9131.32102874112,0.172740830652937,0,0,378.10583029437,2.21813138945921,5174.33453883346,1,0.397633600562814,28.5930931033964,80.8980898835849,1163.61706865875,126.876080841135,"NPL","Nepal",0.0241723061453973,"treat",0.0946368473710619,0.312930468903884,0.3972904341619,0.385291666296082,0.0552138689443709,0.0946368473710619,0.0908642114842187,0,0.312930468903884,0.179834711961323,0,0.3972904341619,-0.0981480762410529,-0.262660685415022,-0.190987105745591,-0.117138203359373,-0.272767799435107,-0.176481399532718,26,TRUE
"Middle Gangetic Plain",8225.33032770052,0.0756756188948195,0,0.942757208713166,292.335426007238,1.86735677385359,16253.9593380554,1,0.513133740488959,27.0707311218727,85.2894814031141,1127.09875189852,136.479766543837,"NPL","Nepal",0.0344263951879048,"treat",0.0492056667260123,0.303410631403865,0.511198334703021,0.483896623505227,0.06234606360236,0.0492056667260123,0.0439656061035695,0,0.303410631403865,0.243735122841299,0,0.511198334703021,-0.0744986085079589,-0.217258665190081,-0.170875101884651,-0.137485441884385,-0.196670509397972,-0.0916042084598561,27,TRUE
"Trans Gangetic Plain",5563.98782106331,0.0910037213417648,0,0.741367086133323,495.662476904259,1.5,129.36547236454,1,0.626442399364248,30.8314160577992,74.3257374152664,1201.08668187062,35.8332152424392,"PAK","Pakistan",0,"treat",0.052839808513399,0.278887036424671,0.552184366206357,0.552184366206357,0.552184366206357,0.052839808513399,0.052839808513399,0.00184623522739414,0.278887036424671,0.278887036424671,0.00409691663569127,0.552184366206357,-0.20122925626793,-0.18551196203223,-0.112085012827074,-0.20122925626793,-0.18551196203223,-0.474871798307898,28,TRUE
"Southcentral Mega Aquifer System",998.247975215098,0.0111229136387523,285.17252674707,2.259269314919,741.249282898645,3.79478814125958,11668.218343034,1,0.00220667736484134,25.2790326301013,51.1932047186311,1884.5870391416,6.48945027064323,"QAT","Qatar",0.00306383569478183,"treat",0.000589659480515836,0.000589659480515836,0.00220667031800967,0.000636684992247329,0.000487986798957218,0.000589659480515836,8.58026888040389e-05,8.58026888040389e-05,0.000589659480515836,8.58026888040389e-05,8.58026888040389e-05,0.00220667031800967,0.350937159627058,0.345283501537136,-0.258063159959871,0.678898773535765,0.678898773535765,0.182375310009924,29,FALSE
"Eastern Saq Aquifer",1242.57558643661,0.0773408041972476,0,20.0635137543867,66.2940614950205,4.41112431578679,67728.3447644382,1,0.0884116427337623,26.1203099743708,44.07728899403,2058.03063853618,13.1258764443972,"SAU","Saudi Arabia",0.000679217068897122,"ctrl",0.0277039081367748,0.0279057413098208,0.0884065101861407,0.0760477292878832,0.0690676653427642,0.0277039081367748,0.0263914271401602,0.0263914271401602,0.0279057413098208,0.0265110439010944,0.0265110439010944,0.0884065101861407,-0.0975639594090576,-0.101311162939983,-0.244274776603309,-0.0934326616586274,-0.0962845336268463,-0.0816112410856165,30,FALSE
"Southcentral Mega Aquifer System",328.678016686748,0.00377884426037712,0.0695573063857381,70.2950843690151,40.2205434688336,4.52729004256768,76696.829501061,1,0.00337219368834714,24.398859994229,49.3670923080236,2001.0941641979,7.3970937232787,"SAU","Saudi Arabia",0.000357980245157602,"treat",0.000614414130788745,0.00068816177197969,0.00337232501042923,0.00110767555815684,0.000561303276629038,0.000614414130788745,0.000318816516129612,0.00023521162108587,0.00068816177197969,0.000370479030646961,0.000286874135603219,0.00337232501042923,0.109373280834039,0.106455883219888,0.19995516433798,-0.0190536135498052,-0.0251338025140697,-0.0414274120246354,31,FALSE
"Northcentral Mega Aquifer System",474.104639378033,0.00590269811173296,0.000179009929663013,76.3743066338508,40.9785231502944,4.37562606395038,132894.142795358,1,0.0035742514946292,27.3191993629476,47.3429378294562,2089.88492885516,11.115627965939,"SAU","Saudi Arabia",0.000606532524555472,"treat",0.00098938955999442,0.000999782931374869,0.00357606395851055,0.00263503285492635,0.00248081221669346,0.00098938955999442,0.000925748556421404,0.000925747327388426,0.000999782931374869,0.000927069928123897,0.000926015169557186,0.00357606395851055,-0.227731489874754,-0.232119668520646,-0.237947087643269,-0.305250754956634,-0.304425345129006,0.295037656598583,32,FALSE
"Northern Mega Aquifer System",259.798956146216,0,0,61.8371631720866,36.713171343162,4.07045016487544,40619.7015568698,1,6.97883028198579e-05,29.6051977601823,43.457130288737,2061.64802143035,8.48845903227707,"SAU","Saudi Arabia",7.01313702560418e-05,"treat",0,0,6.95061756923744e-05,0,0,0,0,0,0,0,0,6.95061756923744e-05,NA,NA,NA,NA,NA,NA,33,FALSE
"Lower Rio Paz Aquifer",9452.06654023477,0.0314226858058398,92.3827616649772,0,1493.00938429847,2.30149102442533,116.278774521877,1,0.134455357520749,13.8118177130047,-90.0678690022799,1388.54954128804,148.492806213394,"SLV","El Salvador",0.00287813732240951,"treat",0.00766750705538949,0.00766750705538949,0.128127178542487,0.103744043424482,0.103744043424482,0.00766750705538949,0,0,0.00766750705538949,0,0,0.128127178542487,0.239185235703659,0.239185235703659,-0.175457688642703,NA,NA,-0.0195364845873982,34,FALSE
"Western Salvadoran Coastal Plain",7948.40322530475,0,239.454781103005,0,1658.72726612912,1.54985363088717,1101.37763162318,1,0.189719871549562,13.4277377044485,-88.910951739608,1356.20703330006,161.035729333551,"SLV","El Salvador",0.00953244482370472,"ctrl",0,0.00571027720316785,0.189667939042251,0.131920867536617,0.0875005408281887,0,0,0,0.00571027720316785,0,0,0.189667939042251,0.29984086983427,NA,0.322192113444358,NA,NA,-0.55905182122238,35,TRUE
"Eastern Salvadoran Coastal Plain",9060.26845584136,0,162.089786935212,0,1399.96848914405,1.56645152649373,1052.14375608236,1,0.111278490755678,13.3240735346817,-88.5139528043754,1390.6410076662,157.115164244982,"SLV","El Salvador",0.00968641085859843,"ctrl",0,0.000805878781908921,0.111127024022663,0.108584013439007,0.0562226895489569,0,0,0,0.000805878781908921,0,0,0.111127024022663,-0.49515911070728,NA,0.0155136167809278,NA,NA,-0.160472652384622,36,TRUE
"Central Vienna Basin",7549.6328125,0.1796875,4.15625,0,669.8359375,3,0.381321570368789,1,0.178986078044807,48.2909681467596,16.9100821270006,741.191051136364,59.6412168560606,"SVK","Slovakia",0.000521031396484375,"treat",0.00211472959853898,0.00406395523168082,0.15718827685749,0.15718827685749,0,0.00211472959853898,0,0,0.00406395523168082,0,0,0.15718827685749,-0.493420252806555,-0.507975287239828,NA,NA,NA,NA,37,TRUE
"Northern Vienna Basin",7667.34924641321,0.00635235012801314,99.9255631773022,0,678.506527462441,2.29726422234031,1288.49970019514,1,0.234915176864174,48.4979158409472,17.1121539926555,723.766234713813,66.8949330389054,"SVK","Slovakia",0.00193113511803224,"treat",0.000610588483475712,0.0228824700314014,0.237492285031269,0.210537392172838,0,0.000610588483475712,0,0,0.0228824700314014,0,0,0.237492285031269,-0.321156597274922,-0.953866071390862,-0.058865125932775,NA,NA,0.364636037324688,38,TRUE
"Ljubljana Polje",9186.25853693902,0,686.245921844413,0,2819.90545929094,4.44712293675536,112.288984701034,1,0.108875658261074,46.0817154446056,14.5380269755054,620.22589173838,125.413042371808,"SVN","Slovenia",0.0522940964766246,"ctrl",0,0,0.111002777049893,0,0,0,0,0,0,0,0,0.111002777049893,0.808278900156718,NA,0.00439242737014323,NA,NA,NA,39,FALSE
"Ljubljana Barje",9116.67111758518,0,507.149469936069,0,2380.65800760702,2.98047665290928,134.398184823215,1,0.133407831116566,46.0005969336199,14.484304046726,618.672138353676,127.270187612959,"SVN","Slovenia",0.0189690202095725,"ctrl",0,0.00584137050835776,0.135014066420348,0,0,0,0,0,0.00584137050835776,0,0,0.135014066420348,0.273221842084063,NA,NA,NA,NA,NA,40,FALSE
"Eastern Celje Basin",8789.41666666666,0,140.555410447761,0,1053.64120024876,3.33041044776119,87.0768930773336,1,0.184178560832608,46.2528628188605,15.241601215391,629.42363254749,105.24535089703,"SVN","Slovenia",0.0238843363380364,"ctrl",0,0,0.194403204919156,0,0,0,0,0,0,0,0,0.194403204919156,NA,NA,0.613448614305959,NA,NA,NA,41,FALSE
"Eastern Isonzo-Soca High Plain",10000,0,142.227720996952,0,1473.84979977288,2.20919251688482,45.5240432430633,1,0.0498088223348932,45.9063464968979,13.6651570541928,713.989371933428,130.467288538967,"SVN","Slovenia",0.0242772828443458,"treat",0,0.000131080485476725,0.0571717393035676,0,0,0,0,0,0.000131080485476725,0,0,0.0571717393035676,0.559575446023969,NA,NA,NA,NA,NA,42,FALSE
"Central Maputaland Coastal Plain",2340.96324029952,0,0,0,136.379850238257,5.87066031313819,5.10073085972581,1,0,-26.821277015535,32.1290462775558,1111.47572560183,46.6686573014007,"SWZ","Swaziland",0,"treat",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,43,TRUE
"Southern Mekong Delta",5215.2224638039,0,0,1.20249280042496,763.149760343197,2.43926225581559,20471.3329499511,1,0.472774463133588,9.64835039919704,105.34807702757,1218.72770552777,157.581786173453,"VNM","Vietnam",0.0304342924568834,"treat",0,0.30264482535861,0.474709854557813,0.282444140938933,0,0,0,0,0.30264482535861,3.4601304759253e-05,0,0.474709854557813,-0.19500155930539,NA,-0.296031342954137,-0.998440148912091,NA,-0.192756397443539,44,TRUE
"Eastern Mekong Delta",5873.14086388981,0,7.13688674066306,3.03054295956286,621.626039070196,2.22757183392424,25247.5196585081,1,0.437511265698693,10.6278459019687,106.258036927981,1245.23248863357,132.661436651296,"VNM","Vietnam",0.0354554781916865,"treat",0,0.267635675720144,0.43957486029488,0.34535699072739,0.0281785638725914,0,0,0,0.267635675720144,0,0,0.43957486029488,-0.0358467847396862,NA,-0.174029211815634,NA,NA,-0.072617116392133,45,TRUE
"Coastal Aquifer",7260.51738452135,0.231305282527305,0,0,4601.5561092032,2.0190385964273,366.735849378551,1,0.374718035710328,31.4065628325294,34.3769036247502,1361.38583993618,21.6585434641387,"118","Gaza Strip",0.0551599005332401,"treat",0.0981943032144838,0.100993749724305,0.348112814728068,0.32657957158142,0.306274148294074,0.0981943032144838,0.0873548670353609,0.0873548670353609,0.100993749724305,0.0901543135451824,0.0901543135451824,0.348112814728068,-0.0859977985639806,-0.0448829994654723,-0.278368832130554,-0.135321781418481,-0.0968662865777277,0.106880115966122,46,FALSE
"Coastal Aquifer",9824.67806657547,0.223134214926281,625.805441556468,0,3742.15123879009,1.2984496124031,21.7687446006993,1,0.148321988221036,32.210505028249,34.9883118010793,1269.58765723814,42.9577811862354,"129","West Bank",0.0577524307607539,"treat",0.0461893723395698,0.0461893723395698,0.196068826356293,0.196068826356293,0.196068826356293,0.0461893723395698,0,0,0.0461893723395698,0,0,0.196068826356293,-0.327265929812971,-0.327265929812971,0.364304208542827,NA,NA,0.0689614995007509,47,FALSE
"Matanza-Riachuelo Aquifer System",4544.59970218081,0.00308966199097819,158.448311166523,0,6161.03971003219,5.10104224597829,2650.00679224657,1,0.117033692384825,-34.8710128992773,-58.6342749736269,1057.57698569345,90.9848377362024,"ARG","Argentina",0.0310169081165496,"ctrl",0.000341624000128892,0.000807176326114806,0.117751950009528,0.0695757465147844,0,0.000341624000128892,0,0,0.000807176326114806,0,0,0.117751950009528,0.133590204629639,0.101016883339172,0.23148373796589,NA,NA,0.494021441970299,48,FALSE
"Geer Basin and Hesbaye Chalk Aquifer",10000,0.000357842901625248,507.937831472016,0,2558.72727029957,1.12926140156917,464.113139540554,1,0.398618204855298,50.6874392818142,5.39803299762393,637.126247776834,68.9033953642917,"BEL","Belgium",0.0111076669011339,"ctrl",0.000319326894321313,0.000319326894321313,0.408305749593233,0,0,0.000319326894321313,0,0,0.000319326894321313,0,0,0.408305749593233,-0.979725426791027,-0.979725426791027,0.107482846348337,NA,NA,0.00513754548393219,49,TRUE
"Mons Sedimentary Basin",9999.94565601151,0.00296802678595677,439.215765847905,0,2733.53114100261,1.5586912747772,642.742893603055,1,0.266406507535199,50.4191579335071,3.93070304479668,646.26748355299,65.4428063766079,"BEL","Belgium",0.0199344255066014,"treat",0.000410243504278774,0.00055175515339604,0.262825398043579,0,0,0.000410243504278774,0,0,0.00055175515339604,0,0,0.262825398043579,0.129397405038097,0.0112130769245909,-0.314747463057198,NA,NA,-0.00661060680611558,50,FALSE
"Brussels Sands",10000,0,316.222479130893,0,2309.15024481885,1.1971535558238,583.766443192407,1,0.363534268021146,50.651694276268,4.66624969845227,632.35075571463,65.6107646557725,"BEL","Belgium",0.0106726682421124,"ctrl",0,0,0.358938117562267,0,0,0,0,0,0,0,0,0.358938117562267,NA,NA,-0.0262862195307096,NA,NA,-0.00254842426099722,51,FALSE
"Tournaisis Region Carbonate Aquifers",9524.76157323729,0,340.209313467159,0,2007.60153177441,1.32159096353271,1140.14746159136,1,0.363393661829612,50.6255665268483,3.48941759980855,631.619676252119,64.6357916180484,"BEL","Belgium",0.00924473518778882,"treat",0,0.000700275080999537,0.368604403791333,0,0,0,0,0,0.000700275080999537,0,0,0.368604403791333,0.0393462694625579,NA,0.0504441038656482,NA,NA,0.0815975600953397,52,TRUE
"Upper Thracian Plio-Quaternary Aquifer",6729.49983245989,0,58.8405371275786,1.2433973148069,515.122026055287,2.66037637520717,6733.2222581718,1,0.420825545427872,42.1759922088062,24.9859951501546,818.285999374635,51.1131982267243,"BGR","Bulgaria",0.00270232267682643,"ctrl",0,0.112917029496411,0.420652527184773,0.412144354094525,0.0416013407785698,0,0,0,0.112917029496411,0,0,0.420652527184773,0.0225646596272076,NA,0.0315245889567761,NA,NA,0.114417032111322,53,TRUE
"Sofia Neogene Graben",7849.33354813979,0,189.195453839061,0,3327.87520643176,2.41625656592866,1387.07286385368,1,0.237550294590738,42.7381653067698,23.3694986594978,740.226506133224,55.5966898395167,"BGR","Bulgaria",0.0180256106939551,"ctrl",0,0.0216332512649399,0.238039368548349,0.163475616300561,0,0,0,0,0.0216332512649399,0,0,0.238039368548349,0.230589942164018,NA,0.137311190271027,NA,NA,0.104710786688731,54,FALSE
"Malm Valangnian Aquifer",9618.13038236969,0,1.69067604758221,2.19925581319997,253.49960045661,1.33365156033677,14593.3692287758,1,0.46082735954046,43.6858990550458,27.0433413077917,803.972844666673,49.2769006120986,"BGR","Bulgaria",0.000896956666069607,"treat",0,0.0169878570100835,0.460232451419309,0.457345671688107,0.328168307418969,0,0,0,0.0169878570100835,0,0,0.460232451419309,-0.304177035763685,NA,-0.0569702048139804,NA,NA,0.109321200970699,55,TRUE
"Lom- Pleven Depression",8875.4892156457,0,1.89465686762631,0.104796043551743,554.333408123651,1.60309134031577,8760.28028820943,1,0.450492895811142,43.6347123039385,23.643852548526,773.214611864903,50.9030282005936,"BGR","Bulgaria",0.00106722697088787,"treat",0,0.04650496825384,0.449183038166579,0.449020180415614,0.375251635314322,0,0,0,0.04650496825384,0,0,0.449183038166579,-0.0721624686477664,NA,0.0539917654755516,NA,NA,0.224832915210729,56,TRUE
"Kazanlak Kettle",8258.85515190567,0,54.5399987809232,0.0386522643949616,787.881810503217,2.5143894602102,661.255601173958,1,0.277891352562585,42.6157301242564,25.4073266671412,819.101206958611,56.651369561552,"BGR","Bulgaria",0.0025646541798824,"ctrl",0,0.00762535879957128,0.277502118165184,0.241396666974519,0,0,0,0,0.00762535879957128,0,0,0.277502118165184,0.185966777342166,NA,-0.161349905674784,NA,NA,0.0291646517897528,57,FALSE
"Stampriet Kalahari Karoo Aquifer System",584.85521942498,0,0,197.870370591428,19.1044055164022,4.16355459050133,52430.0099901345,1,0,-24.6918420951301,20.9538951746588,1651.53195518412,26.0751470440436,"BWA","Botswana",0,"treat",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,58,FALSE
"Tuli Karoo Aquifer",6818.12802095518,0,0,3.43259603516545,180.894846140188,2.6060626861355,3963.27236840831,1,0.00614052218487353,-22.0394276127577,28.7603884894245,1381.62317350703,29.1177019601573,"BWA","Botswana",0.00055998599582036,"treat",0,0.000151179095513133,0.00596492574335705,3.41527275492715e-05,2.27570030217033e-05,0,0,0,0.000151179095513133,1.85179613920987e-05,1.85179613920987e-05,0.00596492574335705,-0.909103414857625,NA,-0.839991410812856,-0.978392804051832,NA,-0.107886412919998,59,TRUE
"Pomfret-Vergelegen Dolomitic Aquifer",7776.26855714803,0,0,7.29531756056273,93.1299870948359,3.23655370664991,1034.14071953927,1,0.000768176921571847,-25.5437703361001,24.3543780185694,1653.72223817177,28.7851358714938,"BWA","Botswana",0,"treat",0,0,0.000913051385588513,0,0,0,0,0,0,0,0,0.000913051385588513,NA,NA,NA,NA,NA,NA,60,FALSE
"Alsatian Aquifer and Upper Rhine Valley",9413.29703677258,0,692.489825062478,0,7497.20813995002,7.43413066761871,7.40505608937713,1,0.00711981319418778,47.5703890663249,7.57514609080887,661.868953728647,60.6065285125442,"CHE","Switzerland",0.067508129772849,"treat",0,0,0.0142086594839815,0,0,0,0,0,0,0,0,0.0142086594839815,NA,NA,NA,NA,NA,NA,61,TRUE
"Limmat Valley",9991.04643508066,0,776.994641059819,0,6422.80291613395,4.55534397867305,97.4514567128812,1,0.045388724032769,47.4016044241795,8.4525227467665,616.122570609664,89.3944681987582,"CHE","Switzerland",0.0613353274462066,"ctrl",0,0,0.0449955381619193,0,0,0,0,0,0,0,0,0.0449955381619193,NA,NA,NA,NA,NA,NA,62,TRUE
"Wiggertal Valley",8212.64955424437,0,432.723459235971,0,2536.23821008657,3.00424221542702,61.6755171637077,1,0.159546210557869,47.2592513011748,7.94878109497131,603.6074289995,98.3879708624207,"CHE","Switzerland",0.033201966366984,"ctrl",0,0,0.165625144547802,0,0,0,0,0,0,0,0,0.165625144547802,NA,NA,0.747384007558461,NA,NA,-0.330926754869459,63,TRUE
"North Seeland Aquifer",9464.16188542678,0,292.590343366581,0,2704.11625033101,2.23596522199665,60.3305050684247,1,0.351841065123492,47.082448008036,7.29038762744666,631.744603217273,75.4356391614976,"CHE","Switzerland",0.0111167649704299,"ctrl",0,0,0.354028980230244,0,0,0,0,0,0,0,0,0.354028980230244,NA,NA,-0.255924144684079,NA,NA,NA,64,TRUE
"Rheintal Aquifer",7407.55434782609,0,558.896739130435,0,4335.27173913044,2.56929347826087,0.963771589772716,1,0.078415421089679,47.3836726284806,9.62615880795406,610.916234354414,106.968194169961,"CHE","Switzerland",0.0360648317425272,"treat",0,0,0.0988374726297745,0,0,0,0,0,0,0,0,0.0988374726297745,NA,NA,NA,NA,NA,NA,65,TRUE
