system:index,CntrName,GW,HYBAS_ID,Ir,IrNeed0,IrNeed3,IrNeed6,OverGW0,OverGW3,OverGW6,OverIR0,OverIR3,OverIR6,area_km2,crp,dummy,lat,lev,lon,.geo
2_00000000000000000542,Canada,0.0,7059005910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.596623829373,0.0,,52.075660812858196,5,-118.21411789025925,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000543,Canada,0.0,7059004350,0.0,7.702929609533457E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.431555876254,7.702929609533457E-5,,49.63127638037081,5,-116.86305437869662,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000548,Canada,0.0,7059002230,0.0,1.9763516698736708E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,806.371717276108,1.9763516698736708E-5,,53.62244157675864,5,-126.2190608611294,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000570,Canada,0.0,7050305280,0.0,5.326587774988461E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.029647805952,5.326587774988461E-4,,49.179750627120775,5,-117.6674982001474,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000571,Canada,0.0,7050017940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1076.82715105418,0.0,,52.530094180219685,5,-126.95873440678918,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000059f,Canada,0.0,7050073860,0.0,0.37934365816362586,0.18081225803293924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9149.53989876806,0.37934365816362586,,51.792506509443726,5,-104.14925136475094,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005a0,Canada,0.0,7050145630,0.0,3.8930738375526135E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13584.8489825414,3.8930738375526135E-6,,54.66116813784689,5,-105.546542428776,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005a1,Canada,0.0,7050144740,0.0,8.782742019066963E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4827.41237119261,8.782742019066963E-7,,54.89773837733676,5,-107.44225626078243,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005a2,Canada,0.0,7050161180,0.0,0.049094639488177834,0.024308176775116947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33645.7443625022,0.049094639488177834,,54.241626953116224,5,-109.52435967298645,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005a3,Canada,0.0,7050161120,0.0,0.0095057755819261,7.516786141071932E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10425.4706543764,0.0095057755819261,,54.76887012713739,5,-109.29857432743988,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005a4,Canada,0.0,7050145540,0.0,3.4719324765654874E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42030.6128075953,3.4719324765654874E-7,,55.91830741674779,5,-106.28676332960542,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005a5,Canada,0.0,7050144640,0.0,1.3942493121959036E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24550.0797789314,1.3942493121959036E-7,,55.84024050066905,5,-108.83968581785162,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005a6,Canada,0.0,7050184580,0.0,0.31896091060465953,0.31895001067637613,2.6591296546914553E-4,0.0,0.0,0.0,0.0,0.0,0.0,8125.39510747506,0.31896091060465953,,53.45573496158371,5,-111.55067707825364,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005a8,Canada,9.532192977875486E-4,7050206680,9.532192977875486E-4,0.1112428895919499,0.04663625375797394,0.014587704034798346,9.532192977875486E-4,0.0,0.0,9.532192977875486E-4,0.0,0.0,73501.5474579141,0.1112428895919499,,51.796262894893104,5,-100.45827512589706,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005ad,Canada,0.0,7050282720,0.022257473259850842,0.13045632513697264,0.12450224411412622,0.10408211542313023,0.0,0.0,0.0,0.022257473259850842,2.470378703378601E-7,2.470378703378601E-7,24973.2152692247,0.13045632513697264,,50.82233307286123,5,-113.92915198382889,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005ae,Canada,0.0,7050184430,2.4713957053770796E-4,0.2036571682896682,0.19184859372953278,0.066277111040338,0.0,0.0,0.0,2.4713957053770796E-4,0.0,0.0,27360.7334351745,0.2036571682896682,,53.66322021533394,5,-113.06098640006171,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005af,Canada,0.0,7050142610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59710.4475708129,0.0,,57.4650990336825,5,-103.29140677386081,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005b0,Canada,0.004472852135312934,7050284070,0.004472852135312934,0.32534564498015417,0.14588173248524164,0.0,0.004472852135312934,0.0,0.0,0.004472852135312934,0.0,0.0,5738.50854132924,0.32534564498015417,,49.77296459809793,5,-98.5414081037683,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005b2,Canada,0.0,7059000230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6669.64328172317,0.0,,57.30233488217665,5,-102.361275643257,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005b4,Canada,0.0,7050192560,0.0,1.0159622230917699E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5547.55428188615,1.0159622230917699E-5,,52.383577204018415,5,-98.71962892810113,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005b6,Canada,0.0,7050159950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5896.83783938089,0.0,,54.31263782853634,5,-98.90394998397743,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005b8,Canada,0.0,7050134090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16160.0168114469,0.0,,55.05847831346102,5,-99.07900365071792,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005ba,Canada,0.0,7050203140,0.0,0.0081864184296064,0.005666949682077767,3.654600942421228E-4,0.0,0.0,0.0,0.0,0.0,0.0,13357.0709816137,0.0081864184296064,,52.20114305992765,5,-115.91873539252923,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005bb,Canada,0.0,7050132870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20342.9981187025,0.0,,55.72470556326073,5,-98.84881180956116,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005bc,Canada,0.0,7050250980,0.0,0.19735711313384025,0.03649749014366039,0.023833755922147027,0.0,0.0,0.0,0.0,0.0,0.0,10842.9854072831,0.19735711313384025,,50.19758423480464,5,-96.8217264037817,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005c0,Canada,0.0,7050159850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19656.4021627726,0.0,,53.82678498417859,5,-97.33270903376558,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005c1,Canada,0.0,7050202930,0.0,4.691200248991E-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7075.32012910779,4.691200248991E-8,,52.718074784421574,5,-116.39148967972632,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005c4,Canada,0.0,7050134100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9120.83882384583,0.0,,55.21060185643972,5,-97.30271791633976,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005c6,Canada,0.0,7050298200,0.0,3.1109156282451545E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36088.3595710342,3.1109156282451545E-4,,51.234007908502,5,-117.65751215818581,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005ef,Canada,0.0,7050142810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3805.16919044833,0.0,,55.429948678048575,5,-103.85729560774615,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005f0,Canada,0.0,7059000510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3624.88217510478,0.0,,56.92468159615619,5,-98.92729140729304,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005fa,Canada,0.0,7050398580,0.0,0.10400663252555811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782.499673923513,0.10400663252555811,,45.554888439224655,5,-75.60986803377813,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005fb,Canada,0.0,7059007000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.369785057377,0.0,,46.80704490565643,5,-75.8323304277577,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005fc,Canada,0.0,7059002900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.056028904679,0.0,,47.33583882120633,5,-76.56840975667883,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005fd,Canada,0.0,7059001060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1520.4664972649,0.0,,48.54997570296134,5,-74.79728310769633,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000600,Canada,0.0,7059001700,0.0,0.0019587539158854713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070.91935676556,0.0019587539158854713,,48.58575333406093,5,-72.04285377676564,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000603,Canada,0.0,7059005450,0.0,0.001574087058731787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.139189983936,0.001574087058731787,,47.60163701726529,5,-78.87825738358117,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000604,Canada,0.0,7059006210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.30256055846,0.0,,50.11748344671833,5,-71.25749052753136,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000605,Canada,0.0,7059001860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,968.642396995072,0.0,,49.57032962688133,5,-70.37545235987189,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000606,Canada,0.0,7059003090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.970420865952,0.0,,50.725638863509346,5,-70.75120853485537,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000607,Canada,0.0,7059001760,0.0,0.00241908207507958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1036.69243274668,0.00241908207507958,,48.735752546446676,5,-79.78545785160348,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000608,Canada,0.0,7059002790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.493158189705,0.0,,50.09822172775075,5,-69.13158200144484,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000609,Canada,0.0,7050431350,0.0,0.36151457635246487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4163.78994418954,0.36151457635246487,,44.19166296684947,5,-81.00448411942317,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000060a,Canada,0.0,7059001580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1117.82486194889,0.0,,52.51802582077564,5,-76.41508750505369,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000060b,Canada,0.0,7059000660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2653.95923710562,0.0,,53.734575290152826,5,-75.27292551404037,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000060c,Canada,0.0,7059000940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1817.31562531814,0.0,,51.36898562189465,5,-68.6568209396563,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000060d,Canada,0.0,7059001980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,915.178899153483,0.0,,53.963004933912096,5,-73.25911032567839,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000060e,Canada,0.0,7050035370,0.0,0.01003902284346472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2362.57971509875,0.01003902284346472,,48.25279964981403,5,-66.51212061751379,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000060f,Canada,0.0,7059000540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3495.45488204766,0.0,,53.76948720634319,5,-76.79142638585559,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000610,Canada,0.0,7050035360,0.0,4.99943093753901E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3135.58125033576,4.99943093753901E-4,,48.58874965500774,5,-66.28350249268044,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000611,Canada,0.0,7050262320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2655.30911502807,0.0,,50.29222244895722,5,-81.93749560651968,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000613,Canada,0.0,7050252580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3922.75455155375,0.0,,50.922738315688164,5,-81.72111488257481,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000614,Canada,0.0,7050241310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3451.93421012327,0.0,,50.92178082662603,5,-83.6370413996953,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000006e2,Canada,0.0,7050192420,3.2739484475607597E-6,0.08189824619115103,0.06488614266019753,0.01598222639594882,0.0,0.0,0.0,3.2739484475607597E-6,0.0,0.0,75999.5400019798,0.08189824619115103,,53.87332884305934,5,-102.95619119471402,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000158d,Canada,0.0,7050021740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88084.4820538415,0.0,,56.81649585106566,5,-98.79409742911606,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001590,Canada,0.0,7050192440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8501.16220323233,0.0,,52.67687907913389,5,-95.99379750632534,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001596,Canada,0.0,7050177910,0.0,0.0013213948802677938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32630.5006889169,0.0013213948802677938,,53.72163860779318,5,-121.19353520607636,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001599,Canada,0.0,7050234050,7.56347294196695E-5,0.003496029905528215,6.520018640621218E-4,4.6246146877528026E-4,0.0,0.0,0.0,7.56347294196695E-5,0.0,0.0,25420.5391860182,0.003496029905528215,,52.55838653416197,5,-121.78327094185344,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000159a,Canada,0.0,7050274850,5.759244339479893E-5,8.527886992313975E-4,0.0,0.0,0.0,0.0,0.0,5.759244339479893E-5,0.0,0.0,16073.8542512529,8.527886992313975E-4,,50.99665151744935,5,-122.34930552394094,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000015a8,Canada,0.0,7050206690,0.0,0.005287204881974856,0.004630534417904809,0.0019337863304632304,0.0,0.0,0.0,0.0,0.0,0.0,45780.709222622,0.005287204881974856,,51.689936077274034,5,-95.28842885415062,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000015a9,Canada,0.0,7050021620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49503.7363540481,0.0,,58.71158325099859,5,-98.96745251024021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000015ab,Canada,0.0,7050129240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30628.0211073207,0.0,,55.217202399555816,5,-95.25952592814066,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000015ac,Canada,0.0,7050163780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16922.8873212069,0.0,,53.71588936435024,5,-94.67547117074069,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000015ae,Canada,0.0,7050191640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23834.5316134476,0.0,,52.83170550386379,5,-93.75729777739043,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000015af,Canada,0.0,7050022240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18412.1844103391,0.0,,56.52490806616329,5,-94.79467253924066,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000015b0,Canada,0.0,7050147190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15518.9506724826,0.0,,54.42024388663979,5,-93.10129261301724,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000015b2,Canada,0.0,7050191700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11736.7519218586,0.0,,52.597431144367725,5,-91.71669435664064,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000015b5,Canada,0.0,7050163620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5185.81732063902,0.0,,54.294052309095626,5,-95.66241526719897,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000015b6,Canada,0.0,7050146980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5679.16383507542,0.0,,54.908856537873035,5,-93.83765648088936,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000015b7,Canada,0.0,7050022270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4894.89975058973,0.0,,56.421377046565006,5,-93.22028802950761,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001845,Chile,0.0,6050028300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77723.4368556118,0.0,,-24.825303849454023,5,-69.82748318745038,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000019a3,Chile,0.0,6050024070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39223.7599149582,0.0,,-46.11464243432787,5,-74.02804498118742,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000083,China,0.0,4050784890,9.880026883783341E-5,0.0016134156461691416,0.0,0.0,0.0,0.0,0.0,9.880026883783341E-5,0.0,0.0,20232.8254069024,0.0016134156461691416,,29.769529730677736,5,87.14360164802416,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000084,China,0.0,4050050610,0.0,1.067492369653848E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61494.496768691,1.067492369653848E-6,,30.890425838274556,5,85.18899247279111,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000085,China,0.0,4050050780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40913.4170751688,0.0,,32.10193383814818,5,85.81326252637592,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000088,China,0.0,4050050810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72001.4860094048,0.0,,32.62316898722964,5,82.27128613095962,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000008a,China,0.0,4050050470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61236.5190623975,0.0,,31.523323229915416,5,89.204195923286,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000008c,China,0.0,4050051270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70180.238977995,0.0,,33.45059327848265,5,85.69054999856664,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000008f,China,0.0,4050050910,0.0,8.670097460218734E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28274.8700494538,8.670097460218734E-7,,31.25534401479545,5,90.61807519424099,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000090,China,0.0,4050786460,0.0013755787129082827,0.006936782895648919,4.994829291001514E-4,0.0,0.0,0.0,0.0,0.0013755787129082827,3.842549313468733E-4,0.0,32592.2508513015,0.006936782895648919,,30.235091414520177,5,91.62143880329832,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000091,China,0.0,4050050950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54904.8216391736,0.0,,33.07671900010875,5,89.12101866629513,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000095,China,0.0,4050051160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23953.699829956,0.0,,34.398887641724365,5,88.65250788306672,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000097,China,0.0,4050718400,9.719983417572324E-6,3.25431565033122E-5,0.0,0.0,0.0,0.0,0.0,9.719983417572324E-6,0.0,0.0,29220.4991315697,3.25431565033122E-5,,31.74081621026339,5,92.33708773294266,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000009b,China,0.0,4050051340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26228.5159175145,0.0,,35.20500118870387,5,90.1026964499179,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000009c,China,0.0,4050718180,3.2315798585776447E-7,4.5941528024653714E-6,0.0,0.0,0.0,0.0,0.0,3.2315798585776447E-7,0.0,0.0,13929.0668898244,4.5941528024653714E-6,,32.207353309896824,5,93.49718523214098,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000f5e,China,0.0,4050469310,0.18372797170273233,0.19820718536630452,0.19427847404334622,0.0,0.0,0.0,0.0,0.18372797170273233,0.18004631094689766,0.18004631094689766,106.973950891824,0.19820718536630452,,39.62791917057798,5,78.94920804227047,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000f5f,China,0.0,4050462930,0.01826625670064675,0.028042974367499963,0.019251011520730065,0.0,0.0,0.0,0.0,0.01826625670064675,0.013230534473685758,0.013230534473685758,326.30806298846,0.028042974367499963,,39.705554796109006,5,79.20880312448396,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000fa1,China,0.0,4050492110,0.1035120211736598,0.11059249138354266,0.10921640694606667,0.1007184703794165,0.0,0.0,0.0,0.1035120211736598,0.10019271879138027,0.005591878372507743,7718.36728439935,0.11059249138354266,,37.9917486101581,5,76.67405711333654,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000fa3,China,0.0,4050469430,0.2150631004887065,0.2268376271973941,0.2144383374487346,0.1721800772381049,0.0,0.0,0.0,0.2150631004887065,0.20093148987164888,0.18360266056390878,2621.6927691169,0.2268376271973941,,39.28641270410638,5,78.04376951554242,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000ffb,China,0.0,4050505600,0.0421835033752477,0.04523671851542079,0.043969943148827635,0.04286853782938657,0.0,0.0,0.0,0.0421835033752477,0.04121093170082174,0.04121093170082174,7006.0704156186,0.04523671851542079,,38.08951893890812,5,80.03190280935108,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000ffc,China,0.0,4050510750,0.00178483768245552,0.00219030534891306,0.0021156653298889687,6.185917140574135E-4,0.0,0.0,0.0,0.00178483768245552,6.436196409753148E-4,6.436196409753148E-4,2098.88559670054,0.00219030534891306,,37.91212344737666,5,80.17442618650732,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000ffd,China,0.0,4050438130,0.0018014420592988836,0.0019428945267919494,0.001849253306886078,3.9478402132696365E-4,0.0,0.0,0.0,0.0018014420592988836,0.0016163016502116281,0.0,6269.57544450629,0.0019428945267919494,,38.973862720126654,5,80.95368398281968,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000ffe,China,0.0,4050505750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1077.84794442963,0.0,,37.80833046871102,5,81.03635114409857,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001017,China,0.0,4050509080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.393893799437,0.0,,38.12699029360454,5,80.724638046086,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001031,China,0.0,4050441830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1318.0531862473,0.0,,40.49796477859123,5,84.13621489349643,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001067,China,0.0,4050440700,0.0068571582095087475,0.007215330784101354,0.006897769491611297,0.006534656782946815,0.0,0.0,0.0,0.0068571582095087475,0.004243682984533198,0.0,22348.2413664501,0.007215330784101354,,39.64997583071974,5,81.70478662416222,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001068,China,0.0,4050439980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15033.9479695404,0.0,,39.602573425046856,5,82.32135688082332,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001069,China,0.0,4050440840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6513.01590094853,0.0,,39.54603761265088,5,83.28483565984294,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000106a,China,0.0,4050427010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19031.861201889,0.0,,40.02745600136579,5,84.7843790754787,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000106e,China,0.0,4050416430,0.0,1.833824655464326E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6415.21799734494,1.833824655464326E-6,,39.877347686126406,5,85.64839616421214,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000106f,China,0.0,4050427020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9140.30980712957,0.0,,39.009537297513326,5,85.17626252602848,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001070,China,0.0,4050452670,0.0020613593184610666,0.002853607225051899,0.0018519990551039076,1.334340468066172E-4,0.0,0.0,0.0,0.0020613593184610666,0.0016142956567715048,1.3787842221691017E-4,27864.8563438644,0.002853607225051899,,39.90283449607836,5,86.51370058626435,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001073,China,0.0,4050469570,0.004844075513446818,0.00751844741219197,0.005570984973285521,0.002176134023632626,0.0,0.0,0.0,0.004844075513446818,0.004073669045375647,0.0033625373126145537,23085.5580397231,0.00751844741219197,,37.967612641606515,5,79.00468718874998,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001074,China,0.0,4050440300,0.004709314479103896,0.006351229200655655,0.005377638887206314,0.0033819183132095983,0.0,0.0,0.0,0.004709314479103896,0.00399290561539905,0.0035238350408422175,40663.8478394142,0.006351229200655655,,37.45670567725147,5,82.08478991883645,"{""type"":""MultiPoint"",""coordinates"":[]}"
