system:index,CntrName,HYBAS_ID,area_km2,dummy,lat,lev,lon,.geo
2_00000000000000000d87,Saudi Arabia,2050083580,6440.494312679,,24.608605530122347,5,38.45777999229805,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000d88,Saudi Arabia,2050904110,11454.9577199668,,24.895043998909713,5,39.094167285163635,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000d89,Saudi Arabia,2050914280,16102.2113604485,,24.800871099581148,5,40.58829561164399,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000d8a,Saudi Arabia,2050912850,5119.42104484563,,23.960874221970393,5,39.63027696826506,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000d8b,Saudi Arabia,2050086670,16652.4734488532,,27.271983460000026,5,42.681143791374495,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000d8c,Saudi Arabia,2050083180,23426.7732721985,,23.27810049604926,5,39.258657542819996,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001450,Saudi Arabia,2050087030,12675.6156033497,,26.613309383143438,5,43.327752750780114,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001451,Saudi Arabia,2050086470,9059.16582363574,,25.29289070650678,5,44.50465351480682,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001452,Saudi Arabia,2050085970,18022.5144726762,,24.692782851029175,5,43.885136297127175,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001453,Saudi Arabia,2050914340,18726.2908918961,,23.879642642710728,5,41.109555176213284,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001454,Saudi Arabia,2050085660,57403.88726993,,23.365383521421123,5,44.9772625309165,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001455,Saudi Arabia,2050086170,55830.8633675893,,22.53609805429551,5,41.33391427206851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000145b,Saudi Arabia,2050086770,8063.73508739444,,23.384455561155185,5,43.39457206973866,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000145d,Saudi Arabia,2050086270,12575.5542378825,,22.07094358862952,5,45.160203488856325,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000145e,Saudi Arabia,2050090050,4377.07096800155,,24.528422130041267,5,45.703386321003755,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000145f,Saudi Arabia,2050088040,4406.27961378532,,24.896140908688018,5,42.7200416702581,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001460,Saudi Arabia,2050086650,5421.58181373381,,22.626060455176656,5,42.76162212601885,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001464,Saudi Arabia,2050903020,3255.01399821621,,25.18191185934882,5,38.17121669174759,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001465,Saudi Arabia,2050912860,2944.16866326059,,24.511489363382402,5,39.88691212555529,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001466,Saudi Arabia,2050083170,5206.58196390555,,22.260401415382113,5,39.81931820468423,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001467,Saudi Arabia,2050083010,5043.69392595011,,21.819890157175397,5,39.426592072929964,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001468,Saudi Arabia,2050083000,5225.60357048932,,21.651792791670122,5,40.01512842742325,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000001d3,Serbia,2050555600,663.920471294534,,45.05680590263855,5,20.30394244261317,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000935,Somalia,1051139500,23854.3161543886,,1.398155545168531,5,43.26787003365948,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000095e,Somalia,1050008100,1419.82624109865,,-0.174865199833297,5,42.524828342881975,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000009c0,Somalia,1050043030,7725.01178932014,,3.874062073815248,5,47.105134992307704,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000009c2,Somalia,1050044410,6859.26182957965,,5.090041782696009,5,47.090339965686624,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000009c5,Somalia,1050007270,30832.2069566443,,5.583567546421994,5,47.99976603277479,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000a6f,Somalia,1050007070,7767.27804579306,,8.590357759395399,5,49.89148365883118,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000a70,Somalia,1050007060,6490.16745191541,,9.117258638037088,5,49.509432235040514,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000a72,Somalia,1050006850,28505.1729705016,,10.448636198134396,5,49.49290506151973,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000a73,Somalia,1050006860,7009.06827873651,,9.782439915119284,5,50.516883417997974,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000a74,Somalia,1050006520,4762.23493322734,,11.310003272211176,5,50.28503446951527,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000a75,Somalia,1050006530,11058.3159987988,,11.238297046766393,5,50.76368540034483,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000a3f,Somaliland,1050005720,5318.23982262305,,10.18749526675902,5,45.729089383101204,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000a40,Somaliland,1050007260,64429.0181972429,,9.112065320064703,5,47.413786261325384,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000a41,Somaliland,1050007000,25971.3522859856,,9.857038771675395,5,48.726601847134276,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000a6d,Somaliland,1050005860,4777.95989965348,,10.130239774888642,5,46.47011650446801,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000a6e,Somaliland,1050005880,4152.91823036077,,10.295658687319285,5,46.80761907892375,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000a71,Somaliland,1050005890,14309.7358174238,,11.004899782852537,5,48.384953775393335,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000006e5,South Africa,1051608870,20189.5344276299,,-26.982893318219197,5,29.3916156098708,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000006e6,South Africa,1051623270,14041.9269743773,,-28.111992056563455,5,25.213421662215428,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000006e7,South Africa,1051623250,30998.9577087176,,-27.16430374305734,5,24.9206789338545,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000006e8,South Africa,1050014370,21311.4205207453,,-32.715317254326834,5,24.81752364382013,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000006e9,South Africa,1051626210,71140.7077652563,,-29.709505229032047,5,22.830128059796913,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000006ea,South Africa,1050014490,34786.6311636376,,-32.73289975867203,5,23.63262203652314,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000006eb,South Africa,1051626200,84979.3568660047,,-30.694775761443655,5,21.165159500713738,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000006ec,South Africa,1050014920,45062.4244158854,,-33.19879485580949,5,21.735286814695,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000006ee,South Africa,1050045460,10550.2198766346,,-30.17282114143767,5,19.58867084487247,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000006ef,South Africa,1050015560,46329.4677718914,,-31.820240900223524,5,19.393941002244755,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000006f2,South Africa,1050014930,15659.4629691674,,-33.93837145916488,5,20.16782743691781,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000006f4,South Africa,1050015390,7794.04736784919,,-33.20014496161383,5,18.726987186697777,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000006f5,South Africa,1050015030,12586.3606255011,,-34.06861648869617,5,19.191329824025043,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000006f6,South Africa,1050015720,10156.2905178791,,-29.781132310392657,5,17.849328743522967,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000008fe,Sudan,1050664460,34070.8309715008,,12.480803654101772,5,30.791603062919272,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000b68,Sudan,1050002300,11187.4619441933,,18.91764278201783,5,37.1748206124088,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000b6b,Sudan,1050001510,42283.1275511277,,20.899393446279042,5,35.862354699719226,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000b6c,Sudan,1050001520,16154.4898817153,,21.2020561933926,5,36.754692894244904,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000041f,Sweden,2050031750,8899.86221162986,,58.980460373084846,5,16.967032934789902,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000421,Sweden,2050031970,27305.2566572555,,57.13535148520259,5,15.67911817224859,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000424,Sweden,2059001050,1553.5913082511,,59.426858380593096,5,17.218869672884125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000042c,Sweden,2050031500,7425.74942674902,,59.98268599075651,5,18.194712122107177,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000042f,Sweden,2050031740,20785.4740576931,,59.68381867929184,5,16.121761133397328,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000430,Sweden,2050031960,13313.2672948773,,58.2517572248965,5,15.119863825975145,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000431,Sweden,2050032670,4600.73842855326,,56.35139103867463,5,14.003096616058754,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000432,Sweden,2050033010,6306.1695148418,,57.06807717113172,5,13.951085499172144,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000433,Sweden,2050032680,7947.91870552238,,55.8607271865633,5,13.365817386906281,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000434,Sweden,2059000290,5537.14291083591,,58.90913990695931,5,13.297597955980377,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000435,Sweden,2050033020,13882.278063582,,57.41972445721007,5,12.89843318085092,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000453,Sweden,2050030490,5390.59978665146,,64.31544231433777,5,20.45025097909323,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000454,Sweden,2050030660,15655.0421518802,,63.7795216601159,5,18.444436646401723,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000047f,Sweden,2050030170,6666.31909907742,,66.27933292404367,5,21.67650959865466,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000480,Sweden,2050030160,17213.5102217715,,67.1680397686902,5,21.141354870311453,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000f9c,Tajikistan,4050508720,4456.04227162777,,38.56421806232094,5,72.86991812110782,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000898,Tanzania,1051289610,29088.8888470502,,-8.31379322148796,5,34.50043835159769,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000899,Tanzania,1051289620,5383.91611672909,,-7.977080775013548,5,35.542521670861746,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000089b,Tanzania,1051285400,2994.82382575039,,-7.294475080435789,5,35.338167222643015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000089c,Tanzania,1051285320,27576.7898768549,,-6.770254930244906,5,34.53888788071443,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000089f,Tanzania,1051299770,8192.25410253676,,-8.370769885195347,5,38.32547454905128,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000008a0,Tanzania,1051299550,19814.3300369817,,-7.348237027766723,5,36.409705247131534,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000008a1,Tanzania,1051299640,5283.45342124239,,-7.656440804931328,5,38.13687141187513,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000008a2,Tanzania,1050009450,5639.13896886068,,-7.8567347101291,5,38.8252855039574,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000008a3,Tanzania,1050009170,17540.8836500158,,-6.97290672369813,5,38.12471521098369,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000008a4,Tanzania,1050009180,7749.55777836381,,-7.16438812867769,5,39.12331717865913,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000008a5,Tanzania,1050009130,43115.5543409834,,-6.162473598213817,5,36.948708591655304,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000008a6,Tanzania,1050040800,26823.7669772123,,-5.475974452144809,5,35.32945825704484,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000008a7,Tanzania,1050009020,7743.83700496219,,-5.706123060726141,5,38.31542746891161,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000008a8,Tanzania,1050040440,62738.2008150001,,-4.390491484233093,5,34.1601246075836,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000c73,Tanzania,1059004110,443.86607783635,,-7.051617268666128,5,35.827015461440105,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000c75,Tanzania,1050009140,243.446577387515,,-6.329951975914649,5,38.78973418671169,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000000,Thailand,4050018240,522.172874374689,,13.554636407396442,5,100.75773761787084,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000001,Thailand,4050018290,464.512753803912,,13.576074025638164,5,100.41877214188905,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000010fc,Thailand,4050018330,12883.5635849109,,14.427514482916102,5,99.93546883101541,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000238,Turkey,2050003440,3165.27486440317,,41.03682180572042,5,29.71322912230048,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000d8d,Turkey,2059004640,395.437195331252,,38.847716631202886,5,39.06045583949761,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000da5,Turkey,2050668190,22625.9964200908,,39.59556034916413,5,39.315547761349485,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000da8,Turkey,2050004140,2949.60502754148,,41.22632937745402,5,36.209189414319304,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001433,Turkey,2050668200,40145.6904043486,,39.17728108736513,5,41.21082864409149,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001434,Turkey,2050004280,36363.2067577526,,40.31899267123,5,36.718474172971774,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001435,Turkey,2050004130,80864.2363769338,,39.90465405911402,5,34.89239416017166,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001436,Turkey,2050085960,56416.969446615,,38.0427921769854,5,32.88031195866641,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001437,Turkey,2050003560,29877.8448768125,,41.3007708679534,5,32.85248624288572,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001438,Turkey,2050003550,62896.218347904,,39.695346156362724,5,31.34817760189023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000144b,Turkey,2050002110,134797.398046432,,38.46911325686074,5,28.716387629109104,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000dab,Turkmenistan,2050066350,4431.21397865314,,40.25498169808888,5,53.146948125564364,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000efb,Turkmenistan,2050066040,21416.2100545706,,38.67386817636416,5,54.43203502646501,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000f09,Turkmenistan,2050669710,7266.38401814659,,38.638583075457696,5,59.58792626405892,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000f9e,Turkmenistan,2050671440,2629.93251181994,,38.90707050459419,5,59.22225458538918,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000234,Ukraine,2050416550,19352.8807473727,,50.41301785773645,5,29.247007931915185,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000239,Ukraine,2050008010,2864.14368399355,,46.913934282827675,5,31.52578336130018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000023b,Ukraine,2050454840,6315.73969116652,,49.094182437140084,5,32.38564111554962,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000023c,Ukraine,2059000910,1888.05636957266,,49.29526499176164,5,32.668303509681444,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000023d,Ukraine,2050448170,19076.2557502734,,50.447508081609,5,32.88436890684985,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000023e,Ukraine,2050459250,2282.64397191012,,48.83646906197965,5,33.689358402976154,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000241,Ukraine,2050448220,27149.083896328,,49.85359758163537,5,30.823436365054377,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000242,Ukraine,2050469820,12695.8076801635,,49.09268843907881,5,35.21268196739429,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000243,Ukraine,2059000790,2148.52466357026,,47.430706176508124,5,34.48609707121243,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000266,Ukraine,2059002770,651.716218266046,,50.91233678914108,5,30.482769514794754,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000267,Ukraine,2050007940,1100.64722919885,,46.74933618375125,5,32.16315452827513,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000002af,Ukraine,2059003770,485.613854963229,,49.98214097711062,5,31.26867953801421,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000002b0,Ukraine,2059003390,540.984887819052,,48.80660663889402,5,34.08104422457763,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000308,Ukraine,2050007930,43484.0294592784,,47.67498440446411,5,33.85724156323781,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000309,Ukraine,2050469830,22801.685695167,,48.20183356537534,5,36.39793723599688,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000540,United States of America,7059007100,268.767095423963,,48.145367243625095,5,-118.36227497770322,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000544,United States of America,7059005020,365.91029982947,,48.15692411749308,5,-116.43898376721785,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000545,United States of America,7059006670,281.008362360028,,42.41274450893248,5,-121.9282704724491,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000546,United States of America,7050438790,370.346700020287,,43.9134926852403,5,-116.97888890780733,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000547,United States of America,7059003640,501.958458719487,,47.88577861530227,5,-114.13320885429438,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005a7,United States of America,7050508350,25938.7609361262,,42.21573590901819,5,-109.6121582994403,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005a9,United States of America,7050527230,21329.6466899567,,40.76396248170574,5,-107.64023405856081,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005aa,United States of America,7050508340,9553.44386704431,,41.46434317972835,5,-110.32054301345883,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005ab,United States of America,7050073740,16824.6847718922,,43.98208397715209,5,-112.9704085389862,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005ac,United States of America,7050526960,8301.90102326518,,40.95420887436961,5,-109.2558636513452,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005b1,United States of America,7050539540,12940.92762525,,39.95494817074237,5,-108.54387411615096,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005b3,United States of America,7050538950,9923.99120957592,,40.34821265306428,5,-110.48090487478777,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005b5,United States of America,7050388580,36265.6108544203,,44.92945787115715,5,-114.84490294183588,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005b7,United States of America,7050585120,67990.9054510738,,38.88719477569509,5,-107.82573193995313,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005b9,United States of America,7050585110,23508.1581546505,,39.2834197472269,5,-110.35959284694742,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005bd,United States of America,7050334790,17384.6715096014,,47.574758057891316,5,-116.71736608718909,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005be,United States of America,7050444390,10348.4322531275,,43.66357827094875,5,-115.74030591280378,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005bf,United States of America,7050379310,50994.5225890338,,46.30602636320735,5,-116.66623175240933,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005c2,United States of America,7050466690,8822.60506106183,,42.26399860861109,5,-115.65250543585874,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005c3,United States of America,7050388740,27508.5540084818,,44.65953981345793,5,-116.79852140012879,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005c5,United States of America,7050445160,6069.3960095805,,43.20040439558446,5,-116.60343212775038,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005f1,United States of America,7059001490,1148.29159132118,,48.03206094586808,5,-94.91476140345188,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005f2,United States of America,7059004310,421.899052852653,,47.161327760733485,5,-94.40544997845281,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005fe,United States of America,7050039070,3689.3749718843,,43.245891404126816,5,-70.90230318375781,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000005ff,United States of America,7050038990,2947.65272230476,,43.88300877791181,5,-70.39233463190259,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000601,United States of America,7059005520,335.826440722243,,45.66533755006271,5,-69.66145795672995,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000602,United States of America,7050038820,3472.64332935313,,44.18777679147538,5,-69.3330836548696,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000612,United States of America,7050042250,1071.13111901286,,36.059797858976445,5,-76.92559769018301,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000615,United States of America,7059003110,581.703129982645,,36.173053606717,5,-114.43558429432542,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000616,United States of America,7050694250,298.660505012826,,33.30121984714732,5,-112.1669238032779,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000617,United States of America,7050629520,275.589041320629,,36.34017404590876,5,-112.67957364222326,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000618,United States of America,7059003660,498.087939783694,,39.095920064556516,5,-120.03351199173817,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000619,United States of America,7050570620,124.649938553272,,38.79082932508344,5,-121.68328898487475,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000061a,United States of America,7059005000,364.965631329067,,40.20959584280521,5,-111.8237731887401,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000061b,United States of America,7050627570,2211.45335243689,,36.22226780269371,5,-112.20740239350073,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000061c,United States of America,7050074870,1898.05484263618,,38.45081841810295,5,-113.73868170379154,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000006e3,United States of America,7050466540,81435.1390113404,,43.06361572812522,5,-112.89686376584264,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000006e4,United States of America,7050073620,85506.0418014431,,40.81731402153784,5,-112.6958383920296,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000158e,United States of America,7050445150,28449.3665127385,,42.46396122778891,5,-117.02087233432484,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000158f,United States of America,7050438780,12189.9637788131,,43.89073356283635,5,-118.01438909396379,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001591,United States of America,7050329490,7315.37283727084,,48.113298150972355,5,-119.0006433388164,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001592,United States of America,7050538960,4247.94110550045,,40.4698672236206,5,-109.42805155193564,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001593,United States of America,7050379430,50616.6824782545,,47.26486329122221,5,-119.95097032502105,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001594,United States of America,7050395190,40936.6727290989,,45.30461238951666,5,-119.36345994158354,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001595,United States of America,7050073780,44684.0276131064,,42.78717891998524,5,-119.77346936509997,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001597,United States of America,7050394690,11322.3073850944,,45.758049506368636,5,-121.54330999017736,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001598,United States of America,7050395340,27785.4375814446,,44.26628639825093,5,-120.98039377815076,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000159b,United States of America,7050073870,30077.2301141586,,39.61076057516673,5,-114.8018303459523,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000159c,United States of America,7050014930,12267.8037365149,,46.237205086433924,5,-122.37853809164638,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000015aa,United States of America,7050415980,43903.5756317812,,44.67895220579446,5,-95.19992466223185,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000015ad,United States of America,7050415850,50372.8703241787,,46.245906435713636,5,-94.25771475943529,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000015b1,United States of America,7050531210,37759.4260092578,,42.2246849344033,5,-94.10098963896864,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000015b3,United States of America,7050335300,30445.3866488193,,46.916292022946834,5,-91.11022771535112,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000015d6,United States of America,7050013550,103.874329998982,,38.017238283863904,5,-121.89139520563883,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000015d7,United States of America,7050074080,21471.1040633334,,34.26398204650038,5,-115.56474195561734,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000015d8,United States of America,7050675410,13945.7768968852,,34.65852080601956,5,-113.3716780428565,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000015da,United States of America,7050012590,6499.2998112006,,33.943638183407714,5,-117.26710607634735,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000015db,United States of America,7050675400,20091.7641180547,,35.37859263100145,5,-114.67923531673881,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000015dc,United States of America,7050694150,35496.915402121,,34.29774818326808,5,-111.3857142574292,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000015de,United States of America,7050633600,11599.5520258567,,36.10809872515086,5,-113.59862822402921,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000015df,United States of America,7050629700,7716.30225852624,,35.75864493014217,5,-112.39749073865455,"{""type"":""MultiPoint"",""coordinates"":[]}"
