system:index,CC,CntryNm,GW,Ir,IrNeed0,IrNeed3,IrNeed6,OverGW0,OverGW3,OverGW6,OverIR0,OverIR3,OverIR6,Region,aq_id,code,countrs,crp,dummy,name,.geo
2_0000000000000000039e,BOL,Bolivia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMER,1,S032,Bolivia (Plurinational State of); Chile; Peru,0.0,,Laguna Blanca,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000039f,CHL,Chile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMER,1,S032,Bolivia (Plurinational State of); Chile; Peru,0.0,,Laguna Blanca,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000003a0,PER,Peru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMER,1,S032,Bolivia (Plurinational State of); Chile; Peru,0.0,,Laguna Blanca,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000105,AFG,Afghanistan,0.0,0.050614058427862874,0.07701068082946225,0.07701068082946225,0.060669864771000157,0.0,0.0,0.0,0.050614058427862874,0.0,0.0,ASIA,156,AS041,Afghanistan; Tajikistan,0.07701068082946225,,Amu Darya (1),"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000013c,AFG,Afghanistan,0.0,6.897948698005459E-4,0.0023820028215970437,0.0023820028215970437,0.0015514918139051398,0.0,0.0,0.0,6.897948698005459E-4,0.0,0.0,ASIA,175,AS070,Afghanistan; Tajikistan,0.0023820028215970437,,Vakhsh Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000140,CHN,China,0.0,0.14913010534444557,0.20923651399115806,0.1716590528739527,0.1089133248134584,0.0,0.0,0.0,0.14913010534444557,0.11133402855011795,0.032309518658976404,ASIA,178,AS072,China; Kazakhstan,0.20923651399115806,,Ile River Valley,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000142,CHN,China,0.0,0.20130827357529338,0.2833834039283497,0.2663075384342206,0.1380176775729051,0.0,0.0,0.0,0.20130827357529338,0.1952228861548353,0.09997825902382582,ASIA,180,AS074,China; Kazakhstan,0.2833834039283497,,Tacheng Basin / Alakol,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000144,CHN,China,0.0,0.09864590911279629,0.10797866281158497,0.058475116189973426,0.005246500109857751,0.0,0.0,0.0,0.09864590911279629,0.04023078199770466,0.007208132168113635,ASIA,313,AS076,China; Kazakhstan,0.10797866281158497,,Zaisan Artesian Basin / Ertix River Plain,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000146,MNG,Mongolia,0.0,5.269406104578552E-6,7.318985232831361E-4,9.998666909989147E-6,0.0,0.0,0.0,0.0,5.269406104578552E-6,0.0,0.0,ASIA,189,AS077,Mongolia; Russian Federation,7.318985232831361E-4,,Yenisei Upstream,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000148,CHN,China,0.0,0.006501420959649596,0.11162473911192922,0.029013890722477398,0.0016652993643483426,0.0,0.0,0.0,0.006501420959649596,0.0,0.0,ASIA,248,AS081,China; Myanmar,0.11162473911192922,,Nu River Valley Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000149,MMR,Burma,0.0,1.6461957677639823E-4,0.02594967326986404,1.4812492719333462E-7,0.0,0.0,0.0,0.0,1.6461957677639823E-4,0.0,0.0,ASIA,248,AS081,China; Myanmar,0.02594967326986404,,Nu River Valley Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000014a,MMR,Burma,0.0,0.007344724301471933,0.06613633356038287,0.0020359932490625066,0.0,0.0,0.0,0.0,0.007344724301471933,0.0,0.0,ASIA,241,AS082,Myanmar; Thailand,0.06613633356038287,,Salween River Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000014b,THA,Thailand,0.0,0.01728488523288616,0.07255540866892873,0.02299132104984495,0.0,0.0,0.0,0.0,0.01728488523288616,1.0330105772588269E-4,1.2843465231162023E-5,ASIA,241,AS082,Myanmar; Thailand,0.07255540866892873,,Salween River Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000014c,CHN,China,0.0,0.008839862651379597,0.11697270808090555,0.012151490230527657,0.003016261867400613,0.0,0.0,0.0,0.008839862651379597,1.6998341125763777E-4,0.0,ASIA,238,AS083,China; Vietnam,0.11697270808090555,,Upriver of Zuo River,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000014d,VNM,Vietnam,0.0,4.149793507577973E-4,0.01786228350419989,0.0,0.0,0.0,0.0,0.0,4.149793507577973E-4,0.0,0.0,ASIA,238,AS083,China; Vietnam,0.01786228350419989,,Upriver of Zuo River,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000014e,CHN,China,0.0,4.2919572745958194E-4,0.015946895306746464,0.0,0.0,0.0,0.0,0.0,4.2919572745958194E-4,0.0,0.0,ASIA,199,AS086,China; Democratic People's Republic of Korea,0.015946895306746464,,Upper Yalu River Basin,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000014f,PRK,"Korea, North",0.0,0.0010740262301898343,0.0379582549300287,0.001510037952866608,0.0,0.0,0.0,0.0,0.0010740262301898343,0.0,0.0,ASIA,199,AS086,China; Democratic People's Republic of Korea,0.0379582549300287,,Upper Yalu River Basin,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000150,CHN,China,0.06503765917090634,0.06581776432574171,0.5004336127949528,0.026056546150940562,0.0,0.06503765917090634,0.0,0.0,0.06581776432574171,0.0,0.0,ASIA,200,AS087,China; Russian Federation,0.5004336127949528,,Middle Heilongjiang - Amur River Basin,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000152,IDN,Indonesia,0.0,0.0,0.0013900646159180226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASIA,277,AS088,Indonesia; Papua New Guinea,0.0013900646159180226,,Merauke - Ketu Basin Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000153,PNG,Papua New Guinea,0.0,0.0,2.082209591204127E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASIA,277,AS088,Indonesia; Papua New Guinea,2.082209591204127E-6,,Merauke - Ketu Basin Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000154,KHM,Cambodia,0.0,0.0264468304376908,0.3131943808330252,0.07274165962240542,0.0017166838954369163,0.0,0.0,0.0,0.0264468304376908,0.01505166988063852,0.0,ASIA,239,AS089,Cambodia; Vietnam,0.3131943808330252,,Cambodia Mekong River Delta Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000155,VNM,Vietnam,0.0,0.30099080870420974,0.479830847315896,0.3230839296007549,0.01583767822681409,0.0,0.0,0.0,0.30099080870420974,0.0025966044745217415,0.0,ASIA,239,AS089,Cambodia; Vietnam,0.479830847315896,,Cambodia Mekong River Delta Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000156,LAO,Laos,0.0,0.015692669165573186,0.2829239026264942,0.14398975427494617,0.07873472355535238,0.0,0.0,0.0,0.015692669165573186,0.015339835042621383,0.0,ASIA,240,AS090,Lao People?s Democratic Republic; Thailand,0.2829239026264942,,Khorat Plateau Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000157,THA,Thailand,0.0,0.06165926575694488,0.6856655157812201,0.6531377626404862,0.05926587576788484,0.0,0.0,0.0,0.06165926575694488,6.775228037056313E-7,0.0,ASIA,240,AS090,Lao People?s Democratic Republic; Thailand,0.6856655157812201,,Khorat Plateau Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000158,LAO,Laos,0.0,0.003906103812622246,0.07503516892839382,0.03256433143096772,0.015623241248891319,0.0,0.0,0.0,0.003906103812622246,0.0029234837864770664,0.0,ASIA,242,AS091,Lao People?s Democratic Republic; Thailand; Vietnam,0.07503516892839382,,Lower Mekong River 2 Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000159,THA,Thailand,0.0,0.037231821733378086,0.47301744738438406,0.3980671086665507,0.11383806215850108,0.0,0.0,0.0,0.037231821733378086,0.01199925681559206,0.0,ASIA,242,AS091,Lao People?s Democratic Republic; Thailand; Vietnam,0.47301744738438406,,Lower Mekong River 2 Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000015a,VNM,Vietnam,0.0,0.0,9.229913416320972E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASIA,242,AS091,Lao People?s Democratic Republic; Thailand; Vietnam,9.229913416320972E-4,,Lower Mekong River 2 Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000015b,CHN,China,0.0,0.001097157513607693,0.04078890142897175,0.005184288729089837,6.018693068390668E-5,0.0,0.0,0.0,0.001097157513607693,0.0,0.0,ASIA,247,AS092,China; Vietnam,0.04078890142897175,,Hong River Basin,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000015c,VNM,Vietnam,0.0,3.9990192130119303E-4,0.015779963914135834,0.0,0.0,0.0,0.0,0.0,3.9990192130119303E-4,0.0,0.0,ASIA,247,AS092,China; Vietnam,0.015779963914135834,,Hong River Basin,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000015d,CHN,China,0.0,0.0025358246705464455,0.05894436195956831,0.016637658139365945,0.004775570429683725,0.0,0.0,0.0,0.0025358246705464455,0.0,0.0,ASIA,246,AS093,China; Myanmar,0.05894436195956831,,Downstream of Lancang River,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000015e,MMR,Burma,0.0,5.916472030734112E-4,0.03868718783360738,1.3527307097144863E-5,0.0,0.0,0.0,0.0,5.916472030734112E-4,0.0,0.0,ASIA,246,AS093,China; Myanmar,0.03868718783360738,,Downstream of Lancang River,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000015f,CHN,China,0.0,0.00102397379880357,0.0019960208338843134,0.0,0.0,0.0,0.0,0.0,0.00102397379880357,0.0,0.0,ASIA,193,AS094,China; Mongolia,0.0019960208338843134,,Bulgan River,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000160,MNG,Mongolia,0.0,3.773026619681871E-6,2.902835958291936E-5,4.579729593003582E-6,0.0,0.0,0.0,0.0,3.773026619681871E-6,3.773026619681871E-6,0.0,ASIA,193,AS094,China; Mongolia,2.902835958291936E-5,,Bulgan River,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000161,MNG,Mongolia,0.0,1.8058052969523053E-4,5.362931382993654E-4,2.7170209806627552E-5,0.0,0.0,0.0,0.0,1.8058052969523053E-4,2.6818400672421514E-5,0.0,ASIA,192,AS095,Mongolia; Russian Federation,5.362931382993654E-4,,Uvs Lake Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000163,MNG,Mongolia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASIA,191,AS096,Mongolia; Russian Federation,0.0,,Shishhid River Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000165,MNG,Mongolia,0.0,0.0,1.7792809419139504E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASIA,190,AS097,Mongolia; Russian Federation,1.7792809419139504E-7,,Delger River,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000167,MNG,Mongolia,0.0,0.0,0.004887720055889513,0.0044993631574078005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASIA,184,AS098,Mongolia; Russian Federation,0.004887720055889513,,Zelter Basin,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000169,MNG,Mongolia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASIA,187,AS100,Mongolia; Russian Federation,0.0,,Minj River Basin,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000016b,MNG,Mongolia,0.0,0.0,2.0287609884875066E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASIA,186,AS101,Mongolia; Russian Federation,2.0287609884875066E-7,,Balj River Basin,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000016d,MNG,Mongolia,0.0,0.0,2.7960747079129616E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASIA,188,AS102,Mongolia; Russian Federation,2.7960747079129616E-4,,Onon River Basin,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000016f,MNG,Mongolia,0.0,0.0,6.819328131688966E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASIA,185,AS103,Mongolia; Russian Federation,6.819328131688966E-6,,Ulz River Basin,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000171,CHN,China,0.0,1.3997521902541334E-4,0.00962062589794616,3.1486231410645196E-6,0.0,0.0,0.0,0.0,1.3997521902541334E-4,0.0,0.0,ASIA,182,AS104,China; Russian Federation,0.00962062589794616,,Erguna River,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000173,CHN,China,7.656625789509654E-4,7.658227345743736E-4,0.1480827635026807,5.466261370901196E-5,0.0,7.656625789509654E-4,0.0,0.0,7.658227345743736E-4,0.0,0.0,ASIA,201,AS105,China; Russian Federation,0.1480827635026807,,Zeya River Basin,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000175,CHN,China,0.0,0.0,2.5938302307644594E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASIA,198,AS106,China; Mongolia,2.5938302307644594E-4,,Kherlen River Basin,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000176,MNG,Mongolia,0.0,0.0,8.018405529526794E-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASIA,198,AS106,China; Mongolia,8.018405529526794E-8,,Kherlen River Basin,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000177,CHN,China,0.0,4.662059430006214E-7,3.7840024900570905E-4,0.0,0.0,0.0,0.0,0.0,4.662059430006214E-7,0.0,0.0,ASIA,197,AS108,China; Mongolia,3.7840024900570905E-4,,Buir Lake / Khalkha River Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000178,MNG,Mongolia,0.0,2.7165439007926227E-4,0.001036904405564724,0.0,0.0,0.0,0.0,0.0,2.7165439007926227E-4,0.0,0.0,ASIA,197,AS108,China; Mongolia,0.001036904405564724,,Buir Lake / Khalkha River Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000179,CHN,China,0.0,0.0,1.1560482664897627E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASIA,196,AS109,China; Mongolia,1.1560482664897627E-6,,Zamyn-��d Basin,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000017a,MNG,Mongolia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASIA,196,AS109,China; Mongolia,0.0,,Zamyn-��d Basin,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000017b,CHN,China,0.0,0.0,1.2047639550776243E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASIA,195,AS110,China; Mongolia,1.2047639550776243E-6,,Onch Khairkhani Sair Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000017c,MNG,Mongolia,0.0,0.0,1.8934383478937504E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASIA,195,AS110,China; Mongolia,1.8934383478937504E-6,,Onch Khairkhani Sair Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000017d,CHN,China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASIA,194,AS111,China; Mongolia,0.0,,Dankhan Khudgiin Sair Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000017e,MNG,Mongolia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASIA,194,AS111,China; Mongolia,0.0,,Dankhan Khudgiin Sair Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000017f,AFG,Afghanistan,0.0,0.08338083275512286,0.12459347891247208,0.10460506707707104,0.08430241797159164,0.0,0.0,0.0,0.08338083275512286,0.02207401078069642,0.02207401078069642,ASIA,147,AS113,Afghanistan; Pakistan,0.12459347891247208,,Kabul River Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000180,PAK,Pakistan,0.0,0.010104944530139699,0.04801150102008662,0.04543343594629356,0.027646335434900516,0.0,0.0,0.0,0.010104944530139699,0.009676884777105434,0.009676884777105434,ASIA,147,AS113,Afghanistan; Pakistan,0.04801150102008662,,Kabul River Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000181,CHN,China,0.0,0.008013940233725838,0.09265730922197987,0.009651101426133188,0.006604248769101253,0.0,0.0,0.0,0.008013940233725838,0.0,0.0,ASIA,203,AS114,China; Democratic People's Republic of Korea,0.09265730922197987,,Lower Yalu River Basin,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000182,PRK,"Korea, North",0.0,0.1153832684178916,0.26419342212926267,0.15249725761256233,0.0,0.0,0.0,0.0,0.1153832684178916,0.0,0.0,ASIA,203,AS114,China; Democratic People's Republic of Korea,0.26419342212926267,,Lower Yalu River Basin,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000183,KOR,"Korea, South",0.0,0.026272955575242403,0.14034628174462235,0.08803146677708153,0.0,0.0,0.0,0.0,0.026272955575242403,0.0,0.0,ASIA,202,AS115,Democratic People's Republic of Korea; Republic of Korea,0.14034628174462235,,Middle of Korea Peninsula,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000184,PRK,"Korea, North",0.0,0.10950662101882441,0.2648832739619637,0.24297143605048052,0.0,0.0,0.0,0.0,0.10950662101882441,0.0,0.0,ASIA,202,AS115,Democratic People's Republic of Korea; Republic of Korea,0.2648832739619637,,Middle of Korea Peninsula,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000185,LAO,Laos,0.0,0.001742998839853423,0.032689062446685804,0.010180561419790865,0.0,0.0,0.0,0.0,0.001742998839853423,0.0,0.0,ASIA,243,AS118,Lao People?s Democratic Republic; Myanmar; Thailand,0.032689062446685804,,Lower Mekong River 1 Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000186,MMR,Burma,0.0,5.474239092812582E-4,0.019687397790540812,3.363413148905662E-4,0.0,0.0,0.0,0.0,5.474239092812582E-4,0.0,0.0,ASIA,243,AS118,Lao People?s Democratic Republic; Myanmar; Thailand,0.019687397790540812,,Lower Mekong River 1 Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000187,THA,Thailand,0.0,0.04689367164246278,0.18383212324142714,0.13050592548175283,0.025284225185797992,0.0,0.0,0.0,0.04689367164246278,0.004539980057971366,0.0,ASIA,243,AS118,Lao People?s Democratic Republic; Myanmar; Thailand,0.18383212324142714,,Lower Mekong River 1 Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000188,CHN,China,0.0,0.008887862431722564,0.14323507482959974,0.017370153006713993,0.00531915987408372,0.0,0.0,0.0,0.008887862431722564,0.0,0.0,ASIA,245,AS119,China; Vietnam,0.14323507482959974,,Karst Aquifer of Upper Hong River and Zuojiang Valley,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000189,VNM,Vietnam,0.0,5.176003955733822E-4,0.022044807231677153,3.260003325084226E-4,1.2673187248913672E-6,0.0,0.0,0.0,5.176003955733822E-4,0.0,0.0,ASIA,245,AS119,China; Vietnam,0.022044807231677153,,Karst Aquifer of Upper Hong River and Zuojiang Valley,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000018a,CHN,China,0.0,0.0017695578435945726,0.017380601360839704,0.0,0.0,0.0,0.0,0.0,0.0017695578435945726,0.0,0.0,ASIA,244,AS120,China; Vietnam,0.017380601360839704,,Beilun River Basin,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000018b,VNM,Vietnam,0.0,0.006783216077649068,0.0759570095762198,0.0,0.0,0.0,0.0,0.0,0.006783216077649068,0.0,0.0,ASIA,244,AS120,China; Vietnam,0.0759570095762198,,Beilun River Basin,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000001ac,MNG,Mongolia,0.0,1.1590460922712556E-4,0.008357560626030287,1.7239998034891457E-4,0.0,0.0,0.0,0.0,1.1590460922712556E-4,0.0,0.0,ASIA,183,AS138,Mongolia; Russian Federation,0.008357560626030287,,Tes River Basin,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000001bd,BRN,Brunei,0.0,0.0,1.7222012297308263E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASIA,249,AS151,Brunei Darussalam; Malaysia,1.7222012297308263E-6,,Limbang Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000001be,MYS,Malaysia,0.0,0.0,1.5051448029915402E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASIA,249,AS151,Brunei Darussalam; Malaysia,1.5051448029915402E-5,,Limbang Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000001bf,MYS,Malaysia,0.0,4.2540282559156713E-4,0.054248749966232225,0.0,0.0,0.0,0.0,0.0,4.2540282559156713E-4,0.0,0.0,ASIA,250,AS152,Malaysia; Thailand,0.054248749966232225,,Golok Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000001c0,THA,Thailand,0.0,0.01406159290787359,0.026960268039053818,0.0,0.0,0.0,0.0,0.0,0.01406159290787359,0.0,0.0,ASIA,250,AS152,Malaysia; Thailand,0.026960268039053818,,Golok Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000001c1,BRN,Brunei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASIA,251,AS153,Brunei Darussalam; Indonesia; Malaysia,0.0,,Baram Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000001c2,IDN,Indonesia,0.0,0.0,4.8232825197237284E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASIA,251,AS153,Brunei Darussalam; Indonesia; Malaysia,4.8232825197237284E-4,,Baram Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000001c3,MYS,Malaysia,0.0,0.0,9.306313085992215E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASIA,251,AS153,Brunei Darussalam; Indonesia; Malaysia,9.306313085992215E-5,,Baram Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000001c4,IDN,Indonesia,0.0,6.9048756954019715E-6,0.020042958682613528,0.0,0.0,0.0,0.0,0.0,6.9048756954019715E-6,0.0,0.0,ASIA,252,AS154,Indonesia; Malaysia,0.020042958682613528,,Palah Basin Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000001c5,MYS,Malaysia,0.0,0.0,6.707926701105932E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASIA,252,AS154,Indonesia; Malaysia,6.707926701105932E-4,,Palah Basin Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000001c6,IDN,Indonesia,0.0,0.0,1.64529690358292E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASIA,278,AS155,Indonesia; Papua New Guinea,1.64529690358292E-4,,Jayapura Basin Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000001c7,PNG,Papua New Guinea,0.0,0.0,1.2908965965567389E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASIA,278,AS155,Indonesia; Papua New Guinea,1.2908965965567389E-5,,Jayapura Basin Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000001c8,IDN,Indonesia,0.0,3.9614482299499043E-4,0.04249563584041326,0.019317380485291896,0.0,0.0,0.0,0.0,3.9614482299499043E-4,0.0,0.0,ASIA,279,AS156,Indonesia; Timor-Leste,0.04249563584041326,,Besikama Basin Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000001c9,TLS,Timor-Leste,0.0,0.0017525748523244207,0.03914653544000448,0.007463136954507801,0.0,0.0,0.0,0.0,0.0017525748523244207,0.0,0.0,ASIA,279,AS156,Indonesia; Timor-Leste,0.03914653544000448,,Besikama Basin Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000d6,GEO,Georgia,0.0,0.0,8.721507946836223E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EUCA,136,AS008,Georgia; Russian Federation,8.721507946836223E-4,,Psou Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000d7,RUS,Russia,0.0,0.0,4.031491120439584E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EUCA,136,AS008,Georgia; Russian Federation,4.031491120439584E-4,,Psou Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000da,TUR,Turkey,0.037138949158916,0.044336457124683315,0.21703819785600909,0.20361469740855886,0.15152744716084127,0.037138949158916,0.03158696435031917,0.0,0.044336457124683315,0.03158696435031917,0.0,EUCA,121,AS010,Iraq; Syrian Arab Republic; T�rkiye,0.21703819785600909,,Upper Jezira,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000db,KAZ,Kazakhstan,0.0,2.7245281734281534E-7,0.09981106123958755,0.06917762258525569,0.03798895275327268,0.0,0.0,0.0,2.7245281734281534E-7,0.0,0.0,EUCA,139,AS011,Kazakhstan; Russian Federation,0.09981106123958755,,Syrt,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000dc,RUS,Russia,0.0,0.006018787186991297,0.3290247755224293,0.32684326187049445,0.042023813019925575,0.0,0.0,0.0,0.006018787186991297,0.0,0.0,EUCA,139,AS011,Kazakhstan; Russian Federation,0.3290247755224293,,Syrt,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000dd,ARM,Armenia,0.0,0.10084545478975113,0.20309138907963972,0.18701665122053612,0.13285648788472568,0.0,0.0,0.0,0.10084545478975113,0.017349134896491432,0.0,EUCA,135,AS012,Armenia; T�rkiye,0.20309138907963972,,Leninak-Shiraks Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000de,TUR,Turkey,0.0,0.12833700975896556,0.1925800732326815,0.15001219729991974,0.14848101600291763,0.0,0.0,0.0,0.12833700975896556,0.07080702485397311,0.0,EUCA,135,AS012,Armenia; T�rkiye,0.1925800732326815,,Leninak-Shiraks Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000df,GEO,Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EUCA,132,AS013,Georgia; Russian Federation,0.0,,Terek Aquifer,"{""type"":""MultiPoint"",""coordinates"":[]}"
