system:index,CC,CS_max,CntryNm,GWIrKHaKm2,RDS_main,RDS_mainDist,RDS_tot,Region,STS,aq_id,area_km2,code,constant,countrs,crpkHaKm2,dummy,lat_c,lon_c,name,pet_mm,prec_mm,urbkHaKm2,.geo
2_0000000000000000038e,URY,9880.697505370315,Uruguay,0.0,34.876977878847775,0.19073131271207958,313.1270580647332,AMER,1.6772637879272907,291,20888.743637293544,S024,1.0,Brazil; Uruguay,0.017621034695645705,,-32.13268673662166,-54.94489465133179,Permo-Carbon�fero,1034.3223973442207,109.9337255810609,7.154036892863571E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000038f,ARG,5220.354370145872,Argentina,0.0077081984730564355,0.14173788905301477,0.9942728120014096,345.91029506558266,AMER,3.0519275206479235,281,12242.159018491411,S025,1.0,Argentina; Uruguay,0.29893099804698714,,-32.63383220368547,-58.55270618268172,Litoral-Cret�cico,1096.5626502940672,97.23235631058641,5.26338504120837E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000390,URY,9911.60483703126,Uruguay,0.0,45.37760653554757,0.1257599486994208,431.1710335475306,AMER,1.4448040369151398,281,20954.80735826092,S025,1.0,Argentina; Uruguay,0.24114812878944702,,-32.86663366258113,-57.749076017154266,Litoral-Cret�cico,1099.7644300785132,105.00287946549977,3.710171861546975E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000391,ARG,6340.412244304247,Argentina,0.021080098510613342,0.4399855642168811,0.5263975623262026,352.82086071089094,AMER,3.0566686288014617,290,20652.765621500203,S026,1.0,Argentina; Uruguay,0.1394696601291277,,-31.230985602695444,-58.26777014009052,Salto-Salto Chico,1134.7865363669491,108.7191982338495,5.503346663478604E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000392,URY,8682.28183135281,Uruguay,0.0,62.184862290853005,0.10045690598520214,451.7069822252895,AMER,2.038226346652024,290,11054.880497075452,S026,1.0,Argentina; Uruguay,0.13772832669637688,,-31.71096954594408,-57.824543126567505,Salto-Salto Chico,1124.611318335749,112.85524938696855,6.779884881944024E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000393,ARG,1384.2317840635108,Argentina,0.0,0.0,4.010588995764577,169.39386916819112,AMER,3.2581465311896545,254,7960.179408444216,S027,1.0,Argentina; Bolivia (Plurinational State of),1.3359136162827365E-4,,-22.369527334221385,-66.18124415253203,Pune�os,1209.103156000633,14.65351644759217,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000394,BOL,418.0690259466573,Bolivia,0.0,0.0,14.696169493332025,67.7949186255444,AMER,2.7975546994579967,254,1471.1082275776457,S027,1.0,Argentina; Bolivia (Plurinational State of),8.689151056062772E-5,,-22.10478848821948,-66.64941860003847,Pune�os,1072.5908522144202,11.124434866937026,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000395,ARG,9149.976793704489,Argentina,2.0689939827806814E-5,0.0,2.564701706079636,284.83820148695344,AMER,1.6968172173943827,61,302812.2710254631,S028,1.0,Argentina; Bolivia (Plurinational State of); Paraguay,0.07816335629408153,,-25.58960622094458,-61.96174610715414,Sistema Acu�fero Yrend�-Toba-Tarije�o (SAYTT),1272.6539696498162,63.48670373935777,2.8945272559172775E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000396,BOL,9189.47056808936,Bolivia,0.0,0.0,13.563441573987372,108.30620804475548,AMER,3.700903547593428,61,64707.28467348357,S028,1.0,Argentina; Bolivia (Plurinational State of); Paraguay,0.006586089389826569,,-21.24986985575569,-64.0687105744551,Sistema Acu�fero Yrend�-Toba-Tarije�o (SAYTT),1213.8291430720944,47.95006062174866,2.590858423058913E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000397,PRY,8122.254560429436,Paraguay,0.0,0.0,64.09659442489513,80.41084006242222,AMER,2.0254954743715547,61,205121.97124582515,S028,1.0,Argentina; Bolivia (Plurinational State of); Paraguay,3.338189244314456E-4,,-22.360984340376593,-59.714262229502474,Sistema Acu�fero Yrend�-Toba-Tarije�o (SAYTT),1352.4707280746204,67.32567162898017,5.728099280519298E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000398,ARG,705.5060789075817,Argentina,0.0,1.0428994708626775,3.218130365579269,188.9379493625259,AMER,1.6441568891291882,280,8331.54349667324,S029,1.0,Argentina; Chile,0.0,,-51.90918863794627,-69.9443374001564,El C�ndor-Ca�ad�n del C�ndor,690.8195027473913,22.08139548727925,4.589712935686433E-6,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000399,CHL,2044.52915856765,Chile,0.0,62.07007590933316,13.342706600894555,114.68880769345796,AMER,1.9524270943012951,280,9922.405286503026,S029,1.0,Argentina; Chile,1.1466206095958145E-6,,-52.29433671264491,-70.64413304513548,El C�ndor-Ca�ad�n del C�ndor,615.4840158491896,27.77406787492462,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000039a,BOL,0.0,Bolivia,0.0,0.0,1.243716803285654,154.92907557238763,AMER,2.8107892924771907,253,338.3359305819301,S030,1.0,Bolivia (Plurinational State of); Chile,0.0,,-21.56603674463424,-68.10976046803708,Salar de Ascot�n,949.199873286359,6.174489477534852,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000039b,CHL,-0.7407230555746092,Chile,0.0,0.0,16.20345563540609,44.95249275836419,AMER,3.2026721504360847,253,1379.2667464537562,S030,1.0,Bolivia (Plurinational State of); Chile,0.0,,-21.605205891785825,-68.27091663356829,Salar de Ascot�n,1027.436482275757,5.36578003494148,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000039c,BOL,0.0,Bolivia,0.0,0.0,0.0,145.46323807125765,AMER,2.6886252045826504,59,115.34814113663606,S031,1.0,Bolivia (Plurinational State of); Chile,0.0,,-21.993389484543833,-67.99550997752004,Silala,861.5759848103336,6.173978469702698,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000039d,CHL,-0.05793954874414642,Chile,0.0,0.0,0.12084491337711682,144.13873988931456,AMER,3.592550021285652,59,85.21717016929364,S031,1.0,Bolivia (Plurinational State of); Chile,0.0,,-22.040457867768737,-68.03715970398869,Silala,941.3085636054019,5.633252060838266,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000039e,BOL,-0.4739175410078322,Bolivia,0.0,0.0,0.0,226.83050096054384,AMER,4.075735185458844,1,25.28474970528906,S032,1.0,Bolivia (Plurinational State of); Chile; Peru,0.0,,-17.58092466825074,-69.4410573900044,Laguna Blanca,1068.6709420942097,26.283287657123925,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000039f,CHL,-0.4170440032508999,Chile,0.0,0.0,0.0,330.4110066179031,AMER,1.5642633228840126,1,32.22049838502711,S032,1.0,Bolivia (Plurinational State of); Chile; Peru,0.0,,-17.57257872068682,-69.5159733506476,Laguna Blanca,1053.017423450809,26.118276987921714,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000003a0,PER,-0.13374182433327872,Peru,0.0,0.0,0.0,301.84791505881805,AMER,4.041620867341768,1,478.6385967450469,S032,1.0,Bolivia (Plurinational State of); Chile; Peru,0.0,,-17.55195943534755,-69.69968151733063,Laguna Blanca,830.3313535386588,28.832912310267947,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000105,AFG,5683.032823995475,Afghanistan,0.0,0.0,0.0,330.8331918505945,ASIA,1.9965336728919072,156,22.04165646208222,AS041,1.0,Afghanistan; Tajikistan,0.06793301378994741,,37.3427686332512,67.03423681153396,Amu Darya (1),1234.6848107561186,15.079459707430846,8.656397716822298E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000013c,AFG,5692.979490500861,Afghanistan,0.0,0.0,0.0,156.6737910189982,ASIA,2.3216213298791004,175,28.85610287938787,AS070,1.0,Afghanistan; Tajikistan,0.0019040384598052029,,37.24896089156996,68.69512425531582,Vakhsh Aquifer,1160.0018056209758,19.359917176950848,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000140,CHN,5674.628071526155,China,0.0,36.769147594467725,12.586635318406563,230.22601503940643,ASIA,2.806602550332814,178,19997.080397048794,AS072,1.0,China; Kazakhstan,0.21062407594502372,,43.563915639947346,81.61758248180365,Ile River Valley,780.3713070222045,24.924820680093546,0.0026454810835998934,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000142,CHN,4958.114186981467,China,0.0,46.354619064102984,11.38260005183081,227.80267422920022,ASIA,2.1462055337680277,180,8078.5411625063725,AS074,1.0,China; Kazakhstan,0.28322853537364406,,46.53927600040006,83.36333694074786,Tacheng Basin / Alakol,836.8158593118964,20.910278239160338,7.312532010160528E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000144,CHN,2263.220627694713,China,0.0,21.638334478816972,17.015039269672446,154.03584266288246,ASIA,2.3777056113143056,313,17166.173702347234,AS076,1.0,China; Kazakhstan,0.10797802340899339,,47.30855985718241,87.58645348190336,Zaisan Artesian Basin / Ertix River Plain,780.6479600306728,16.131400018588582,3.2803513024485257E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000146,MNG,262.2417209541848,Mongolia,0.0,0.0,65.79641963938442,43.628711906454484,ASIA,4.636910810783077,189,88886.91499807345,AS077,1.0,Mongolia; Russian Federation,7.318981626241252E-4,,48.80390305583845,95.17925113523714,Yenisei Upstream,558.7285654837788,14.775957295979788,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000148,CHN,8002.332012733156,China,0.0,34.99298712312183,10.562437760730706,163.2267303416213,ASIA,5.992464284805093,248,13001.558686246346,AS081,1.0,China; Myanmar,0.11263788736024892,,24.557642355142242,99.0510710254573,Nu River Valley Aquifer,958.8116758302613,100.49626572085121,0.004298958634768893,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000149,MMR,5025.258699329848,Burma,0.0,0.0,5.013924090110527,205.5269952612836,ASIA,6.82597523779259,248,4598.003260740032,AS081,1.0,China; Myanmar,0.026100368304538435,,23.764492534553046,98.46206578593488,Nu River Valley Aquifer,1016.8399093195247,118.1445411331693,5.992275976045882E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000014a,MMR,6960.108207745525,Burma,0.0,0.0,5.832121049846147,130.89478520258825,ASIA,5.48328000943657,241,15402.673942232059,AS082,1.0,Myanmar; Thailand,0.06616727511489882,,16.783734269477485,98.09588503018995,Salween River Aquifer,1157.6769516360127,206.1930767540197,4.933666994195175E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000014b,THA,3165.3547298003105,Thailand,0.0,0.0,21.702793700068995,148.10072403117348,ASIA,5.629359785687093,241,18428.553172402022,AS082,1.0,Myanmar; Thailand,0.0735122228195365,,15.248821929862904,98.92387418216002,Salween River Aquifer,1159.4595876479882,138.03210939782312,6.743972029991695E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000014c,CHN,8487.330838591159,China,0.0,58.40881304811255,11.748964965175226,162.8184488485578,ASIA,5.481419727681308,238,38411.21553900865,AS083,1.0,China; Vietnam,0.11655463470722441,,23.573112274802313,104.02445574510456,Upriver of Zuo River,903.7401565001172,100.01381708898904,0.0032853994786237826,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000014d,VNM,3466.6576185193726,Vietnam,0.0,4.790484657221204,0.001639286569431727,564.5186784960129,ASIA,6.639067536798893,238,12595.980851584749,AS083,1.0,China; Vietnam,0.017904984145724903,,22.56655264130379,104.69247774138381,Upriver of Zuo River,925.6982860188787,141.9536887886686,0.0018356885491799557,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000014e,CHN,4214.43128262203,China,0.0,17.579871130137796,8.050658446723338,204.9340264587603,ASIA,2.117557527584337,199,8085.037394873769,AS086,1.0,China; Democratic People's Republic of Korea,0.015820898096818848,,41.867883073759636,127.70802356946773,Upper Yalu River Basin,493.9639434549369,66.18039163333138,5.364174987754914E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000014f,PRK,7219.363563321252,"Korea, North",0.0,0.0,20.596729640818506,260.4727702019331,ASIA,6.0216783527015165,199,6559.475829489779,AS086,1.0,China; Democratic People's Republic of Korea,0.037483236352943976,,41.30783594538503,127.98675601062718,Upper Yalu River Basin,467.2971505267784,69.03266316231598,8.838376755005749E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000150,CHN,8573.47909151679,China,0.11563633635274934,33.56763130805318,9.38720605878839,200.94407281267493,ASIA,1.47655236782522,200,40976.532991691216,AS087,1.0,China; Russian Federation,0.5014590707324375,,47.36494375187252,132.3833633335519,Middle Heilongjiang - Amur River Basin,556.6847915116754,54.245437478495404,0.0012641186463224511,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000152,IDN,9132.926699175117,Indonesia,0.0,0.0,106.91826737941135,38.27432575968226,ASIA,2.199028134920672,277,115751.12894389417,AS088,1.0,Indonesia; Papua New Guinea,0.001379135492056036,,-6.670390109231247,139.48625918490137,Merauke - Ketu Basin Aquifer,1187.244424869717,284.56493520627566,5.206639110643953E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000153,PNG,8474.073441188537,Papua New Guinea,0.0,0.0,178.79644249269984,74.74467470727919,ASIA,2.634784967254911,277,86509.9283098967,AS088,1.0,Indonesia; Papua New Guinea,2.078432768229715E-6,,-7.701997240009874,142.16376676721566,Merauke - Ketu Basin Aquifer,1118.0632033568645,312.5022385710219,1.2418013984488557E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000154,KHM,7181.488519387691,Cambodia,0.0,10.633750425067571,8.192426152924,377.66559769964294,ASIA,3.293860856234892,239,135686.66543526546,AS089,1.0,Cambodia; Vietnam,0.31372297136334326,,12.497106655356985,104.35684884697636,Cambodia Mekong River Delta Aquifer,1291.347571913834,140.65191233611569,0.00597528609743204,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000155,VNM,5489.034099753533,Vietnam,0.0,1.4292199975685385,2.4864064629724387,665.3989088390449,ASIA,2.329730830891522,239,44985.03966117125,AS089,1.0,Cambodia; Vietnam,0.47756576578175897,,10.178248411841986,105.73021025418997,Cambodia Mekong River Delta Aquifer,1230.952211228423,143.17249181077128,0.031116284864415745,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000156,LAO,6502.109839094482,Laos,0.0,0.0,0.3687680223283073,437.9467527339614,ASIA,4.140923532391029,240,4539.001543281699,AS090,1.0,Lao People?s Democratic Republic; Thailand,0.28355359383558026,,14.927205059147898,105.72429379982312,Khorat Plateau Aquifer,1361.947239215779,176.4087568062535,0.004928799253632574,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000157,THA,5808.66505348201,Thailand,0.0,0.0,0.3052422131379197,784.8733331940953,ASIA,2.836131661393355,240,91328.48731653861,AS090,1.0,Lao People?s Democratic Republic; Thailand,0.6855208134167378,,15.536003803492894,103.36042896138679,Khorat Plateau Aquifer,1349.3164441863323,106.18903199543341,0.0036320880530102493,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000158,LAO,8224.237556150014,Laos,0.0,0.0,14.943035764019202,206.0304398045526,ASIA,5.096924732309659,242,70989.5268759809,AS091,1.0,Lao People?s Democratic Republic; Thailand; Vietnam,0.07519812593980417,,17.51320375248182,104.82496871575599,Lower Mekong River 2 Aquifer,1187.3641291934723,172.24789809110632,9.367205746132907E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000159,THA,6403.47897404202,Thailand,0.0,0.0,0.3650027493076494,583.8366156092146,ASIA,3.4659628355588388,242,32067.022979368612,AS091,1.0,Lao People?s Democratic Republic; Thailand; Vietnam,0.4729811627727912,,17.60651054490397,103.40637453210276,Lower Mekong River 2 Aquifer,1240.994990526525,137.40417060209208,0.0028673230702655323,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000015a,VNM,7557.253180093932,Vietnam,0.0,0.0,8.310590594290636,271.0552767250814,ASIA,6.58522333046206,242,4107.345603096918,AS091,1.0,Lao People?s Democratic Republic; Thailand; Vietnam,9.125591622268712E-4,,17.13616036095853,106.36115840197272,Lower Mekong River 2 Aquifer,1132.7915541793234,192.33731284828895,5.679565768815591E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000015b,CHN,8040.821549623042,China,0.0,25.71354842727976,8.227589876972727,175.16285206113488,ASIA,6.255410063562359,247,33650.38511073205,AS092,1.0,China; Vietnam,0.040809075306675914,,23.477108241318742,102.13905296224523,Hong River Basin,955.1389524805975,97.27585963306431,0.0020766479713408125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000015c,VNM,3922.440556609079,Vietnam,0.0,5.479320446625861,0.6112484571467159,468.0801310449593,ASIA,6.806089978539837,247,27288.156852020908,AS092,1.0,China; Vietnam,0.0158405011544814,,22.163062391103992,103.68073607763135,Hong River Basin,959.697827108588,138.84693284052116,0.0015482758449299036,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000015d,CHN,7178.12900693817,China,0.0,4.653897586466456,24.559715135916512,119.53070976526094,ASIA,5.973154077450939,246,30558.60659952779,AS093,1.0,China; Myanmar,0.05863414043273532,,22.89369573664133,100.27588102185202,Downstream of Lancang River,1025.0284555478456,112.16438339842293,0.0020344303970694015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000015e,MMR,8687.77787827744,Burma,0.0,0.0,6.971348850915976,179.79611372638638,ASIA,5.7713452618909695,246,9038.2156066629,AS093,1.0,China; Myanmar,0.03775795062946199,,21.407820627493347,100.00386806039552,Downstream of Lancang River,1089.3696763103505,122.18926579560248,6.327433322193385E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000015f,CHN,604.0557683999251,China,0.0,0.0,34.52877552627342,85.21802286375235,ASIA,4.973716514157828,193,2355.169590341556,AS094,1.0,China; Mongolia,0.00199402998318404,,46.537176485014385,90.82412588373266,Bulgan River,528.404554842402,13.862230324878139,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000160,MNG,193.7881777570012,Mongolia,0.0,0.0,104.50341905689824,32.83979570390712,ASIA,6.315342018392568,193,9797.973387612732,AS094,1.0,China; Mongolia,2.9029075466604207E-5,,46.672124847611805,91.27694939715829,Bulgan River,473.90211759442263,14.34134249234217,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000161,MNG,1191.49361353243,Mongolia,0.0,0.0,90.56061189192845,45.83774603613938,ASIA,5.382349338767292,192,14020.014349202129,AS095,1.0,Mongolia; Russian Federation,5.362924680319264E-4,,50.22872512954571,92.14583867221505,Uvs Lake Aquifer,523.965886927646,17.711333791880755,6.154800857980433E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000163,MNG,-0.6450902800876926,Mongolia,0.0,0.0,369.2598272522598,16.06666162469781,ASIA,7.8566701810296005,191,10345.974170554677,AS096,1.0,Mongolia; Russian Federation,0.0,,51.18073362926402,98.78807024133086,Shishhid River Aquifer,335.08490454640054,29.48534181362624,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000165,MNG,630.3780075167534,Mongolia,0.0,0.0,122.57802811075129,33.14995349679823,ASIA,7.168735400904448,190,21099.2648694401,AS097,1.0,Mongolia; Russian Federation,1.7792834933905757E-7,,49.88042379156078,99.11243101497588,Delger River,411.8011299724701,23.901730684121322,3.556069365413834E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000167,MNG,6780.38211815797,Mongolia,0.0,0.0,90.6483790834567,11.309923060509835,ASIA,3.755183688326031,184,398.07445901271916,AS098,1.0,Mongolia; Russian Federation,0.005876299696242158,,50.34490422365331,104.8424289746812,Zelter Basin,507.1342840185008,39.96915227165276,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000169,MNG,275.9185678535654,Mongolia,0.0,0.0,193.64279279546201,0.4374143602301385,ASIA,5.436674547764444,187,2664.5187288978514,AS100,1.0,Mongolia; Russian Federation,0.0,,49.20441082290067,108.73501639129942,Minj River Basin,476.42469610202363,32.89081224476734,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000016b,MNG,7576.572971796743,Mongolia,0.0,0.0,102.60086110216017,13.89757467099351,ASIA,3.3335790041344624,186,5414.981179358405,AS101,1.0,Mongolia; Russian Federation,5.317792769320877E-7,,49.110486002611594,111.0575420949919,Balj River Basin,518.3234875721099,30.06394079660511,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000016d,MNG,9401.532029276572,Mongolia,0.0,0.0,212.64790476685917,0.02104077343055946,ASIA,1.4181155078655523,188,2326.37821165394,AS102,1.0,Mongolia; Russian Federation,2.79609295026162E-4,,49.72526276184255,113.3654756218955,Onon River Basin,589.5033546614313,28.55935544355995,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000016f,MNG,2540.3802138969218,Mongolia,0.0,0.0,25.894870337604747,87.01990004100101,ASIA,1.8187570967453852,185,2181.576968005182,AS103,1.0,Mongolia; Russian Federation,6.758516582417131E-6,,49.7112647429243,115.64663134059086,Ulz River Basin,672.1304724963703,21.310628123846385,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000171,CHN,5180.0931080173605,China,0.0,0.0,5.98950400084672,120.0852238804177,ASIA,1.2789997008761087,182,2098.5436831669385,AS104,1.0,China; Russian Federation,0.009494244409949353,,49.895373077467504,118.79514400230458,Erguna River,607.2955966902801,27.518489010810008,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000173,CHN,8115.9779196562,China,0.0017810917367014508,19.098786565213395,8.682839218585354,170.06988846371937,ASIA,1.335518551113661,201,13779.579361819531,AS105,1.0,China; Russian Federation,0.14854726727361903,,50.85724518427056,127.21377210694396,Zeya River Basin,524.4141719415567,44.666910276828105,3.0428810547156946E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000175,CHN,278.7808596752926,China,0.0,0.0,65.84169530081205,44.94039801856199,ASIA,1.6357503958294086,198,2546.9158541285333,AS106,1.0,China; Mongolia,2.597660565549948E-4,,48.494461254932446,116.30029826749819,Kherlen River Basin,735.6578982681015,17.608514331855595,2.4026950093038998E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000176,MNG,892.0573766493047,Mongolia,0.0,0.0,52.799291212149015,72.48678955880223,ASIA,1.0452342271785675,198,4971.908572130041,AS106,1.0,China; Mongolia,8.018136333140904E-8,,48.20556285617175,114.78352831996312,Kherlen River Basin,723.173055081997,18.550144085927116,1.878328645231448E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000177,CHN,1649.355103908854,China,0.0,0.0,34.52567019800929,76.52650684395311,ASIA,1.838621815137994,197,2188.4033283587123,AS108,1.0,China; Mongolia,4.451272476061768E-4,,47.66266468475594,118.10474681395262,Buir Lake / Khalkha River Aquifer,684.5567003294016,22.730862625131177,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000178,MNG,5491.526506491552,Mongolia,0.0,0.0,130.4860637207899,31.905716915960472,ASIA,1.7025202969551683,197,22935.183522681415,AS108,1.0,China; Mongolia,0.0010389649119737043,,47.24454297698159,118.42188329017371,Buir Lake / Khalkha River Aquifer,665.6294257899903,24.24448927796455,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000179,CHN,-1.0,China,0.0,0.0,28.52938701277086,121.65279247910865,ASIA,2.1983384401114208,196,4056.0068745285193,AS109,1.0,China; Mongolia,1.1558252683213653E-6,,43.783791319366884,111.89238058807074,Zamyn-��d Basin,930.0989117867424,12.651215982949193,5.395094965398676E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000017a,MNG,-1.0,Mongolia,0.0,0.0,123.18972329798066,37.1246897047245,ASIA,2.9188520949772827,196,9115.046372143182,AS109,1.0,China; Mongolia,0.0,,44.030770465753555,111.1498692663151,Zamyn-��d Basin,936.6592367514663,10.662793462786498,4.5490903039882916E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000017b,CHN,-1.0,China,0.0,0.0,56.15427363418913,35.2851709202963,ASIA,2.325963326543665,195,8834.740330617054,AS110,1.0,China; Mongolia,1.1724407439401838E-6,,41.688561932984946,105.29633504147554,Onch Khairkhani Sair Aquifer,1123.6926419591673,6.93160550484737,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000017c,MNG,-1.0,Mongolia,0.0,0.0,159.6708161994616,8.23790663586049,ASIA,2.8720336780315128,195,8469.308987857796,AS110,1.0,China; Mongolia,1.92645845315304E-6,,41.99953819600083,104.97816000503668,Onch Khairkhani Sair Aquifer,1111.7013977206302,6.793681080225029,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000017d,CHN,-1.0,China,0.0,0.0,49.523420488819404,53.517845920569194,ASIA,3.092412900215787,194,6187.249081962649,AS111,1.0,China; Mongolia,0.0,,42.467954120226366,100.74108251704455,Dankhan Khudgiin Sair Aquifer,1114.4025539868123,3.5451234901060062,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000017e,MNG,-1.0,Mongolia,0.0,0.0,138.16114514812685,20.439966707249084,ASIA,2.3122500237793853,194,17785.62654109804,AS111,1.0,China; Mongolia,0.0,,42.77891196878089,101.21546118004846,Dankhan Khudgiin Sair Aquifer,1036.578134099774,5.2806386796506235,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000017f,AFG,7721.624730938184,Afghanistan,0.0,0.0,5.3733435742615425,227.7470246313147,ASIA,5.326029965484784,147,4118.322190884856,AS113,1.0,Afghanistan; Pakistan,0.12450415412150849,,34.35344240630201,70.50296211777973,Kabul River Aquifer,1165.0714377656382,35.91916535927198,0.014896104167820426,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000180,PAK,6423.4060075604,Pakistan,0.0,35.24654962910526,20.158115862399818,75.97269583258634,ASIA,6.187410264307531,147,2103.0108618960385,AS113,1.0,Afghanistan; Pakistan,0.048885801651502546,,34.56546311868355,71.6524788016977,Kabul River Aquifer,998.6587350309283,56.93918402502784,0.0067819969011497705,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000181,CHN,9936.395136047064,China,0.0,91.5936336511894,1.0713630107037753,355.35949838619956,ASIA,3.704806814999505,203,18372.373698246643,AS114,1.0,China; Democratic People's Republic of Korea,0.09284255596498339,,40.76124635179505,124.55795931133459,Lower Yalu River Basin,622.048143270452,77.33575809362956,0.0024829729670374358,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000182,PRK,9122.279437566838,"Korea, North",0.0,1.984777630486191,3.552402834691868,792.8627280800612,ASIA,4.185326159705335,203,2074.0915197839545,AS114,1.0,China; Democratic People's Republic of Korea,0.26428067698917274,,40.28583925498676,124.89346105731735,Lower Yalu River Basin,632.1939811786599,80.8925981580677,0.00542879069532483,"{""type"":""MultiPoint"",""coordinates"":[]}"
