system:index,CntrName,HYBAS_ID,area_km2,dummy,lat,lev,lon,p0,p10,p100,p20,p30,p40,p50,p60,p70,p80,p90,.geo
2_00000000000000000ef9,Iran,2040085780,33593.9294008308,,34.59309707803114,4,58.34275484629971,96.61954196321622,119.51971979135769,309.10945823668095,136.5633240238255,152.57725614162635,169.60551677336363,182.43075076317587,194.4626943707882,204.48513907376028,225.53756341783048,243.49971014957296,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000efa,Iran,2040085590,92386.8899757758,,34.900123009863606,4,50.29074054773593,180.97023784259184,224.54310149210443,434.05581013955606,248.54271880068814,262.5009026263868,273.4627587480073,285.47862863751,297.5065443410545,310.47446893517724,327.4635687317599,375.45381409787467,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000f16,Iran,2040065960,11593.836464871,,37.19252955786241,4,55.326318426076924,20.321116339027366,23.62731511511918,84.75252541167339,25.16250939329263,26.195058206831376,26.753894242683117,28.270320220110733,29.733329275192563,32.16316050501018,39.74522758501509,41.7544714838641,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001429,Iran,2040085730,98567.1150856898,,31.17439608098557,4,53.31503650784067,224.75270310700324,293.39007000153725,564.618120533464,341.00079342416984,355.1056997909281,369.01868694315596,381.03203881655577,392.9947917653001,416.9402971535726,452.9375260193847,484.91542159172576,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000142a,Iran,2040085930,31518.5803600068,,30.009855462470203,4,52.99190234709266,325.9843095909644,360.5187741669886,508.9516435611091,374.43723754461627,385.5077975802886,395.53830301363126,404.4842686073156,413.451080063871,436.4081461745009,452.5472709106069,462.4971392412138,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000142b,Iran,2040085700,86893.6372798802,,31.681032745035246,4,54.77240291252187,326.32521008473924,380.7712982964134,598.4109022776106,399.00704655964836,417.1046759475955,435.04790751929954,456.9602655931837,481.01892534440816,493.0008661228788,520.8597388534879,556.9300091878339,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000142c,Iran,2040072920,47538.868902703,,28.413668117973565,4,52.99143948567618,246.27494907376197,306.5261641002657,448.12733229205423,319.53071223888935,341.533139358168,362.4820878230277,374.50351263240515,383.4399755928817,393.54504087021394,402.56256128167166,420.54329839895144,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000142d,Iran,2040072600,21291.5748451514,,27.131825881094795,4,53.94453278184521,85.39545583033363,159.18817468475544,365.27332278898183,265.04489469995343,291.19202118002863,328.97879646591235,332.840298679946,339.19722615572095,351.1719264266593,356.9633885792272,361.05731643937594,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000142e,Iran,2040072590,42039.072895997,,28.0657966615344,4,55.40588773648325,128.03182831474498,220.4514523042491,373.0763296614362,242.52567807974256,250.57934984027983,257.49781335363645,262.5368066964768,279.39004973139777,316.6588605630276,328.49912848753127,340.4744327306253,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001462,Iran,2040085630,72635.5705543744,,27.774545842294522,4,59.000381354683704,104.61082745394356,186.27901784392526,377.93310812312177,253.26570053958525,269.19101489286163,279.01151987231026,287.0602529663882,296.7979896276047,307.0511708079426,315.0132134058707,322.92623035276097,"{""type"":""MultiPoint"",""coordinates"":[]}"
