"unit_id","Aquifer","shapeGroup","q_min_cms","has_crossing_river","n_crossing_rivers","n_meander_rivers","max_q_crossing_cms","side","min_depth_km","n_border_points","n_reaches_window"
"Cheb Basin_CZE","Cheb Basin","CZE",30,FALSE,0,0,NA,NA,NA,NA,0
"Cheb Basin_DEU","Cheb Basin","DEU",30,FALSE,0,0,NA,NA,NA,NA,0
"Chittagong Coast Aquifer_BGD","Chittagong Coast Aquifer","BGD",30,FALSE,0,0,NA,NA,NA,NA,9
"Chittagong Coast Aquifer_MMR","Chittagong Coast Aquifer","MMR",30,FALSE,0,0,NA,NA,NA,NA,9
"Coastal Aquifer_118","Coastal Aquifer","118",30,FALSE,0,0,NA,NA,NA,NA,0
"Coastal Aquifer_124","Coastal Aquifer","124",30,FALSE,0,0,NA,NA,NA,NA,0
"Coastal Aquifer_129","Coastal Aquifer","129",30,FALSE,0,0,NA,NA,NA,NA,0
"Coastal Aquifer_EGY","Coastal Aquifer","EGY",30,FALSE,0,0,NA,NA,NA,NA,0
"Coastal Aquifer_ISR","Coastal Aquifer","ISR",30,FALSE,0,0,NA,NA,NA,NA,0
"Coastal Maine Crystalline Aquifers_CAN","Coastal Maine Crystalline Aquifers","CAN",30,FALSE,0,0,NA,NA,NA,NA,0
"Coastal Maine Crystalline Aquifers_USA","Coastal Maine Crystalline Aquifers","USA",30,FALSE,0,0,NA,NA,NA,NA,0
"Devonian and Overlying Unconsolidated Aquifers_CAN","Devonian and Overlying Unconsolidated Aquifers","CAN",30,FALSE,0,1,NA,NA,NA,NA,33
"Devonian and Overlying Unconsolidated Aquifers_USA","Devonian and Overlying Unconsolidated Aquifers","USA",30,FALSE,0,1,NA,NA,NA,NA,33
"Dublin Basin_GBR","Dublin Basin","GBR",30,FALSE,0,0,NA,NA,NA,NA,12
"Dublin Basin_IRL","Dublin Basin","IRL",30,FALSE,0,0,NA,NA,NA,NA,12
"Eastern Champlain Valley Lowlands_CAN","Eastern Champlain Valley Lowlands","CAN",30,FALSE,0,0,NA,NA,NA,NA,28
"Eastern Champlain Valley Lowlands_USA","Eastern Champlain Valley Lowlands","USA",30,FALSE,0,0,NA,NA,NA,NA,28
"Eastern Imperial and Amos and Oligby Valleys_MEX","Eastern Imperial and Amos and Oligby Valleys","MEX",30,FALSE,0,0,NA,NA,NA,NA,5
"Eastern Imperial and Amos and Oligby Valleys_USA","Eastern Imperial and Amos and Oligby Valleys","USA",30,FALSE,0,0,NA,NA,NA,NA,5
"Eastern Isonzo-Soca High Plain_ITA","Eastern Isonzo-Soca High Plain","ITA",30,FALSE,0,0,NA,NA,NA,NA,0
"Eastern Isonzo-Soca High Plain_SVN","Eastern Isonzo-Soca High Plain","SVN",30,FALSE,0,0,NA,NA,NA,NA,0
"Eastern Mekong Delta_KHM","Eastern Mekong Delta","KHM",30,TRUE,1,1,15252.1125006513,"upstream",32.5319360284528,1,438
"Eastern Mekong Delta_VNM","Eastern Mekong Delta","VNM",30,TRUE,1,1,15252.1125006513,"downstream",32.5319360284528,1,438
"Eastside Lower Indus Valley_IND","Eastside Lower Indus Valley","IND",30,FALSE,0,0,NA,NA,NA,NA,26
"Eastside Lower Indus Valley_PAK","Eastside Lower Indus Valley","PAK",30,FALSE,0,0,NA,NA,NA,NA,26
"Eastside Middle Indus Plain_IND","Eastside Middle Indus Plain","IND",30,TRUE,1,1,523.022051683152,"upstream",87.3936498905137,1,316
"Eastside Middle Indus Plain_PAK","Eastside Middle Indus Plain","PAK",30,TRUE,1,1,523.022051683152,"downstream",87.6106457024551,1,316
"Edwards Plateau_MEX","Edwards Plateau","MEX",30,FALSE,0,1,NA,NA,NA,NA,23
"Edwards Plateau_USA","Edwards Plateau","USA",30,FALSE,0,1,NA,NA,NA,NA,23
"Essex Clay Plain_CAN","Essex Clay Plain","CAN",30,FALSE,0,0,NA,NA,NA,NA,11
"Essex Clay Plain_USA","Essex Clay Plain","USA",30,FALSE,0,0,NA,NA,NA,NA,11
"Grand Forks Aquifer_CAN","Grand Forks Aquifer","CAN",30,FALSE,0,0,NA,NA,NA,NA,0
"Grand Forks Aquifer_USA","Grand Forks Aquifer","USA",30,FALSE,0,0,NA,NA,NA,NA,0
"Jacumba Valley_MEX","Jacumba Valley","MEX",30,FALSE,0,0,NA,NA,NA,NA,0
"Jacumba Valley_USA","Jacumba Valley","USA",30,FALSE,0,0,NA,NA,NA,NA,0
"Kootenai Valley_CAN","Kootenai Valley","CAN",30,FALSE,0,0,NA,NA,NA,NA,0
"Kootenai Valley_USA","Kootenai Valley","USA",30,FALSE,0,0,NA,NA,NA,NA,0
"La Yarada Aquifer_CHL","La Yarada Aquifer","CHL",30,FALSE,0,0,NA,NA,NA,NA,0
"La Yarada Aquifer_PER","La Yarada Aquifer","PER",30,FALSE,0,0,NA,NA,NA,NA,0
"Letaba Lowveld_MOZ","Letaba Lowveld","MOZ",30,FALSE,0,0,NA,NA,NA,NA,0
"Letaba Lowveld_ZAF","Letaba Lowveld","ZAF",30,FALSE,0,0,NA,NA,NA,NA,0
"Lom- Pleven Depression_BGR","Lom- Pleven Depression","BGR",30,FALSE,0,1,NA,NA,NA,NA,85
"Lom- Pleven Depression_ROU","Lom- Pleven Depression","ROU",30,FALSE,0,1,NA,NA,NA,NA,85
"Lom- Pleven Depression_SRB","Lom- Pleven Depression","SRB",30,FALSE,0,0,NA,NA,NA,NA,85
"Lower Fraser Valley_CAN","Lower Fraser Valley","CAN",30,FALSE,0,0,NA,NA,NA,NA,0
"Lower Fraser Valley_USA","Lower Fraser Valley","USA",30,FALSE,0,0,NA,NA,NA,NA,0
"Lower Morovian Basin_AUT","Lower Morovian Basin","AUT",30,FALSE,0,0,NA,NA,NA,NA,0
"Lower Morovian Basin_CZE","Lower Morovian Basin","CZE",30,FALSE,0,0,NA,NA,NA,NA,0
"Lower Morovian Basin_SVK","Lower Morovian Basin","SVK",30,FALSE,0,0,NA,NA,NA,NA,0
"Lower Mur Valley_AUT","Lower Mur Valley","AUT",30,FALSE,0,0,NA,NA,NA,NA,0
"Lower Mur Valley_SVN","Lower Mur Valley","SVN",30,FALSE,0,0,NA,NA,NA,NA,0
"Lower Rio Paz Aquifer_GTM","Lower Rio Paz Aquifer","GTM",30,FALSE,0,0,NA,NA,NA,NA,0
"Lower Rio Paz Aquifer_SLV","Lower Rio Paz Aquifer","SLV",30,FALSE,0,0,NA,NA,NA,NA,0
"Madhupur Tract and Eastern Floodplains_BGD","Madhupur Tract and Eastern Floodplains","BGD",30,FALSE,0,0,NA,NA,NA,NA,582
"Madhupur Tract and Eastern Floodplains_IND","Madhupur Tract and Eastern Floodplains","IND",30,FALSE,0,0,NA,NA,NA,NA,582
"Malm Valangnian Aquifer_BGR","Malm Valangnian Aquifer","BGR",30,FALSE,0,0,NA,NA,NA,NA,0
"Malm Valangnian Aquifer_ROU","Malm Valangnian Aquifer","ROU",30,FALSE,0,0,NA,NA,NA,NA,0
"Mesilla-Conejos-Medanos Basin_MEX","Mesilla-Conejos-Medanos Basin","MEX",30,FALSE,0,0,NA,NA,NA,NA,6
"Mesilla-Conejos-Medanos Basin_USA","Mesilla-Conejos-Medanos Basin","USA",30,FALSE,0,0,NA,NA,NA,NA,6
"Mexicali Valley_MEX","Mexicali Valley","MEX",30,FALSE,0,0,NA,NA,NA,NA,9
"Mexicali Valley_USA","Mexicali Valley","USA",30,FALSE,0,0,NA,NA,NA,NA,9
"Middle Gangetic Plain_IND","Middle Gangetic Plain","IND",30,TRUE,1,0,12822.4200545689,"downstream",32.5254872497777,32,1275
"Middle Gangetic Plain_NPL","Middle Gangetic Plain","NPL",30,TRUE,1,0,12822.4200545689,"upstream",32.2115002864074,32,1275
"Middle-Upper Devonian Aquifer System_BLR","Middle-Upper Devonian Aquifer System","BLR",30,FALSE,0,0,NA,NA,NA,NA,0
"Middle-Upper Devonian Aquifer System_LTU","Middle-Upper Devonian Aquifer System","LTU",30,FALSE,0,0,NA,NA,NA,NA,0
"Middle-Upper Devonian Aquifer System_LVA","Middle-Upper Devonian Aquifer System","LVA",30,FALSE,0,0,NA,NA,NA,NA,0
"Milk River_CAN","Milk River","CAN",30,FALSE,0,0,NA,NA,NA,NA,0
"Milk River_USA","Milk River","USA",30,FALSE,0,0,NA,NA,NA,NA,0
"Mimbres Basin_MEX","Mimbres Basin","MEX",30,FALSE,0,0,NA,NA,NA,NA,0
"Mimbres Basin_USA","Mimbres Basin","USA",30,FALSE,0,0,NA,NA,NA,NA,0
"Mioplioquatenario de Elvas-Campo Maior and Vegas Baja Aquifers_ESP","Mioplioquatenario de Elvas-Campo Maior and Vegas Baja Aquifers","ESP",30,FALSE,0,1,NA,NA,NA,NA,37
"Mioplioquatenario de Elvas-Campo Maior and Vegas Baja Aquifers_PRT","Mioplioquatenario de Elvas-Campo Maior and Vegas Baja Aquifers","PRT",30,FALSE,0,1,NA,NA,NA,NA,37
"Mons Sedimentary Basin_BEL","Mons Sedimentary Basin","BEL",30,FALSE,0,0,NA,NA,NA,NA,4
"Mons Sedimentary Basin_FRA","Mons Sedimentary Basin","FRA",30,FALSE,0,0,NA,NA,NA,NA,4
"Niagara Peninsula_CAN","Niagara Peninsula","CAN",30,FALSE,0,0,NA,NA,NA,NA,8
"Niagara Peninsula_USA","Niagara Peninsula","USA",30,FALSE,0,0,NA,NA,NA,NA,8
"Northcentral Mega Aquifer System_IRQ","Northcentral Mega Aquifer System","IRQ",30,FALSE,0,0,NA,NA,NA,NA,0
"Northcentral Mega Aquifer System_KWT","Northcentral Mega Aquifer System","KWT",30,FALSE,0,0,NA,NA,NA,NA,0
"Northcentral Mega Aquifer System_SAU","Northcentral Mega Aquifer System","SAU",30,FALSE,0,0,NA,NA,NA,NA,0
"Northern Mega Aquifer System_IRQ","Northern Mega Aquifer System","IRQ",30,FALSE,0,0,NA,NA,NA,NA,0
"Northern Mega Aquifer System_SAU","Northern Mega Aquifer System","SAU",30,FALSE,0,0,NA,NA,NA,NA,0
"Northern Piedmont and Tista Fan_BGD","Northern Piedmont and Tista Fan","BGD",30,TRUE,1,0,21233.4224327264,"downstream",46.7491763569159,52,718
"Northern Piedmont and Tista Fan_BTN","Northern Piedmont and Tista Fan","BTN",30,FALSE,0,0,NA,NA,NA,NA,718
"Northern Piedmont and Tista Fan_IND","Northern Piedmont and Tista Fan","IND",30,TRUE,1,0,21233.4224327264,"upstream",46.7491763569159,58,718
"Northern Piedmont and Tista Fan_NPL","Northern Piedmont and Tista Fan","NPL",30,FALSE,0,1,NA,NA,NA,NA,718
"Northern Vienna Basin_AUT","Northern Vienna Basin","AUT",30,FALSE,0,0,NA,NA,NA,NA,0
"Northern Vienna Basin_CZE","Northern Vienna Basin","CZE",30,FALSE,0,0,NA,NA,NA,NA,0
"Northern Vienna Basin_SVK","Northern Vienna Basin","SVK",30,FALSE,0,0,NA,NA,NA,NA,0
"Osoyoos Aquifer_CAN","Osoyoos Aquifer","CAN",30,FALSE,0,0,NA,NA,NA,NA,0
"Osoyoos Aquifer_USA","Osoyoos Aquifer","USA",30,FALSE,0,0,NA,NA,NA,NA,0
"Playas Valley_MEX","Playas Valley","MEX",30,FALSE,0,0,NA,NA,NA,NA,0
"Playas Valley_USA","Playas Valley","USA",30,FALSE,0,0,NA,NA,NA,NA,0
"Pomfret-Vergelegen Dolomitic Aquifer_BWA","Pomfret-Vergelegen Dolomitic Aquifer","BWA",30,FALSE,0,0,NA,NA,NA,NA,0
"Pomfret-Vergelegen Dolomitic Aquifer_ZAF","Pomfret-Vergelegen Dolomitic Aquifer","ZAF",30,FALSE,0,0,NA,NA,NA,NA,0
"Presidio-Redford Bolson and Del Peso Valley_MEX","Presidio-Redford Bolson and Del Peso Valley","MEX",30,FALSE,0,0,NA,NA,NA,NA,0
"Presidio-Redford Bolson and Del Peso Valley_USA","Presidio-Redford Bolson and Del Peso Valley","USA",30,FALSE,0,0,NA,NA,NA,NA,0
"Rechna Doab_IND","Rechna Doab","IND",30,TRUE,1,0,1657.41017236164,"upstream",18.7194964032692,17,280
"Rechna Doab_PAK","Rechna Doab","PAK",30,TRUE,1,0,1657.41017236164,"downstream",19.271340577091,19,280
"Rheintal Aquifer_AUT","Rheintal Aquifer","AUT",30,FALSE,0,0,NA,NA,NA,NA,0
"Rheintal Aquifer_CHE","Rheintal Aquifer","CHE",30,FALSE,0,0,NA,NA,NA,NA,0
"Rheintal Aquifer_LIE","Rheintal Aquifer","LIE",30,FALSE,0,0,NA,NA,NA,NA,0
"Rio Grande Delta_MEX","Rio Grande Delta","MEX",30,FALSE,0,1,NA,NA,NA,NA,136
"Rio Grande Delta_USA","Rio Grande Delta","USA",30,FALSE,0,1,NA,NA,NA,NA,136
"Salzburg Basin_AUT","Salzburg Basin","AUT",30,FALSE,0,0,NA,NA,NA,NA,0
"Salzburg Basin_DEU","Salzburg Basin","DEU",30,FALSE,0,0,NA,NA,NA,NA,0
"San Pedro Basin_MEX","San Pedro Basin","MEX",30,FALSE,0,0,NA,NA,NA,NA,0
"San Pedro Basin_USA","San Pedro Basin","USA",30,FALSE,0,0,NA,NA,NA,NA,0
"Sandlands Aquifer_CAN","Sandlands Aquifer","CAN",30,FALSE,0,0,NA,NA,NA,NA,0
"Sandlands Aquifer_USA","Sandlands Aquifer","USA",30,FALSE,0,0,NA,NA,NA,NA,0
"Southcentral Floodplains_BGD","Southcentral Floodplains","BGD",30,FALSE,0,3,NA,NA,NA,NA,457
"Southcentral Floodplains_IND","Southcentral Floodplains","IND",30,FALSE,0,1,NA,NA,NA,NA,457
"Southcentral Mega Aquifer System_QAT","Southcentral Mega Aquifer System","QAT",30,FALSE,0,0,NA,NA,NA,NA,0
"Southcentral Mega Aquifer System_SAU","Southcentral Mega Aquifer System","SAU",30,FALSE,0,0,NA,NA,NA,NA,0
"Southeastern Bengal Basin_BGD","Southeastern Bengal Basin","BGD",30,FALSE,0,0,NA,NA,NA,NA,305
"Southeastern Bengal Basin_IND","Southeastern Bengal Basin","IND",30,FALSE,0,0,NA,NA,NA,NA,305
"Southern Mekong Delta_KHM","Southern Mekong Delta","KHM",30,FALSE,0,1,NA,NA,NA,NA,115
"Southern Mekong Delta_VNM","Southern Mekong Delta","VNM",30,FALSE,0,1,NA,NA,NA,NA,115
"Southern Odanah Shale_CAN","Southern Odanah Shale","CAN",30,FALSE,0,0,NA,NA,NA,NA,85
"Southern Odanah Shale_USA","Southern Odanah Shale","USA",30,FALSE,0,0,NA,NA,NA,NA,85
"Southern St. Lawrence Lowlands_CAN","Southern St. Lawrence Lowlands","CAN",30,TRUE,1,0,10172.3196786789,"downstream",30.1050626641388,47,287
"Southern St. Lawrence Lowlands_USA","Southern St. Lawrence Lowlands","USA",30,TRUE,1,0,10172.3196786789,"upstream",30.1050626641388,48,287
"Southwestern Chaco-Lower Parana Basin_120","Southwestern Chaco-Lower Parana Basin","120",30,FALSE,0,0,NA,NA,NA,NA,0
"Southwestern Chaco-Lower Parana Basin_ARG","Southwestern Chaco-Lower Parana Basin","ARG",30,FALSE,0,0,NA,NA,NA,NA,0
"Southwestern Chaco-Lower Parana Basin_BRA","Southwestern Chaco-Lower Parana Basin","BRA",30,FALSE,0,0,NA,NA,NA,NA,0
"Southwestern Chaco-Lower Parana Basin_PRY","Southwestern Chaco-Lower Parana Basin","PRY",30,FALSE,0,0,NA,NA,NA,NA,0
"Southwestern Chaco-Lower Parana Basin_URY","Southwestern Chaco-Lower Parana Basin","URY",30,FALSE,0,0,NA,NA,NA,NA,0
"Stampriet Kalahari Karoo Aquifer System_BWA","Stampriet Kalahari Karoo Aquifer System","BWA",30,FALSE,0,0,NA,NA,NA,NA,0
"Stampriet Kalahari Karoo Aquifer System_NAM","Stampriet Kalahari Karoo Aquifer System","NAM",30,FALSE,0,0,NA,NA,NA,NA,0
"Stampriet Kalahari Karoo Aquifer System_ZAF","Stampriet Kalahari Karoo Aquifer System","ZAF",30,FALSE,0,0,NA,NA,NA,NA,0
"Stockton Plateau_MEX","Stockton Plateau","MEX",30,FALSE,0,1,NA,NA,NA,NA,61
"Stockton Plateau_USA","Stockton Plateau","USA",30,FALSE,0,1,NA,NA,NA,NA,61
"Sundarbans and Southern Delta_BGD","Sundarbans and Southern Delta","BGD",30,FALSE,0,0,NA,NA,NA,NA,56
"Sundarbans and Southern Delta_IND","Sundarbans and Southern Delta","IND",30,FALSE,0,0,NA,NA,NA,NA,56
"Sylhet Basin_BGD","Sylhet Basin","BGD",30,FALSE,0,0,NA,NA,NA,NA,646
"Sylhet Basin_IND","Sylhet Basin","IND",30,FALSE,0,0,NA,NA,NA,NA,646
"Tijuana-San Diego Basin_MEX","Tijuana-San Diego Basin","MEX",30,FALSE,0,0,NA,NA,NA,NA,0
"Tijuana-San Diego Basin_USA","Tijuana-San Diego Basin","USA",30,FALSE,0,0,NA,NA,NA,NA,0
"Tournaisis Region Carbonate Aquifers_BEL","Tournaisis Region Carbonate Aquifers","BEL",30,FALSE,0,1,NA,NA,NA,NA,30
"Tournaisis Region Carbonate Aquifers_FRA","Tournaisis Region Carbonate Aquifers","FRA",30,FALSE,0,1,NA,NA,NA,NA,30
"Trans Gangetic Plain_IND","Trans Gangetic Plain","IND",30,FALSE,0,1,NA,NA,NA,NA,338
"Trans Gangetic Plain_PAK","Trans Gangetic Plain","PAK",30,FALSE,0,1,NA,NA,NA,NA,338
"Transboundary Judith River Aquifer_CAN","Transboundary Judith River Aquifer","CAN",30,FALSE,0,0,NA,NA,NA,NA,0
"Transboundary Judith River Aquifer_USA","Transboundary Judith River Aquifer","USA",30,FALSE,0,0,NA,NA,NA,NA,0
"Transboundary Odanah Shale_CAN","Transboundary Odanah Shale","CAN",30,FALSE,0,0,NA,NA,NA,NA,12
"Transboundary Odanah Shale_USA","Transboundary Odanah Shale","USA",30,FALSE,0,0,NA,NA,NA,NA,12
"Trebon Basin_AUT","Trebon Basin","AUT",30,FALSE,0,0,NA,NA,NA,NA,0
"Trebon Basin_CZE","Trebon Basin","CZE",30,FALSE,0,0,NA,NA,NA,NA,0
"Tuli Karoo Aquifer_BWA","Tuli Karoo Aquifer","BWA",30,FALSE,0,0,NA,NA,NA,NA,0
"Tuli Karoo Aquifer_ZAF","Tuli Karoo Aquifer","ZAF",30,FALSE,0,0,NA,NA,NA,NA,0
"Tuli Karoo Aquifer_ZWE","Tuli Karoo Aquifer","ZWE",30,FALSE,0,0,NA,NA,NA,NA,0
"Upper Gangetic Plain_IND","Upper Gangetic Plain","IND",30,TRUE,1,0,3270.54402821694,"downstream",29.3011624959148,34,1139
"Upper Gangetic Plain_NPL","Upper Gangetic Plain","NPL",30,TRUE,1,0,3270.54402821694,"upstream",28.8548183002152,35,1139
"Upper Peninsula Jacobsville Sandstone and Cambrian-Ordovician and Silurian-Devonian Aquifers_CAN","Upper Peninsula Jacobsville Sandstone and Cambrian-Ordovician and Silurian-Devonian Aquifers","CAN",30,FALSE,0,0,NA,NA,NA,NA,0
"Upper Peninsula Jacobsville Sandstone and Cambrian-Ordovician and Silurian-Devonian Aquifers_USA","Upper Peninsula Jacobsville Sandstone and Cambrian-Ordovician and Silurian-Devonian Aquifers","USA",30,FALSE,0,0,NA,NA,NA,NA,0
"Valle de Juarez and Hueco Bolson_MEX","Valle de Juarez and Hueco Bolson","MEX",30,FALSE,0,1,NA,NA,NA,NA,75
"Valle de Juarez and Hueco Bolson_USA","Valle de Juarez and Hueco Bolson","USA",30,FALSE,0,1,NA,NA,NA,NA,75
"Wadi As-Sirhan Basin_JOR","Wadi As-Sirhan Basin","JOR",30,FALSE,0,0,NA,NA,NA,NA,0
"Wadi As-Sirhan Basin_SAU","Wadi As-Sirhan Basin","SAU",30,FALSE,0,0,NA,NA,NA,NA,0
"West Jutland Quaternary and Tertiary Sand Aquifer System_DEU","West Jutland Quaternary and Tertiary Sand Aquifer System","DEU",30,FALSE,0,0,NA,NA,NA,NA,19
"West Jutland Quaternary and Tertiary Sand Aquifer System_DNK","West Jutland Quaternary and Tertiary Sand Aquifer System","DNK",30,FALSE,0,0,NA,NA,NA,NA,19
"Western Bengal Basin_BGD","Western Bengal Basin","BGD",30,FALSE,0,1,NA,NA,NA,NA,290
"Western Bengal Basin_IND","Western Bengal Basin","IND",30,FALSE,0,1,NA,NA,NA,NA,290
"Western Brahmaputra Basin Aquifer_BGD","Western Brahmaputra Basin Aquifer","BGD",30,TRUE,1,0,21380.6054856205,"downstream",15.5711512447358,11,153
"Western Brahmaputra Basin Aquifer_BTN","Western Brahmaputra Basin Aquifer","BTN",30,FALSE,0,0,NA,NA,NA,NA,153
"Western Brahmaputra Basin Aquifer_IND","Western Brahmaputra Basin Aquifer","IND",30,TRUE,1,0,21380.6054856205,"upstream",16.493141017076,15,153
"Western Carrizo-Wilcox_MEX","Western Carrizo-Wilcox","MEX",30,FALSE,0,1,NA,NA,NA,NA,83
"Western Carrizo-Wilcox_USA","Western Carrizo-Wilcox","USA",30,FALSE,0,1,NA,NA,NA,NA,83
"Willcox-Douglas Basin_MEX","Willcox-Douglas Basin","MEX",30,FALSE,0,0,NA,NA,NA,NA,0
"Willcox-Douglas Basin_USA","Willcox-Douglas Basin","USA",30,FALSE,0,0,NA,NA,NA,NA,0
"Williston Basin_CAN","Williston Basin","CAN",30,FALSE,0,0,NA,NA,NA,NA,452
"Williston Basin_USA","Williston Basin","USA",30,FALSE,0,0,NA,NA,NA,NA,452
"Yuma Basin_MEX","Yuma Basin","MEX",30,TRUE,1,0,482.814161529364,"upstream",28.209321407987,33,35
"Yuma Basin_USA","Yuma Basin","USA",30,TRUE,1,0,482.814161529364,"downstream",30.1569965433062,33,35
