"","Aquifer","CC","CS_max","CS_min","GWIrKHaKm2","RDS_main","RDS_mainDist","RDS_tot","STS","area_km2","compact","crpkHaKm2","elev","elong","lat_c","lon_c","m_per_year","ntl","perim_km","pet_mm","pop","prec_mm","slope","urbkHaKm2","nW","mean_dist_LB_km","mean_GWSlp","Broader","Details","TB","dist_to_LB_km"
"397","Eastern Arroyo Seco Valley","USA",-0.393212781332064,-0.393212781332064,4.60650690406665e-07,0,70.6855874404501,16.1462750489082,2.0030490491549,371.227720883871,0.459843093828688,3.31342756745357e-05,259.779463860836,2.59917590662062,33.27896813896,-114.940791616001,-0.04963947,0.282815334830322,100.721062238276,1778.87563341606,0.000751429895945752,77.8649374006593,0.630320070455457,0,2,74.9181063523827,-49.639472,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,76.0803568677138
"398","Eastern Bohemian Cretaceous Basin","CZE",7927.26781167196,2782.11289789447,5.57055042410976e-06,1.23057341546104,0,1346.79099397927,2.7929155208257,3257.44888992437,0.308104220102837,0.0347436357195987,346.551281091985,1.15625594462645,50.0487520921724,16.182278958272,0.01263889,1.52388666772434,364.497801937883,607.311109879995,9.90070641201666,591.203519486644,1.33631776522051,0.00408455580130925,41,42.1114229058268,38.7157791322171,"Bohemian Cretaceous Basin","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,46.7065678184214
"399","Eastern C Aquifer","USA",1477.52453383022,405.643932553037,5.3656262056567e-05,10.4867145260816,28.3157591896228,79.7809611823906,2.43545659397593,29536.2772437218,0.670411299535725,9.31772286761932e-05,2011.36344952787,1.58163756874653,34.7208580289105,-109.25402834134,0.042672,0.360960367317245,744.067177393622,1224.37333154088,0.194347576751355,293.816330632899,1.4094443181377,3.66305150259474e-05,7,395.685338577303,69.1480015079152,"The C Aquifer","GebreEgziabher, M., Jasechko, S., Perrone, D. (2022). Nature Communications 13, 2129, doi.org/10.1038/s41467-022-29678-7",FALSE,408.384285968566
"400","Eastern Cambay Basin","IND",7607.30660541452,2321.49405738053,0.124155162123072,4.93570724234101,0,442.391176980926,1.63345683923637,8486.42182078987,0.2890421640694,0.065396902843296,119.874256319538,1.71035108043837,23.3867205794482,72.9139133182351,0.11333333,1.06490703369209,607.416575928468,1431.95300635015,30.5827022368455,1062.80940674151,0.255905445777764,0.0111235600900981,39,226.449603531603,78.3675733589375,"Cambay Basin","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,234.50394774882
"401","Eastern Cambrian-Ordovician Aquifers","USA",9800.25354004393,4960.00456253642,0.000678571117549671,35.5354293902244,0.813666266488617,511.587676789628,1.65884052075728,55101.3665442352,0.497912100363979,0.0459816047765043,278.573059605234,1.26487696915563,42.7193181336218,-90.0419530909772,-0.03352778,1.49440696535598,1179.26056699374,695.215039360521,2.58686251316623,990.839654305357,0.804110063501611,0.00163350783794519,59,716.705779454366,-79.3891508125411,"Northern Midwest Aquifer System","GebreEgziabher, M., Jasechko, S., Perrone, D. (2022). Nature Communications 13, 2129, doi.org/10.1038/s41467-022-29678-7",FALSE,775.499087996715
"402","Eastern Carrizo-Wilcox","USA",8658.10691974124,4809.04557567968,0.000227453755026022,23.7352063182495,0.93379769473111,399.598110332184,2.3964413814435,57255.4317973458,0.384561815358116,0.00226989533834594,104.966057157117,1.28098421803062,32.2519330038841,-94.5782676888912,0.00423333,1.25271350997465,1367.82393664794,1117.69604970316,1.87854787116776,1263.52889051873,0.444518893342118,0.00115311340936926,438,783.695717221581,-11.7887907489697,"Carrizo-Wilcox","GebreEgziabher, M., Jasechko, S., Perrone, D. (2022). Nature Communications 13, 2129, doi.org/10.1038/s41467-022-29678-7",FALSE,792.388679157271
"403","Eastern Celje Basin","SVN",8789.41666666666,3846.90013085614,0,140.555410447761,0,1053.64120024876,3.33041044776119,87.0768930773291,0.236792600076802,0.0184178560832608,262.772108208955,2.40136782287286,46.2528628188605,15.241601215391,-0.0325,6.32945972436214,67.9786180266295,629.42363254749,44.4210465484062,1092.81022659652,1.14315312568256,0.0238843363380364,2,41.1213667797728,-32.5,"Celje Basin","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,42.8331236675184
"404","Eastern Champlain Valley Lowlands","CAN",8102.93697681125,3594.55628074077,2.8467791173668e-06,59.8637172348443,2.27338635881519,410.939945680593,4.04358546116036,8851.40787689794,0.302839217207092,0.014054920586487,201.990099543324,1.95833414530122,44.1955428366045,-73.1193613718263,-0.000381,0.802034600889526,606.045249559816,612.133411472342,2.37827093761479,1090.57249626263,2.50372945459996,0.00101118587868336,6,76.3580451237357,-1.59035430994807,"-","GebreEgziabher, M., Jasechko, S., Perrone, D. (2022). Nature Communications 13, 2129, doi.org/10.1038/s41467-022-29678-7",TRUE,6.79000720926459
"405","Eastern Champlain Valley Lowlands","USA",8102.93697681125,3594.55628074077,2.8467791173668e-06,59.8637172348443,2.27338635881519,410.939945680593,4.04358546116036,8851.40787689794,0.302839217207092,0.014054920586487,201.990099543324,1.95833414530122,44.1955428366045,-73.1193613718263,-0.000381,0.802034600889526,606.045249559816,612.133411472342,2.37827093761479,1090.57249626263,2.50372945459996,0.00101118587868336,6,76.3580451237357,-1.59035430994807,"-","GebreEgziabher, M., Jasechko, S., Perrone, D. (2022). Nature Communications 13, 2129, doi.org/10.1038/s41467-022-29678-7",TRUE,132.914390771186
"406","Eastern Dakota Aquifer","USA",9844.46439188426,4921.94548537214,0.000390577367874508,12.1700949123985,1.44859335703074,264.504594168242,1.02330903464404,39327.5967933306,0.13827303080042,0.0695367164485156,403.887024415252,1.0765761546311,42.8029607591608,-95.2942504375407,0.07856037,0.839438275936327,1890.53575404044,753.134480954245,0.719911351142248,818.268586333485,0.423926685838225,0.000340825198869747,18,915.823165964857,75.6558780864633,"-","GebreEgziabher, M., Jasechko, S., Perrone, D. (2022). Nature Communications 13, 2129, doi.org/10.1038/s41467-022-29678-7",FALSE,918.64930225734
"407","Eastern Deccan Basalt Plateau","IND",3558.92007270081,1345.31040613671,0.0250085748703538,0,0.268405987739376,333.07233816518,3.07938727770131,21643.1380143671,0.377535981266986,0.0731948424209292,597.402983719549,1.76168447961861,18.3080908985838,76.8446750247758,0.08305556,0.753704967522427,848.761891833709,1392.5095219012,19.3784528184562,917.870349922753,0.539315252351708,0.00393174126464614,48,1016.5092215442,182.04249436821,"Deccan Plateau","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,968.035686038134
"408","Eastern Dehshir and Arnan Basins","IRN",1821.12702570261,82.7360634449832,0.00672576466002768,0,4.40730568223143,87.5284771685716,2.63908501739275,968.598877426025,0.399515635838226,0.000928775940255751,2097.298892938,1.35552666637626,31.3315217214306,54.1538770799749,0.13583333,0.705498274886252,174.54604883432,1303.51103652895,0.163497834825588,145.376699473319,1.43035987901286,0,17,656.34263166736,144.499518890505,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,655.720688406676
"409","Eastern Duero Basin","ESP",6723.1846557986,2236.73504021421,0.00148783721297411,153.965674288861,0.070270661921976,498.300409924534,3.8489275330695,16233.7284215126,0.461777166855271,0.0378212724334267,939.723988767897,2.18962942199403,41.6746110380321,-3.6139425689522,-0.03568182,0.951632203072322,664.657397465692,922.079765361329,2.04933601578597,484.302431473081,1.3066718589259,0.000520238387679975,63,251.736143439326,-164.111795404078,"Duero Basin","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,286.981377990389
"410","Eastern El Palmar Aquifer","MEX",4327.22963561541,1307.55928575882,0.000979769970200426,0,0,603.942904601572,4.9862431724654,1196.64331268877,0.128331058721012,0.0213886185797273,1972.18092031425,1.47727260564465,23.7921706144533,-103.009241406987,0.26561111,0.868761332079307,342.31143137352,1354.98557847839,3.86922442871446,374.391876460245,1.10406677349928,0.0021544625359147,2,534.019088367131,265.611111,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,541.452196939511
"411","Eastern Elsinore Valley","USA",8769.93487239225,2150.11112729006,0.0018241724136399,218.755056655724,0,3616.595255745,2.84904161812983,30.7864934082035,0.378298303828175,0.000521113562290653,416.326379328603,1.50006896831829,33.6383421182995,-117.305886591669,0.18288017,11.9659754812471,31.9792185985666,1277.83080380208,46.6038540859199,374.79918876358,2.39137921111107,0.0423954427671291,68,150.786478991555,210.511869478787,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,148.071886481708
"412","Eastern Eromanga Basin","AUS",1801.19702615391,431.959229802095,3.22921972118493e-07,0,21.072373039507,71.5992424551441,2.7633357553775,291331.642127691,0.467745371934767,2.98483431843433e-05,230.873484419735,1.18230725477207,-27.6113671989188,144.848572196423,-0.01833333,0.201172857365775,2797.65405653357,1549.6429200438,0.00273899396027373,350.052043003012,0.300428435871928,0,184,2186.15786215021,-78.2738357572435,"Great Artesian Basin","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,2229.42035244021
"413","Eastern Fakhrabad Basin","IRN",5742.14822134388,966.943100330754,0.00297852236670401,0,1.32113979006757,116.803112648221,3.45083992094862,83.5829530042334,0.482722997626404,0.0119276752223456,1475.80130105402,1.33773690553771,28.4719584139633,55.4756976734227,0.45,0.367226297075079,46.6460413083903,1466.78871284485,0,152.077045679346,2.56896393302621,0,4,308.460851816386,437.287947096046,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,310.171026163647
"414","Eastern Flatwoods Northshores","USA",9519.81005447529,4651.40072341119,0.00264773485414645,97.1394175380568,0.324942311924451,3065.52711445129,3.47211413837276,4970.75303074263,0.286711443523448,0.00285500901884522,11.9181028662763,1.89624747406055,29.4622910902906,-81.2624079394335,-0.01524,3.04133321596136,466.759871223179,1195.83502539915,8.54519848676206,1330.03242277181,0.136641710382442,0.00936009559730855,42,1550.76507574263,-12.118663849462,"Floridan Aquifer System","GebreEgziabher, M., Jasechko, S., Perrone, D. (2022). Nature Communications 13, 2129, doi.org/10.1038/s41467-022-29678-7",FALSE,1551.78094464361
"415","Eastern Flatwoods Southshores","USA",8102.62770938139,3559.79468916463,0.00478597518628292,66.6157717601054,8.99956926603232,1652.03025517771,3.47782777666093,25501.9758664465,0.47861068578847,0.0090037388136394,12.6964774855986,1.86489072030177,27.4810014464034,-80.7942948774962,-0.0146685,2.8196060962953,818.277579534787,1249.51463531747,6.66808082841725,1388.60187090228,0.0772453058237134,0.00824106605533451,171,1377.60300731279,-17.4711842448926,"Floridan Aquifer System","GebreEgziabher, M., Jasechko, S., Perrone, D. (2022). Nature Communications 13, 2129, doi.org/10.1038/s41467-022-29678-7",FALSE,1371.76500398763
"416","Eastern Ghavbandi Basin","IRN",3107.15860387178,825.551877988638,0.00500329239003607,0,0.978934530020001,99.3018813944935,2.62742667193439,255.772836527265,0.177051314859773,0.00371172121492402,214.737599280683,3.09606176057336,27.107066590591,53.3790114271552,0.60833333,1.54654689017678,134.735662997865,1759.29768145881,1.50205872479044,155.604539844893,3.20262321065536,0,13,318.754629217299,589.401132756451,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,328.861813588363
"417","Eastern Gippsland Basin","AUS",8808.07425225651,3565.74948668774,0.000537499176525351,0,0.715985895985567,243.307932327873,2.50645863389643,1612.34292075985,0.462364095009487,0.020481657431672,61.4731892929607,1.5828431340143,-37.874890797561,147.42569304861,0.025375,0.326937689526511,209.334875670543,1036.25557059568,0.728816943590836,694.402891446914,0.713454151772727,0.000654958710354411,78,3617.8173863496,742.981665159386,"Gippsland Basin","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,3612.660886974
"418","Eastern Goltapeh Zarin Abad Basin","IRN",5523.67687948079,1493.26160700085,0.00139342954367937,0,2.52706044836656,154.8996331935,1.23034745621302,1085.2507186819,0.52777315533515,0.0594663825245169,1872.14174890295,1.83303953596733,35.732009280441,48.5882409638766,0.50627841,0.630841689191173,160.748276349742,1035.67873269681,1.81801107731981,340.156555261196,1.21048385676991,0.000241779932932666,34,256.134061937311,752.815311853062,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,249.577693005412
"419","Eastern Guadiana Menor Basin","ESP",6161.0913389802,2482.07734016132,0.00181629441442955,45.4645388081749,1.18573092486699,189.902690675193,3.46732203960285,1655.2256350716,0.254036375876719,0.0427525280636888,1011.57684224304,1.01472625821181,37.7321847731863,-2.48057440956098,-0.06070455,0.611953761687006,286.144616606604,1104.21044378264,0.769586223278745,346.62522655479,2.22305371556485,0.000225635359637067,22,342.434086037794,-153.973586972522,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,338.371702874898
"420","Eastern Highland Rim","USA",7451.26700071615,3445.08098311119,0.000377666001700854,36.4834532280242,0.933800621764441,412.625278109244,3.60466692355613,6816.15315135589,0.341441076560112,0.0120837418340802,297.326722856188,1.27466728580134,35.7428527632873,-85.933613666764,-0.09017,1.36691130420249,500.860425895737,930.639388713086,2.43476912506121,1548.31777567688,0.891725948441557,0.00110106418895598,31,968.060356924019,-111.159675777083,"Interior Low Plateaus","GebreEgziabher, M., Jasechko, S., Perrone, D. (2022). Nature Communications 13, 2129, doi.org/10.1038/s41467-022-29678-7",FALSE,920.799549324272
"421","Eastern Huaihe Plain","CHN",7524.00790053106,3104.94666259115,0.0155656848730913,172.019439219069,0.581154251677005,788.973305100669,2.54959581924654,61837.2567795138,0.307287254099874,0.0507389561411689,82.2657858007641,1.1763994491614,34.5739362008683,117.721439561862,0.07090909,1.965476857115,1590.22203245902,941.175614357958,38.1611406954087,876.574006164529,0.641813327951621,0.029129887045138,33,1092.48898948588,372.475897978967,"Huaihe River Basin","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,1038.79818718806
"422","Eastern Imperial and Amos and Oligby Valleys","MEX",-0.234321050137653,-0.234321050137653,0.000673226535509751,42.400404891992,17.9307839784753,89.0813214696356,2.0229110443462,1935.09342372954,0.504078861668782,0.000174118918643309,73.8078818068645,1.2107957589902,32.8740297399946,-115.061670693459,0.7362075,0.456666021783754,219.637583866724,1673.04407362713,0.0215580452385509,52.0961354877531,0.444316213864008,0,30,5.96788373108399,671.769957078726,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",TRUE,2.17130252468854
"423","Eastern Imperial and Amos and Oligby Valleys","USA",-0.234321050137653,-0.234321050137653,0.000673226535509751,42.400404891992,17.9307839784753,89.0813214696356,2.0229110443462,1935.09342372954,0.504078861668782,0.000174118918643309,73.8078818068645,1.2107957589902,32.8740297399946,-115.061670693459,0.7362075,0.456666021783754,219.637583866724,1673.04407362713,0.0215580452385509,52.0961354877531,0.444316213864008,0,30,5.96788373108399,671.769957078726,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",TRUE,25.3112770857357
"424","Eastern Isonzo-Soca High Plain","ITA",9903.13451113451,4652.99244455494,0.00021592193609772,165.217503217503,0,1891.13825513825,2.4049569049569,69.8238624715285,0.243251238084601,0.00658635783007186,71.8785928785929,2.01645916092621,45.9124924227346,13.6437034995806,-0.062,6.46977199004716,60.0591714957288,715.536029240575,48.6850501186107,1287.35771433286,1.51126114072498,0.0295206335817148,6,3.80663138199991,-17.965277733812,"Isonzo-Soca High Plain","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",TRUE,2.06674454198557
"425","Eastern Isonzo-Soca High Plain","SVN",9903.13451113451,4652.99244455494,0.00021592193609772,165.217503217503,0,1891.13825513825,2.4049569049569,69.8238624715285,0.243251238084601,0.00658635783007186,71.8785928785929,2.01645916092621,45.9124924227346,13.6437034995806,-0.062,6.46977199004716,60.0591714957288,715.536029240575,48.6850501186107,1287.35771433286,1.51126114072498,0.0295206335817148,6,3.80663138199991,-17.965277733812,"Isonzo-Soca High Plain","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",TRUE,4.99306828772501
"426","Eastern Kachchh Coastal Plain","IND",6844.3717804122,1622.51801557033,0.00137288498534731,0,33.051410786489,74.1812270427273,3.49015430629005,1292.94632268782,0.328082255284307,0.000801119699918974,8.21588399597873,1.72655262446803,23.0622285462818,70.2448838127369,0.103,2.07843603172891,222.537809480158,1510.56167389687,13.4206639525004,564.020852496175,0.103532258182622,0.00412745319438527,3,143.240092528648,-39.8333370685577,"Kachchh Coastal Plain","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,136.568542416921
"427","Eastern Kankakee Plains","USA",7895.35858063892,3849.49598203337,0.00382455954317439,0.635296288490333,1.20642214179253,231.365242887239,1.41465745412562,3480.20923390519,0.293486307989769,0.0570826770121455,212.792734755166,1.15604825183944,41.1560910822613,-86.7417118251793,-0.00907143,0.851877719950074,386.023449303163,747.623435256036,1.2654394289185,1048.83191007505,0.131987480899759,6.53977733872763e-05,5,434.475951964498,-16.5829344652593,"-","GebreEgziabher, M., Jasechko, S., Perrone, D. (2022). Nature Communications 13, 2129, doi.org/10.1038/s41467-022-29678-7",FALSE,420.837872568597
"428","Eastern Karoo Basin","ZAF",8298.02024594033,4173.94510755858,0.000163289538178809,17.6291204741113,0.204352588166797,241.776855412904,3.21366158374709,41779.3289993385,0.282629323010535,0.00370337875536929,1256.11561134523,1.96436148497156,-29.1033237913473,29.9080043824914,0.01696429,0.607491896218389,1362.94099073963,1115.12156393471,4.67369908757346,727.681297189159,3.2530624170478,0.00277558419532047,12,119.259852429897,114.166675055692,"Main Karoo Basin","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,54.3026486282804
"429","Eastern Khash Basin","IRN",1640.91115878241,100.617161461865,0.00317428778559455,0,3.84620804502561,104.548667874887,4.58388915601254,839.13139271536,0.127582143351887,0.0036786587941314,1419.97029584972,1.03571195323057,28.218014931247,61.4474881910889,0.50791667,0.393487431861716,287.491473923383,1652.30396697928,0.244001120993332,76.1451970477777,1.63029009602745,0,29,67.048590080298,449.699778365513,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,67.3156698000995
"430","Eastern Kome Basin","IRN",5364.91473100057,1614.71570423354,0.00718122182875901,0,23.8941910399267,12.0514073040242,1.92200844050111,100.919633304907,0.376078301335127,0.0180368036134213,2327.52909314459,1.11540970817884,31.0904280947761,51.7440397892772,1.76818182,0.300038763573823,58.0702406276626,1134.06516641845,0,287.0383792758,1.93910160588656,0,10,388.221044227127,1939.19794750187,"Kome Basin","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,388.47277199588
"431","Eastern La Sabana Aquifer","MEX",9964.84783572168,3775.40975402571,0.00053181662189726,0,0,734.030285123357,2.62040183188063,76.1232867016764,0.603406450073005,0.000396622341194098,40.5762544935244,1.00727368038082,16.7933084975123,-99.6729674780805,0.054,1.34028774158385,39.8161004562608,1403.0046326763,6.25738920128917,1366.54337344225,1.0141880521059,0.00386711462642192,3,852.633350216301,120.333338156343,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,849.459613329741
"432","Eastern Libres-Oriental Aquifer","MEX",8527.64193641711,2094.41363632711,0.00868083614439221,0,0,629.816580410813,2.52046835320968,229.759988559466,0.356083178277973,0.00869518426324638,2441.28020829985,1.00387049170953,19.339341424055,-97.3461593985544,0.21571429,0.942568779408907,90.0464101546838,1036.42775694844,5.99231722184312,755.620158067216,2.07267402727524,0.00115442734869732,1,700.52707905311,215.714286,"Libres-Oriental Aquifer","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,701.62040602194
"433","Eastern Lordegan Basin","IRN",5026.9603361925,1547.40241758294,0.0108415748520727,0,32.1766047772231,95.5671521501352,3.25758447988026,116.028148312191,0.181169653122287,0.0336646555417549,2042.89738644868,2.16557221160363,31.4156103088006,51.0608286220325,1.19625,0.935207383760028,89.7106258195707,1161.56514492981,7.85670250633547,380.864150197496,4.24919717318544,0.000181138351634909,3,342.530614601073,1078.74998728434,"Lordegan Basin","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,334.60151413738
"434","Eastern Malwa Plateau","IND",3212.08621064712,1285.19004306985,0.0869948606348477,0,0.358954585630906,260.379663224354,3.48177262703859,25274.7051240011,0.332008060938506,0.0577348793449958,469.211212078251,1.17169181246683,24.076989681702,77.9526329220857,0.003375,0.823048135170256,978.078396902778,1293.1474465564,15.2860605310149,1172.38614383423,0.522300373394778,0.00311674791950007,80,624.642746007937,32.6795750709133,"Malwa Plateau","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,624.828569356673
"435","Eastern Malwa Plateau Alluvial Aquifer","IND",8890.70057289937,2372.38954191906,0.040584607173816,0,0,486.697719798989,1.26084884722095,12284.4586706722,0.306968874093223,0.0602806067089883,325.392834370315,1.46119160724059,26.5562344907981,75.7553327761123,-0.39535714,1.45976391634579,709.146188710021,1308.37956246374,30.8057031321764,669.296917739868,0.298657489114334,0.00625298650928374,26,443.79814507445,-125.065138193507,"Malwa Plateau","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,441.054228706257
"436","Eastern Mekong Delta","KHM",5894.04003116642,1827.66966644488,0.000393803350007466,7.67508730008041,2.20190201745582,630.671580531754,2.26839855720021,35141.8850360193,0.388558345368172,0.0532768908033444,9.49098414182318,1.10530750294564,10.80781775377,106.072889976744,0.1227399,3.43352865044681,1066.07887665258,1255.16211982478,43.9293988636236,1716.87788768493,0.11319693055156,0.0304610294078829,28,47.1155045912384,185.838197498037,"Mekong Delta","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",TRUE,37.9786451800194
"437","Eastern Mekong Delta","VNM",5894.04003116642,1827.66966644488,0.000393803350007466,7.67508730008041,2.20190201745582,630.671580531754,2.26839855720021,35141.8850360193,0.388558345368172,0.0532768908033444,9.49098414182318,1.10530750294564,10.80781775377,106.072889976744,0.1227399,3.43352865044681,1066.07887665258,1255.16211982478,43.9293988636236,1716.87788768493,0.11319693055156,0.0304610294078829,28,47.1155045912384,185.838197498037,"Mekong Delta","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",TRUE,19.7681378054482
"438","Eastern Mississippi Embayment","USA",8751.49604301003,4047.86633053808,0.000775079833674477,32.1124677098225,1.37800803421687,406.022222219849,2.16576343421677,60650.4075696584,0.250876675133405,0.0147088698325759,113.834479147552,1.71513848604001,34.091710043242,-89.1092401393637,-0.05134708,1.49779021743617,1742.97697950618,1018.49922216102,2.24917786618914,1485.4604241597,0.4756685237317,0.00156641930818901,170,1205.52431930447,-70.7526807344791,"Mississippi Embayment","GebreEgziabher, M., Jasechko, S., Perrone, D. (2022). Nature Communications 13, 2129, doi.org/10.1038/s41467-022-29678-7",FALSE,1280.84326594102
"439","Eastern Neyshabur Plain","IRN",5517.838352666,1729.44557198012,0.0182894553306987,0,19.9767055748336,64.9675523642338,3.47218756637849,1297.5561331769,0.48369692137567,0.020643001903835,1313.572369947,1.20745202251716,35.9436581574611,59.0681643758119,1.31215476,0.904145868420457,183.603665718684,1138.78520058353,1.91927328525074,272.975084730636,1.15250971051166,0.000217727366889007,16,167.703453265858,1179.28134601483,"Neyshabur Plain","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,170.837727665039
