"","Aquifer","CC","CS_max","CS_min","GWIrKHaKm2","RDS_main","RDS_mainDist","RDS_tot","STS","area_km2","compact","crpkHaKm2","elev","elong","lat_c","lon_c","m_per_year","ntl","perim_km","pet_mm","pop","prec_mm","slope","urbkHaKm2","nW","mean_dist_LB_km","mean_GWSlp","Broader","Details","TB","dist_to_LB_km"
"1","Abadeh Eghlid Basin","IRN",2733.40566608017,347.863894595728,0.00943156733909258,0,1.06912491599185,126.595141994761,3.85768948733981,1612.50332177785,0.190903444585646,0.00712308169301444,2101.79654376587,1.15751864511298,31.1438381063075,52.6297258668853,0.45638462,1.53960758869995,325.797958511798,1283.58389142248,5.3394125036719,175.702912242598,1.83030051821769,0.00202481095225866,32,493.802214375005,589.09466871746,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,485.065434408785
"2","Abadeh Tashk Basin","IRN",7965.28514455592,1589.54087160477,0.0168550125291211,0,0.147453461390087,112.763899807884,2.56686329534391,652.967809989727,0.336751058752127,0.0183694002161396,1609.59179157707,1.7165444197881,29.7013879488495,53.8954771541456,0.56711806,0.649548232928557,156.097638543285,1481.01678534121,8.27650616829316,151.278605735069,1.42067543283059,0.000803625878093257,27,521.797489847605,517.960208882894,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,520.582248930165
"3","Abarkooh Plain","IRN",3247.61639673466,310.499278470972,0.00841431637214472,0,3.75018869562575,118.720693311763,3.14998883248118,1665.71460212153,0.378329754637603,0.00687375852649055,1535.75487195584,1.21458314003569,31.0799967320995,53.2695722867352,0.547,1.35734657066099,235.217689188042,1480.80507242241,1.69600217856001,136.056923913805,0.564817217309462,0.00048163745084028,43,552.552662357906,646.394783046126,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,552.504434060195
"4","Abbas -e Sharghi Basin","IRN",6645.8270612854,2583.78620953471,0,0,3.23801140867097,72.778863141284,2.41996706746025,385.348081756448,0.504417537211635,0.0331863547184593,170.595101284712,1.06377656269008,32.3898166230556,47.837566999968,-0.83633668,1.33201674963355,97.9797764035076,1863.8259241616,0.149691478733468,290.853045669268,0.427206519843112,0,28,38.096759697447,-821.974190925904,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,37.0378915175986
"5","Abbotsford-Sumas Aquifer","CAN",6392.28021094073,1916.10783372622,0.00716741194623807,64.0020024787966,0,725.38338234222,2.49675569272644,528.548909559238,0.412047437353153,0.0251013760103224,42.5296945247759,1.94001929568774,48.972360506678,-122.371295496413,-0.02417188,4.21038824909875,126.962046403465,649.424320558619,12.6194690797566,1442.1990636277,0.888623926019902,0.00567192915146784,15,6.6184547003052,-30.8420903659891,"Puget Sound Lowland","GebreEgziabher, M., Jasechko, S., Perrone, D. (2022). Nature Communications 13, 2129, doi.org/10.1038/s41467-022-29678-7",TRUE,4.93062687550727
"6","Abbotsford-Sumas Aquifer","USA",6392.28021094073,1916.10783372622,0.00716741194623807,64.0020024787966,0,725.38338234222,2.49675569272644,528.548909559238,0.412047437353153,0.0251013760103224,42.5296945247759,1.94001929568774,48.972360506678,-122.371295496413,-0.02417188,4.21038824909875,126.962046403465,649.424320558619,12.6194690797566,1442.1990636277,0.888623926019902,0.00567192915146784,15,6.6184547003052,-30.8420903659891,"Puget Sound Lowland","GebreEgziabher, M., Jasechko, S., Perrone, D. (2022). Nature Communications 13, 2129, doi.org/10.1038/s41467-022-29678-7",TRUE,10.8299758668749
"7","Abdan-Dayer Coastal Plain","IRN",4294.48052621397,1333.04911459341,0.00924300077850936,0,5.7646419898617,92.387835171213,3.45113174695299,446.712689732997,0.315254859037825,0.00818840396533779,35.5562623331399,1.2143825897971,27.9747156047232,51.8638412111811,0.21948864,4.87957987469039,133.440660289759,1788.93906570053,23.6201252936096,209.876762138618,0.741405551697786,0.00193326581190753,48,392.658563678619,226.225834834129,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,388.674745294681
"8","Abhar Plain","IRN",4856.27299355595,1241.03798856231,0.0193252013103026,0,6.87218751847671,74.8521097843405,2.1918543216771,1153.32896581023,0.412479851465585,0.0346909664334621,1724.6603047375,1.13197566241864,36.2263010983385,49.1471057697618,1.42210714,2.54225357136368,187.447719913725,1019.38186550308,10.7718655662767,756.29404898819,2.25396460171021,0.00292285256352348,36,304.673287412881,1495.59044088452,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,307.882534372243
"9","Abrego Aquifer","MEX",5575.87147944318,1903.19754271915,0.00553578145420905,0,0.0172882062906793,318.049950565651,1.9091982886091,410.992139350633,0.427054263444577,0.0402446271468477,2210.53504589082,1.39563262190076,23.2589435295695,-103.294963423892,0.17465278,0.370728712059229,109.97150253755,1295.18985076633,1.03977699359021,469.377642413568,1.22004443850444,0,16,609.964313386285,10.4079935688623,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,606.580200192922
"10","Actopan Aquifer","MEX",6742.24015377603,2698.37478131753,0.00315728428229559,27.8434307052234,0.00170442212894618,843.07138236721,2.38324134433772,502.205950175241,0.420506896922283,0.0332217385988302,69.8795225881367,1.15475735344634,19.4326121487346,-96.436150760006,-0.0315,1.03791978290851,122.506546566183,1235.71200026017,9.70904385014422,967.058636929988,0.713378983231638,0.00398634471726245,30,608.020110776823,-60.917944279232,"Coastal Plain of Veracruz","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,612.411678925738
"11","Agua Verde Aquifer","CHL",-1,-1,0,28.6810805075915,4.96544557793679,120.932534585261,2.67369928726512,933.176350322745,0.423135042460024,0,2078.21762474755,2.42510128028635,-25.3916979789868,-69.697804594988,0.1535,0.230506093772271,166.474338247574,1566.41364300035,0.000844919122437926,30.5478275755257,1.81132017664874,0,10,144.492063738627,257.879761070168,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,123.249272662782
"12","Aguadilla-Hatillo Region","USA",9398.06859693719,3516.97953207991,0.00356977141116209,66.3017223747575,0.0199328053945221,2934.9270082493,2.35624674906497,599.424368721795,0.492970686739807,0.00102597770084704,158.622643846135,2.38595057859081,18.4362246606114,-66.9362374877926,-0.02374958,4.14745108347372,123.612269875618,1255.73719875851,25.3779534793978,1978.66444595507,1.42710877647588,0.0356578236258994,6,422.976976848203,9.78862496324166,"Puerto Rico North Coast Karst Aquifer","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,424.971010922636
"13","Aguanaval Aquifer","MEX",7323.92724063824,2407.6382693408,0.0153189130243385,0.0967787636119148,0.00314080516939637,489.503759109628,1.62042237456628,1496.75357902251,0.327848497953093,0.0641341287712391,2100.71377939993,1.22949932908449,23.3085211320122,-103.017620021578,0.42,0.573652292090318,239.520938969905,1320.06407576867,2.10375846459446,414.984636500341,0.850806454449616,0,22,575.728627612263,589.62816235703,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,579.057588148317
"14","Aguascalientes Valley","MEX",6576.48824084203,3074.62817049045,0.0199871134287874,2.72232718331631,0,2138.08486481112,2.8064658042782,1204.13425054141,0.335433854921821,0.0421112976321979,1909.24580180734,2.75534052112266,22.0125475445735,-102.295338008402,0.393125,9.26923243369262,212.392384258561,1272.73248345893,55.7116435805014,505.51747611721,0.926496493127499,0.0162364963473916,20,645.081376505465,429.191053497812,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,643.66568920293
"15","Aguilas Basin","ESP",5631.1759069804,2301.60367030312,0.00364979168715426,418.070551664437,0,1011.33184465255,2.64089674982293,157.947937583958,0.313283965500232,0.0113592955779449,144.106516093492,1.87558111035271,37.4479190243231,-1.57989777053,0.17083333,1.45854566614959,79.5962904377721,1144.82015847862,14.2782158404524,315.241390793326,2.88018409687099,0.00715457657627193,3,329.290771249083,660.763904561239,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,331.573316727766
"16","Ahar-Varzeghan Basin","IRN",6442.11830266192,1799.81416378207,0.000565588615326488,0,6.16486438751234,92.9266559008348,4.22876084526733,1638.26573706095,0.481676768167244,0.0114885694629373,1713.10550889116,2.8587546668801,38.5167007792034,46.8967585978223,0,1.0291521648,206.737498040567,853.813465748878,5.94079631423283,473.913062882119,3.62549992024586,0.00104294371646191,37,67.883466755836,16.2154576336205,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,64.2201336021025
"17","Ahmadi Basin","IRN",2662.20615034168,678.478068052391,0.0170805165752882,0,0.0665634768410804,180.320273348519,5.11785307517084,60.781269150654,0.472210257295628,0.0123047180253512,1003.23530751708,1.78053371684981,27.9516212598019,56.6627071193257,0.18,1.47288975049158,40.2181515075611,1555.51200990543,2.68190232146943,150.843989410907,2.37862368929076,0,9,241.389982836597,205.506175064458,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,241.934514496395
"18","Alabama Coastal Lowlands","USA",7010.82657487776,3452.52700142736,0.000211869866123589,48.481547713704,5.75701152920456,770.134480722716,2.6687978242409,21914.4143495689,0.31667162604365,0.00481608392180034,53.4158141883363,1.47970346527799,31.0250746174238,-87.7818013016886,0.0255016,2.06397825472681,932.535321294125,1084.65935539506,3.13265288756945,1641.61460431689,0.412190775339153,0.00304200893447476,2,1144.78153414727,25.5016004666686,"Gulf Coast Regional Aquifer System","GebreEgziabher, M., Jasechko, S., Perrone, D. (2022). Nature Communications 13, 2129, doi.org/10.1038/s41467-022-29678-7",FALSE,1225.64341486983
"19","Albuquerque Basin","USA",2938.66955392121,635.643874178983,0.00119731368287619,80.0629728346953,16.7951917857552,1109.17993458808,2.42807619153206,7057.01797187186,0.449031037387374,0.00201535278329896,1643.64748489428,1.44445189307688,34.9683176058211,-106.708514766421,-0.02489167,3.10327868540021,444.40339015246,1329.89994843662,8.37756685700269,241.975904447936,1.33201657963307,0.00665065941717176,247,439.622358584255,-64.2661607470147,"Middle Rio Grande","GebreEgziabher, M., Jasechko, S., Perrone, D. (2022). Nature Communications 13, 2129, doi.org/10.1038/s41467-022-29678-7",FALSE,425.08668206476
"20","Aledo Aquifer","ESP",6558.69550548259,2221.09411776519,0.00238404025090458,30.4874081214604,0,336.408482949753,4.4677069526449,51.3387862149847,0.73251421131455,0.00264128499371818,645.483371490541,1.08878000039587,37.8025556073196,-1.58305412461738,1.804,0.932453425555563,29.6769799259057,1112.72440682886,2.6458444675346,407.80328589518,4.29931179611539,0,1,376.232509300485,1804.00002002716,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,376.366424677291
"21","Aleshtar Plain","IRN",6170.23145849813,2312.27342776838,0.00904806669342409,0,1.50924484428612,107.088759171872,1.3588554594801,238.49352985369,0.254509236123682,0.0670102885556268,1640.05473118573,1.67314627114346,33.8641760608135,48.2030327829171,0.00946429,2.33658887449016,108.515420837483,1253.45665921097,18.4979963615717,549.23241787265,2.63389732391068,0.00460871479228608,21,206.615854960288,91.6443265151999,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,206.457389602011
"22","Aliabad Plain","IRN",4273.90774029283,966.332199730562,0.0283016479915582,14.9804162770476,6.81843901094283,129.536195934016,3.13262840256454,2055.76696865187,0.410870143291341,0.01784253621086,1031.10215694141,1.51415095575414,34.8967118341424,50.5057207219215,1.2125,2.6177918886411,250.749215004931,1414.99050991144,9.82027528108064,238.690562942242,1.0938794707303,0.0023849439685314,45,473.756621143031,1442.02569294918,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,475.33152993407
"23","Allah Marvdasht Basin","IRN",4317.37210662041,1321.34437025191,0.00548026700434149,0,1.23027180833569,129.320380079144,2.34546507035491,896.160796968997,0.162309853391166,0.00251732026853821,483.011279243559,2.06872522844634,27.5819602156666,53.2148788460513,0.117,1.51898506607664,263.405876711506,1755.12973702651,1.42168562456799,195.359660466889,1.04500562171809,0.000785182225801705,28,376.316592761629,319.870589643954,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,372.480088782597
"24","Allier Basin","FRA",8928.87277405425,3687.98934034503,0.00111075267536474,171.103197562086,0,1321.68217887942,2.30858441918228,4567.65263995519,0.241963079623646,0.0243715168992101,363.126178441871,1.99068211338538,46.0577486425938,3.24742445128835,-0.001,1.70012203034974,487.053776342601,755.416834625608,9.56141522061949,703.96333285549,1.60963912013712,0.00439020359750259,35,316.06966609213,3.38333103024434,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,301.668455579655
"25","Almanzora Basin","ESP",5579.14033119816,2251.50090077708,0.00619677488137838,273.951678129705,0,642.830910352156,2.81433568497801,421.886713781742,0.31669169859864,0.0132187936382644,146.481388552705,1.32998772546667,37.3129606480491,-1.82881285204753,0.18,3.14917275230168,129.385174718275,1123.85478169242,8.89220091409762,272.52680743985,1.58580630306851,0.00251298742850976,2,307.809253677426,179.999993182719,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,302.480419320693
"26","Almonte-Marismas Aquifer","ESP",6000.98008279205,2465.97482651794,0.00869298204286622,105.037588802606,9.47683696297382,476.083472554361,3.3574729473864,5348.58891048947,0.581284580071708,0.0389791081122084,46.5508038665834,1.87520857036027,37.1530996422446,-6.24530795050914,0.01818182,2.04375875539979,340.040104184285,1151.61704105965,5.49709418067345,503.37328218009,0.522773442789348,0.00263971717374099,31,123.711757678775,-166.780440044254,"Guadalquivir Basin","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,131.156364751441
"27","Alsatian Aquifer and Upper Rhine Valley","CHE",8198.84065577331,3334.33973816606,0.00595556732570501,400.539928453075,0,2451.35520932723,2.20196956408045,10625.3837863358,0.226434355118238,0.0263422898671956,158.778476691751,1.5502176251489,48.8357163251787,7.9467944609392,0.01,4.31605493097161,767.902506217296,668.832135499596,31.4388416801571,689.445883557892,0.617481578157254,0.0144696508130352,183,14.3513597649196,17.3911111299962,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",TRUE,1.03516609182005
"28","Alsatian Aquifer and Upper Rhine Valley","DEU",8198.84065577331,3334.33973816606,0.00595556732570501,400.539928453075,0,2451.35520932723,2.20196956408045,10625.3837863358,0.226434355118238,0.0263422898671956,158.778476691751,1.5502176251489,48.8357163251787,7.9467944609392,0.01,4.31605493097161,767.902506217296,668.832135499596,31.4388416801571,689.445883557892,0.617481578157254,0.0144696508130352,183,14.3513597649196,17.3911111299962,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",TRUE,39.0549576329645
"29","Alsatian Aquifer and Upper Rhine Valley","FRA",8198.84065577331,3334.33973816606,0.00595556732570501,400.539928453075,0,2451.35520932723,2.20196956408045,10625.3837863358,0.226434355118238,0.0263422898671956,158.778476691751,1.5502176251489,48.8357163251787,7.9467944609392,0.01,4.31605493097161,767.902506217296,668.832135499596,31.4388416801571,689.445883557892,0.617481578157254,0.0144696508130352,183,14.3513597649196,17.3911111299962,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",TRUE,16.9027583865737
"30","Alturas Warm Springs Valley","USA",6786.89050180873,1330.78523777363,0.0112193295787548,0,0.443997598006749,198.51327567016,2.7593799276505,253.108917734805,0.360565166406735,0.00990393741498672,1343.19034644282,1.83767316276401,41.438510740278,-120.777496245646,0.49471385,0.360738160220137,93.9218787775254,965.373229647132,0.24826067589508,482.427825674886,1.61289481595332,0,7,1196.32658570282,334.482039994145,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,1197.65029234829
"31","Amargosa Desert","USA",705.171951284228,18.7000514503953,0.000425478013426079,0,20.075270275159,61.753933612821,2.17593713516239,1895.3715329987,0.260741258400817,0.000466813371463303,780.754849023562,1.26036732777162,36.5575640731317,-116.463965192414,0.006985,0.37110029885267,302.236721905278,1685.08663187242,0.100011914476567,93.5621743978314,1.00731571508688,0,82,536.303395199338,64.5054293026081,"-","GebreEgziabher, M., Jasechko, S., Perrone, D. (2022). Nature Communications 13, 2129, doi.org/10.1038/s41467-022-29678-7",FALSE,534.341123759703
"32","Amazonas Basin and Alter de Chao Aquifer System","BRA",2933.54401960295,719.281041729471,3.02202828227935e-06,0,187.279053345566,36.8298830019236,4.50867317724694,320332.907334554,0.232040603495269,5.43920482770195e-05,71.0643531403963,1.91916154220872,-2.86055456139268,-55.9411746013942,-0.19,0.306141002258243,4165.08353981152,1040.87639878326,0.722128672503303,2340.33538065745,0.577722508195624,0.000196517283784478,1,492.588584865182,-189.999997615814,"Amazon Aquifer System","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,523.382038569984
"33","Amol-Ghaemshahr Plain","IRN",7217.07654411833,3170.9721567969,0.0144667939099409,0,1.7256084416698,215.289189544585,2.27819831498805,2367.37283106922,0.352763860528796,0.0518316204839287,28.2363386653526,1.84254826041768,36.5335800419311,52.5963734791592,0.00991667,6.42066034341677,290.399736678087,902.13410864821,38.918488031915,1072.5760497196,0.518705579788148,0.0165328676110296,112,187.053898933891,38.5587634427448,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,184.228156929854
"34","Anarak Basin","IRN",2512.84650549245,158.243352585129,0,0,11.1378726494009,59.1755507045048,3.10296510745596,1404.60200865444,0.596282755339612,0,1090.28912599372,1.07931745451134,33.0732934507067,53.4923241701098,-0.01066239,0.278077683816781,172.050306160586,1597.28615379365,0,106.800665142256,0.732802103256608,0,9,582.227242771108,-20.8787662822167,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,584.306444735662
"35","Anderson Valley","USA",8570.42270908228,3161.58385900653,0.00188111184913921,0,0,182.792376042868,3.51600759682561,44.8353145386318,0.176098610585681,0.00238045318771544,116.72495421556,1.29892208292546,39.06991042506,-123.450313093668,0.07398327,0.475981113388007,56.5636046008122,930.806861088673,2.96181301537512,1175.48572567394,2.84687074350742,0,19,1132.09428227356,67.0570955634211,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,1141.20729877257
"36","Angas-Bremer Plains and Murray Estuary Aquifer System","AUS",5954.93618558918,2259.93200692975,0.00302681870994034,20.5122595606041,0.774749689319725,284.925420901981,2.5437365901964,1277.80843403706,0.38244505028094,0.0443477938551158,34.2686161832886,1.16746328267125,-35.2678392190697,139.146901318377,-0.01602381,0.436820342863838,204.905343912272,1259.99865755729,0.999749260741094,399.549849065963,0.417121361025679,0.000618456855254143,182,3196.83125418841,-7.23947356687242,"Murray Basin","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,3187.04234392081
"37","Animas Valley","USA",4576.13164266246,843.698151049713,0.00234553959316354,9.43036474402431,2.41292253329744,121.05833875215,2.0732739338766,720.191070407345,0.238378790586704,0.00331865703222068,1375.67409621052,2.70801903784186,31.9441092711451,-108.845354929272,0.06591125,0.29158177061423,194.847569181355,1482.7968457245,0.060282148213619,309.806079501044,0.757584411682673,0,4,79.9836661989024,81.0559386445675,"-","GebreEgziabher, M., Jasechko, S., Perrone, D. (2022). Nature Communications 13, 2129, doi.org/10.1038/s41467-022-29678-7",FALSE,74.0044281661504
"38","Antelope Basin","USA",7501.62923946557,3689.31482008271,0.0120805800431719,87.3492879166055,0,958.090919101454,1.07508075172515,81.4855935867848,0.336277771551972,0.0101157155841741,91.5943326971077,1.30943006448559,40.1786303404088,-122.165242875821,0.17052925,1.97018670882948,55.1818515327012,1242.11626885876,5.41299275942696,607.015673699217,0.576207064090291,0.00417097542371715,29,1199.50182496162,155.106877137436,"Sacramento Valley of the Central Valley","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,1197.84110364046
"39","Antelope Plain and Lost Hills","USA",6867.46162888255,2279.26429722139,0.0210729901543564,42.1557786090087,4.64249933575457,153.956902955725,2.37504479033752,1456.5583511819,0.422093279893048,0.0154460580527839,162.03326283407,1.33817220300164,35.595847041104,-119.790145910342,0.3271525,1.12460463724048,208.240240597399,1337.33744316957,0.120520073777078,144.030039775675,0.662448885379785,0,75,483.230578554696,292.565975227018,"Tulare Basin of the Central Valley","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,507.370804510988
"40","Antelope Valley","USA",6707.24963610472,1263.1164154326,0.00246491728449734,29.1242111657666,5.0455215475661,539.46912905758,2.65558860307605,8139.4333780108,0.342552412614292,0.00158849944980303,922.172475316262,1.09010508406254,34.8627907046031,-118.050139318479,0.06651413,1.8310072421764,546.434992823924,1477.84754750364,3.80128237174978,183.439124431117,2.14990787029459,0.00273930579625266,517,319.633998453529,113.489201869658,"-","GebreEgziabher, M., Jasechko, S., Perrone, D. (2022). Nature Communications 13, 2129, doi.org/10.1038/s41467-022-29678-7",FALSE,328.410867411055
"41","Antelope Valley near Topaz Lake","USA",4891.60357220177,1272.56008560655,0.00924051589544858,0,4.56701526419687,93.6335137475644,2.43816843472613,282.280896568941,0.26450062267378,0.0122286161079639,1645.69037670491,1.36332566375407,38.663480327542,-119.465179826186,0.00559984,0.374649779813118,115.806337474337,1135.08709587213,0.623900709454603,363.828761833592,3.78820474809913,0,18,870.692755704579,-32.0508282979867,"-","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,879.433936895803
"42","Antigonish Basin","CAN",8815.8054743405,2684.13951217422,0,0,12.4701152073536,220.336975439465,2.16563752419368,2224.55557311384,0.490163742896645,0.0041410302029295,95.6873160448897,1.76517568201276,45.5442834263676,-61.7289484098524,0.00832252,0.614351310436865,238.811903364276,515.270128397584,0.551560512964788,1512.52207981769,1.35223956017871,0.00019777711212653,2,603.340867529128,8.32251762994929,"Maritimes Basin","Jasechko, S., Seybold, H., Perrone, D., Fan, Y., Shamsudduha, M., Taylor, R.G., Fallatah, O., Kirchner, J.W. (2024). Nature https://doi.org/10.1038/s41586-023-06879-8",FALSE,611.825369689564
"43","Antlers Aquifer","USA",9055.90850381872,5140.9175876965,0.000235598754717996,15.9528938754937,2.27572604908638,200.374847195459,2.41035046691098,12610.3553103235,0.227674304489799,0.00529395700930174,173.429410927721,4.27146643969039,33.9880211435666,-95.7693248798654,0.06781767,0.810863266151702,834.27952359063,1135.41652428184,0.749726563965107,1182.78008048213,0.398618548087023,7.59580894630543e-05,24,832.790388025237,65.8184671398163,"-","GebreEgziabher, M., Jasechko, S., Perrone, D. (2022). Nature Communications 13, 2129, doi.org/10.1038/s41467-022-29678-7",FALSE,834.522384608829
"44","Apalachicola Delta","USA",8577.73095011756,4593.39885697789,7.77013113618223e-05,3.96128256154859,8.18667433054917,663.263925636451,2.90000257091439,9869.27373010469,0.50610452490343,0.00100163832867735,23.9526831776502,1.48348193195766,30.1690307247471,-85.0275753370384,-0.05693229,0.885825607600122,495.025326839819,1126.52030926292,1.31144120033466,1552.14810701805,0.169765463246262,0.00129333646215186,1,1487.69046125118,-56.932286,"Floridan Aquifer System","GebreEgziabher, M., Jasechko, S., Perrone, D. (2022). Nature Communications 13, 2129, doi.org/10.1038/s41467-022-29678-7",FALSE,1451.30077424984
