"","Aquifer","Country","area_km2","nWells","beta_AveDepletion","se_AveDepletion","p_AveDepletion","beta_distTrend","se_distTrend","p_distTrend","lat_c","lon_c","urbkHaKm2","CropSuitIndex","probBorderRiver","RDS_mainDist","SoitTerrainSuit","prec_mm","pet_mm","dist_to_LB_km","depletion_m_yr","TransboundaryAquifer"
"641","La Posa Plain","USA",881.009340511415,1,60.9599985182285,NA,NA,NA,NA,NA,33.5755162433869,-114.207575105069,0,146.205125453334,1,14.5418771382182,2.10877248168159,117.335731262625,1779.74175307213,127.436029899618,0.06096,FALSE
"642","La Vinilla Casablanca Aquifer","CHL",117.256312091118,4,833.979165546326,248.437040981292,0.0438337973604867,-58.3042836452602,2.13383570004377,NA,-33.3361120005958,-71.3710276506941,0.00474879372960421,8506.33358435834,0,0,1.77568125400943,362.403049092151,958.672954970169,146.44483366891,0.76873611,FALSE
"643","La Yarada Aquifer","CHL",1236.18501020456,3,81.4523811440446,72.5779679512887,0.378382076338882,30.0249878175314,230.965678235258,NA,-18.177771194908,-70.3381325898886,0.00487663969262061,-0.317012565467076,0,3.94295389582706,4.21077766312997,201.181130192371,1031.59338590456,7.17605167090024,0.035,TRUE
"644","Ladiz Basin","IRN",196.745060550286,7,185.986409513721,41.876833104079,0.00436986957481274,-3.75429558341044,4.41702692821671,0.434149076956178,28.9217604142155,61.2002221166928,0,1655.918962187,0,0.0653772219582192,5.27581046513651,71.7809739597515,1692.76124532077,33.6266041583416,0.14772727,FALSE
"645","Lafayette Area","USA",65889.6121779035,431,-61.3822561495051,11.891909266071,3.74735472745215e-07,0.199725141438232,0.164527552732451,0.225441828450658,30.6292610007587,-93.1099967595672,0.00128804406830045,8589.65551736445,1,4.89499326543618,2.48758541976527,1495.28024192172,1099.31515006848,743.88943160457,-0.04203708,FALSE
"646","Laguna de Santiaguillo Basin","MEX",1614.22269843235,48,176.922122027123,131.928061707387,0.186349435453434,-55.4573950604354,16.0788546910848,0.00121439435220801,24.9118646300632,-104.996860692469,0.000354503894216498,7847.0653671515,1,0,3.94803148740613,480.061912382502,1278.95895774592,542.299968889599,0.01125,FALSE
"647","Lahontan Valley","USA",1728.15382521634,102,-0.365856282636621,4.82380636795584,0.93969331922565,-0.441842500711225,0.457639901730888,0.336633187803471,39.4856527037018,-118.737576826682,0.00109910787428638,3909.48981143154,0,18.5403433736252,2.9900604446588,114.440187851623,1218.06064180411,974.538858771307,-0.00040341,FALSE
"648","Laizhou Coastal Plain","CHN",17864.3665246317,10,216.136364132134,630.254870787767,0.739521367389139,5.81713622237984,16.0460571209308,0.726348531236145,36.9530502594234,118.972282668387,0.028532032495703,7749.77128286538,0,0.720411388817278,2.44725658781771,692.867418403457,951.188716852379,721.439401984028,-0.06363636,FALSE
"649","Lajas Valley","USA",177.463393991983,3,53.7016475896664,59.0283405459982,0.458980232062586,-9.80393417326232,5.97123025571366,NA,18.0217356350745,-67.0426548824161,0.0149214088370487,10000,0,0,2.76173425457295,1003.02556119962,1354.80474314941,434.550490789292,0.009144,FALSE
"650","Lake Mohave Basin","USA",661.459476942015,25,20.3124771559935,8.94354350459112,0.0323901642616307,-2.02389743237003,1.92687191124679,0.304467070419184,35.0527166776369,-114.574369653604,0.00660423018333656,2800.42133326876,1,0.555290096215569,2.59210354263022,138.280839040391,1926.23138301191,313.499316517584,0.02369775,FALSE
"651","Lake Valley","USA",1700.93516530156,3,69.4671513185315,89.0830559299917,0.51713804251405,-7.04168302819191,3.84856723510657,NA,38.3110392569921,-114.524375746597,0,2420.63844382026,1,17.8729066171904,2.60161975695523,287.531594481536,1217.81408338601,765.996337966105,0.03056467,FALSE
"652","Lamerd Plain","IRN",1424.67431981982,9,575.358868946264,122.45601692111,0.00154446498153296,1.2322111760696,2.31565666907645,0.611106085188875,27.3076227941763,53.4471765579502,0.00115673571643622,3811.74806911883,0,4.24340173339336,2.59054826043774,197.025825151008,1744.53530243095,333.021180559902,0.50583333,FALSE
"653","Lampang Basin","THA",1852.37902777087,10,49.0038955158745,66.5784651311736,0.480453618645002,-18.1653681413375,17.3054862502283,0.324534260173102,18.264677900197,99.4951134915699,0.0132672474101914,6392.89378050714,0.6,0,3.10924186827539,1191.24053298891,1224.45477261374,174.39172815875,0.09298864,FALSE
"654","Lampazos Villaldama Aquifer","MEX",1034.71825407441,40,-364.479912257472,143.477981248441,0.01516950792319,-33.8039887067031,20.6423683547326,0.10976050038102,26.6821973439411,-100.473843743168,0,5161.80982167297,1,1.82107948615999,5.57269606004387,413.214166669886,1392.01824966583,121.995654423075,-0.25595238,FALSE
"655","Landes Plain","FRA",15010.4649905488,381,48.5653924409446,9.58463024170977,6.32055015201929e-07,0.179654143236902,0.0893701190227289,0.0451153372068882,44.3955518855626,-0.715762245701597,0.00258538359942526,6967.41318883635,0,0.296848008375436,3.44417466415396,912.292030747764,784.059461220121,190.532749156386,0.01569444,FALSE
"656","Lannemezan Plateau","FRA",18313.0437037706,94,101.893898147473,34.1820971801092,0.00366768659121044,0.632205279093623,0.782168039479059,0.421018593936311,43.5752653566256,0.220439919768462,0.00181913588666836,8695.17810311986,0,0.0604156105680528,2.02648285375611,890.989770208903,828.126099501647,121.313040177666,0.00145833,FALSE
"657","Lanzhou Valley Basin","CHN",133.476887058802,7,-17.5162346509301,110.549331623182,0.879302856331315,-67.1319933067969,55.0807519729914,0.277283701816234,36.0946249546091,103.68859844129,0.0729850291656789,7740.87399540078,0,0,2.41063512007776,381.098621275358,749.08525793963,798.491492258715,-0.07727273,FALSE
"658","Laramie Basin","USA",4395.10123998787,2,-34.0608996339142,30.4962419336877,0.464883367103847,-20.6992136102153,NA,NA,41.3139631071559,-105.801397091574,0.000396719564110542,5512.84363861542,0,10.7653700571377,2.35060940950205,370.691648308765,806.667592187758,1215.76571577209,-0.0340609,FALSE
"659","Las Vegas Basin","USA",1680.68256856555,58,-538.539977489946,87.9128206922119,8.94084958662439e-08,-17.7073451929286,8.01311373065638,0.0312243188308488,36.1717893060966,-115.195609150489,0.045406792962781,3224.29908857324,0.275862068965517,0.599972864378945,2.20956236854422,121.733483433385,1749.95474618922,469.051620832738,-0.3062475,FALSE
"660","Las Vegas Basin of northeast New Mexico","USA",5321.10550015143,12,461.315900845797,325.478309441524,0.18407833822926,-25.5476446892698,14.7647503165941,0.11425721144355,35.87733576139,-104.824564326069,0.000271223026091934,3074.12286100431,1,12.894906335106,1.46129844993576,397.495136015965,1225.80266679735,580.489634071759,0.03583806,FALSE
"661","Lash Basin","IRN",549.071068046062,15,362.805290019395,46.1071173391755,1.65938800308919e-06,1.35083514899818,8.84792713341996,0.881000725465227,25.6467853100214,59.3117813946335,0,1221.33322623347,0,12.3577821571142,4.16078152912902,86.0096408246439,1618.84661327837,262.724539268437,0.32,FALSE
"662","Leadville Limestone Aquifer","USA",9797.35226354663,5,-8.51407991722228,12.6274262197929,0.537110001489677,-0.327730908011702,0.378926560152889,0.450717919977133,39.5754210757478,-107.028651688256,0.000368568901570888,3246.189972541,1,34.4087155358066,4.4610851844555,462.918687330337,673.112284859767,1069.88266789973,-0.0003048,FALSE
"663","Leibnitzer Feld","AUT",149.629335736064,1,18.6250004917383,NA,NA,NA,NA,NA,46.8110791971338,15.5645779317561,0.00916569043594505,9823.9344012887,0,0,1.98972614999105,926.67423902042,616.302313134929,19.6197693089272,0.018625,FALSE
"664","Lemhi Valley","USA",995.15442824189,2,43.9673960208892,186.10682744519,0.852307732460909,-26.5526823389034,NA,NA,44.7775629686814,-113.488362781783,0,4905.27663328578,0,8.28687597680664,2.02912010139898,306.573207653705,734.207434081061,687.703417488622,0.0439674,FALSE
"665","Lenjanat Basin","IRN",2659.56374868225,42,238.756494137594,37.607678906615,1.3810498911925e-07,3.29627119155187,2.45520151006796,0.18698239147173,32.3274223298569,51.3134898408573,0.00340694509879211,3922.47977375251,0,3.08087300241997,3.70875484300941,212.454420175277,1300.83674955113,390.226491891324,0.158,FALSE
"666","Letaba Lowveld","ZAF",15287.6200798707,16,264.512492695266,44.1528749220395,2.47328618252182e-05,0.0281736286405598,2.63062510928896,0.991606051754918,-23.4005491654904,30.7340524323975,0.00534381484724279,6799.61300044726,0.375,1.37494953927524,1.48234880403816,536.7282105435,1214.5392114528,90.678603844098,0.2905,TRUE
"667","Lhasa Valley","CHN",426.001990677429,8,156.534090353459,22.891050059441,0.000244580807545518,8.83588145812545,12.6927759680466,0.512394599244698,29.6298391292024,91.100334496768,0.0231184726490363,3609.02719735454,0,0,4.65451372248314,466.22146973499,833.432520172006,200.435970889489,0.14909091,FALSE
"668","Lida Valley","USA",505.592249936893,1,-0.711333006620407,NA,NA,NA,NA,NA,37.4279400919363,-117.303219333592,0,-0.419781016961656,0,10.7290117038131,3.91281868425744,123.446450974338,1390.09795078554,663.923969413281,-0.00071133,FALSE
"669","Lillo-Quintanar Aquifer","ESP",997.692794606866,3,101.694444680406,185.296171429535,0.638212824120193,0.35823164906755,70.085260500332,NA,39.7922391666225,-3.10448446819866,3.68959278881797e-06,5124.24818123188,0,0,3.67783091935941,302.623311361916,1030.53232613644,417.689982184081,-0.00125,FALSE
"670","Limache Aquifer","CHL",197.240672590393,2,124.1468255,141.393296118912,0.541289597959943,37.3917045985398,NA,NA,-33.020472676678,-71.1689530687991,0.0183583568003269,7840.83880090498,0,0.049383147366371,3.27834708544051,272.308946173877,964.096261221478,119.811160785591,0.12414683,FALSE
"671","Limari Basin","CHL",632.896187163102,6,109.507275737878,42.504500704914,0.0496502100834172,-2.11208449557958,4.01983849950217,0.627072864845888,-30.6612349549276,-71.2900031788282,0.00232623557675685,7647.86176081024,0,0.0151984396424017,4.25396424334949,106.722511508053,932.209433652347,106.598386230745,0.08361111,FALSE
"672","Limmat Valley","CHE",97.451456712895,2,-18.4999997727573,16.2634553403562,0.459098749065643,-4.39511740997006,NA,NA,47.4016044241795,8.45252274676652,0.0613353274462066,9991.04643508066,1,0,4.55534397867305,1059.98117310798,616.122570609664,27.09200509776,-0.0185,FALSE
"673","Limpopo Plateau","ZAF",10233.0894614361,35,99.2631168940944,43.1962217502137,0.0278420769152848,-4.29400770833452,1.16576633458268,0.000818341712791358,-23.4947367436615,29.414777652375,0.00452332997431714,8767.03853994356,1,0.0385761378249386,1.43250258367259,481.277574572139,1266.12077839014,136.867440921948,0.09428571,FALSE
"674","Linfen Basin","CHN",7488.34538553523,1,389.090909,NA,NA,NA,NA,NA,35.7118550223309,111.215225552974,0.0270497913651557,8924.10670949291,0,0.563935906459177,2.32411034406677,609.632167840996,915.85740559626,987.357003356512,0.38909091,FALSE
"675","Lipan Flats","USA",3114.22487178015,97,-273.89021101024,50.8682425039936,5.15512584941019e-07,1.93566944125322,2.17632593850416,0.376023702352413,31.4591047400379,-100.32753685728,0.00241775280090238,9838.99191633551,1,2.61705596633261,1.1546798103485,556.836031380337,1535.19053890025,248.95507204592,-0.14966769,FALSE
"676","Lishtar Basin","IRN",77.2462440950416,13,-162.708829497784,60.1864288785805,0.019187799112632,20.284049925645,24.2676729521577,0.421026543588323,30.4300754868678,50.5426897871725,0,5556,1,0.351706892155589,3.12524051075739,350.171441724427,1740.18884268609,238.373851828252,-0.13916667,FALSE
"677","Little Bitterroot Valley","USA",359.002607992036,1,110.490001738071,NA,NA,NA,NA,NA,47.6471409187556,-114.57330646327,0,7769.07106073184,0,29.425385039726,2.98948377570286,390.741884615872,766.452040979427,226.57807990893,0.11049,FALSE
"678","Little Chino Valley","USA",472.428352648895,8,536.512885463392,84.9894110239164,0.000399257442824438,-57.1433043713039,35.5891280844111,0.159476013238135,34.6902928475557,-112.471792466412,0.00817390387942926,6409.16345158302,1,0.822781620449394,2.35481036455779,379.021798123131,1372.99445704594,363.645530307538,0.51162857,FALSE
"679","Little Lake Valley","USA",47.7316636773518,89,9.6505368163566,4.31598533063475,0.0278811997933291,10.0040617149706,4.22899398095297,0.0202236559682517,39.4128606878012,-123.331675861845,0.00963864936344059,10000,0,0,3.08629972130732,1181.88861348922,972.541277994028,1172.54853861794,0.011176,FALSE
"680","Little Lost River Valley","USA",540.552787598935,6,462.318877122149,396.324068773178,0.296012331470344,35.6863470794373,93.8018706719409,0.722956234703751,43.9708691027916,-113.138257467499,0,4964.33947889526,0,108.001148429333,1.40355653986451,268.852208356822,834.716402640267,813.5204944414,0.08032722,FALSE
"681","Little Spokane Basin","USA",1642.38595599982,3,-45.529586906433,138.744454003647,0.77396525537215,38.0678619978155,99.4040104404864,NA,47.9467125122123,-117.333670373787,0.00279522979942028,7272.27509376147,0,6.62236100289496,2.50343925054661,583.876559126769,732.772167714429,176.772672538897,-0.13201625,FALSE
"682","Livermore Valley","USA",246.979623736526,286,44.2134354528321,10.1666712670383,1.90739592513369e-05,-2.88383433527737,1.46085128310807,0.0493417375005814,37.6888614947954,-121.810726078974,0.0482606131702503,8307.55849856403,0,0,1.8822190451108,392.779919750713,1128.40088885012,874.53031774068,0.015494,FALSE
"683","Ljubljana Barje","SVN",134.398184823216,2,-40.0833338499069,29.5806339184694,0.40473915290205,-30.7880629818954,NA,NA,46.0005969336199,14.484304046726,0.0189690202095725,9116.67111758518,0,0,2.98047665290928,1263.51379255641,618.672138353676,53.2109912249335,-0.04008333,FALSE
"684","Ljubljana Polje","SVN",112.288984701027,6,-170.618056202398,143.82379088891,0.288796562137135,108.074494498033,100.587832266719,0.343123171720954,46.0817154446056,14.5380269755054,0.0522940964766245,9186.25853693902,0,0,4.44712293675536,1237.60242808541,620.225891738379,46.8228258556451,-0.0401875,FALSE
"685","Llagas Area","USA",205.751917260703,209,10.0540917397943,15.045247420326,0.504710437164596,-4.43050996021386,1.15087630049375,0.000157592507688332,37.049670350656,-121.575884479144,0.0227325313212664,6915.7063405302,0,0,3.18723998663873,516.428745690499,1105.16189463644,787.758992786231,0.03243943,FALSE
"686","Lo Orozco Aquifer","CHL",43.1845428271614,1,468.035714,NA,NA,NA,NA,NA,-33.2370629385082,-71.419131068187,0,9198.7414863024,0,0,2.50196761011049,384.472510340006,939.626654007916,149.647755032974,0.46803571,FALSE
"687","Lo Ovalle Aquifer","CHL",56.9729380842591,1,784.500002861023,NA,NA,NA,NA,NA,-33.2624556129065,-71.3584030498115,0.00179198527319499,8492.01356633709,0,0,1.84025063232927,364.39003193899,949.923108412244,143.606865853748,0.7845,FALSE
"688","Lobo Flat","USA",388.988726809242,9,636.919108107741,174.526319241919,0.0064998516079163,99.470028677483,33.9769086403576,0.0221003380337372,30.8222697515152,-104.748609554287,0,7778,1,5.11369521754907,3.43147565633696,271.317726985816,1596.17153226993,33.558399999449,0.598932,FALSE
"689","Logar Aquifer","AFG",148.268438202958,10,-64.5416672662442,50.5136700707848,0.233324107223429,18.2602293989041,14.2306583036733,0.235357173623508,34.4958165818453,69.2714133829813,0.0387302931439938,5605.58106931383,0,0,2.1235632183908,374.202952450612,1021.56658456957,93.4881813989395,-0.14645833,FALSE
"690","Lolo-Bitterroot Valley","USA",1377.26299030082,2,-4.233333398588,2.63420816034212,0.354356662869111,0.0612205634622515,NA,NA,46.3633424080757,-114.087051750177,0.000380509203190444,7464.79661984093,0,22.9570979921917,1.60645304877092,361.102084173213,757.783154828204,435.573900731373,-0.00423333,FALSE
"691","Lom- Pleven Depression","BGR",8831.95069625303,28,7.35083632173726,19.7686048678656,0.712911456171758,-0.172827566529999,2.107755457102,0.935277858571188,43.6368111164801,23.6423084666942,0.00106354793094011,8864.39195826014,0.964285714285714,0.105701413375349,1.63609159886281,639.586682094459,773.264463064771,23.9962839277478,0.0190625,TRUE
"692","Lonesome and Prescott Valleys","USA",253.916119281715,2,131.504722080839,195.026728053368,0.622317508391698,43.800577220097,NA,NA,34.6739026944624,-112.309853710892,0.0117643416922897,6038.68186083076,0,1.77244827513888,1.41652507988031,377.350013815295,1397.42728164129,368.950545305463,0.13150472,FALSE
"693","Long Island","USA",3966.76374234531,609,-8.09503360368318,2.45121089099777,0.00101460271457608,0.509235002047266,0.0926112159000694,5.64426186519886e-08,40.831388930379,-73.1255238281487,0.0441991757107426,6489.33834720794,0,0.318669139899817,2.40851290312226,1160.41160254356,862.86151184958,585.776208489211,-0.001524,FALSE
"694","Long Valley","USA",568.758357600077,1,230.125625,NA,NA,NA,NA,NA,41.604044056239,-119.76379644118,0,5976.81061678202,0,3.53603457828266,1.54997040887219,264.215652822668,927.885409312739,1172.92503726261,0.23012563,FALSE
"695","Long Valley - Round Valley","USA",1337.7268527722,4,27.9903997434303,22.6586944963358,0.304637632303348,-1.10160585740996,2.64872991447465,0.717862091449972,44.7351235790557,-116.104852839069,0,6301.07877969201,0,12.2653345489771,4.29592780398595,659.977480597092,698.193078113796,694.772606799691,0.02032,FALSE
"696","Long Valley in central Nevada","USA",577.526166669149,5,2.15629553422332,6.18054267474858,0.744766678087573,1.0059497263686,0.268268323622312,0.0331210905244599,39.7229546675438,-115.400807509454,0,-1,0.8,237.296420786422,2.55753081915088,233.863816914749,1105.82351950004,970.755621200328,-0.00101667,FALSE
"697","Long Valley in eastern California","USA",147.476918543413,27,107.948244989747,22.687392320301,6.36493758183561e-05,-2.97345365156778,1.09789321455551,0.012024092704452,39.7773242798268,-120.039607072287,0.000716744838597779,2706.11553215801,0,0,1.58338434541299,361.278389286519,1056.14897645035,1051.33843804869,0.0762,FALSE
"698","Long Valley near Crowley Lake","USA",258.077288106817,19,8.19988343618257,21.3447151443695,0.70535701695401,-1.02160082070529,5.01247210482688,0.84092044476755,37.6848160060527,-118.801174300446,0,3716.1915294513,0,5.01030846758924,3.26141927895924,324.32183313397,1058.31427201665,725.757169494006,0.00723875,FALSE
"699","Lordsburg Valley","USA",839.612419992548,4,-520.919377497135,208.763520586236,0.0880740559108015,-0.16873663927309,30.9275085843009,0.996142142078764,32.2807460113527,-108.580223410247,0,3770.67723706351,0,10.9511761560744,2.07082704455803,274.419621017688,1499.00386088709,77.3085817964674,-0.62262983,FALSE
"700","Loreto Aquifer","MEX",554.282372116016,4,500.01736125,450.540057028375,0.34803723708724,34.6555604455817,149.323276034213,0.838057933210824,22.3792134896332,-102.001930089031,0.00214574732924644,7891.47707506268,1,0,1.67235165064772,408.956595592552,1317.08757575164,588.942203062353,0.19114583,FALSE
"701","Los Molinos Basin","USA",351.507248524154,74,109.382464770671,9.09774060029813,5.55663789427382e-19,-1.72625064509044,0.975570697546971,0.0810485252696231,39.9936146806899,-122.027516100726,0,7044.27484068011,0,5.2316687983115,1.00673963674211,655.758582753009,1249.28137899379,1166.90057808842,0.1183005,FALSE
"702","Los Naranjos Aquifer","MEX",5355.18568879063,58,-33.5929804495524,11.240472488365,0.00413014419072595,0.701094906284846,0.621308351332183,0.263955028269108,18.5777114729942,-96.149259059613,0.0008309136676562,6221.69048379288,1,0,2.49752489820118,1697.43668068799,1233.26039978586,546.874257730343,-0.0425,FALSE
"703","Lower Aconcagua Basin","CHL",200.129861610508,14,130.240752350246,35.5927462207728,0.00288621685409221,5.93357079603925,2.2862169045111,0.0234251062484448,-32.8854166359062,-71.2810226244243,0.0298106234319291,8962.35980809359,0,0.244326251501483,3.29958266927361,274.35146810018,924.231002290789,127.861001014086,0.10208333,FALSE
"704","Lower Amargosa Valley","USA",473.244952618147,8,-5.05989699794911,6.79766962211956,0.480896202064839,0.734749837774369,0.657132322823979,0.306276393343933,35.9752111814167,-116.274810678632,0,196.295916728027,0,1.71840164933076,2.56856549969877,98.1415084621481,1825.29530656996,452.311293110135,-0.00390091,FALSE
"705","Lower Arkansas River Eastern Reach","USA",1650.34657314757,33,21.0591809945459,13.7344065792696,0.135026445733634,0.76379893381129,0.730935080830903,0.304121084536488,38.0787060774738,-102.315453945631,0.000374078901774498,7860.88223150137,1,5.55146580401737,1.70271163218717,406.646920592957,1258.24432926485,973.412468920352,0.00948267,FALSE
"706","Lower Arkansas River Western Reach","USA",2786.28160827381,83,8.4118883356585,5.79014419060332,0.150096984234499,0.78103422273081,0.587020546349072,0.187085372736062,38.1314728636838,-103.84446633378,0.00279945811033434,8046.99295462656,1,0.77561680845553,1.14478479958194,293.5830828961,1267.66707553007,912.81811819775,0,FALSE
"707","Lower Athabasca","CAN",15734.6621759181,12,309.443025246845,173.716319163501,0.102457068184743,-0.164402304443015,18.0016914435795,0.992892963746177,57.3786130035386,-111.367376306519,6.60440559110915e-05,7287.7381050483,0,534.969356350326,2.62713232262523,NA,462.069061690837,1566.71493045867,0.02608679,FALSE
"708","Lower Borrego and Ocotillo-Clark Valleys","USA",665.17000279744,4,-163.365352868946,179.954074097301,0.430901492570287,63.9198775878881,213.600958512583,0.792982835387477,33.1216825300432,-116.003223583581,0,2835.22621118563,0,11.7037030326118,2.41034934777573,91.7609754897168,1654.86278015642,65.360106384848,-0.17435563,FALSE
"709","Lower Coastal Plain","USA",18569.6492966605,47,24.3227868604957,40.439454886279,0.550485270982018,0.780330726249742,0.893051565857959,0.386877301665603,32.9036733323061,-80.4913607481101,0.00315911128498194,7855.24308112956,0,3.20619571852568,3.15268196942656,1322.7943298288,1119.56523227509,1246.09146501581,-0.00948267,FALSE
"710","Lower Copiapo Valley","CHL",503.374611108181,6,333.580596141638,268.194011304824,0.268704383207142,-49.9494393728082,29.0301918221148,0.160436750535955,-27.319645946406,-70.6841064831662,0.000480501693337203,-0.0832590565816113,0,0.703331037360971,4.23869438744136,42.1572738959542,1033.99534626576,174.53915404436,0.00025568,FALSE
"711","Lower Fraser Valley","CAN",544.805971191946,7,72.4316794253286,53.1846914370657,0.222145491845491,-8.32121692042521,42.9030196068109,0.85384540737905,49.1073051318564,-122.724662094731,0.032511681969716,7698.83348849018,0,0,1.98364740841044,1283.93540717859,643.602741973448,18.0859896489865,-0.00528823,TRUE
"712","Lower Gila Basin","USA",6412.89683901236,2,-7.77225196361544,121.341293161758,0.95927833820589,60.970777364963,NA,NA,32.8534316581174,-113.630788804187,0,247.764220649511,0,48.5326500251459,2.1340226345306,105.005312231248,1613.25233654004,89.3877181267174,-0.00777225,FALSE
"713","Lower Kabootar Ahang Basin","IRN",2236.71164825187,50,935.246350951437,121.733272803494,5.85532968846327e-10,8.30767493926181,8.77854812439066,0.348704490035532,35.2358943275535,48.6166143884243,0.000465119970342853,4886.83827726307,0,0.090068817783368,1.89815461874077,316.690345226665,1076.97305824949,263.58950638506,0.83576389,FALSE
"714","Lower Klamath Lake","USA",381.686411691842,8,95.721831080344,54.8120381313619,0.124250140065069,0.438384088647975,13.5177546078162,0.975180840525886,42.0000946949192,-121.747087854851,0,5589.53072966279,0,0.0843361608664351,2.0728862640503,364.84288033112,906.565179052864,1113.3876558082,0.0675131,FALSE
"715","Lower La Ligua Aquifer","CHL",111.526653734294,5,325.74556298147,16.6317310839,4.00753065207766e-05,-1.09464206639787,2.99830164518606,0.739266678692893,-32.4563751151967,-71.2246892918961,0.00887397041047427,8434.56862454852,0,0,4.78537805672331,219.476350302454,968.229742731955,103.37931367832,0.33409091,FALSE
"716","Lower Liaohe River Plain","CHN",69855.14917057,25,-40.7045455475087,83.0275750631095,0.628406724689193,0.166339171378012,0.884059112168102,0.852406205461477,42.4193219520528,122.792146731477,0.00725371690433607,8295.67062072454,0.92,5.9764691817096,2.05553319883749,656.657667221079,780.828774188994,373.606346358382,-0.00454545,FALSE
"717","Lower Meadow Valley Wash","USA",556.267193518203,1,-120.057333,NA,NA,NA,NA,NA,36.8834282218048,-114.577122801621,0,2983.12249503368,1,118.276450293445,2.83902654518647,150.197945098179,1662.91960766207,565.15346704532,-0.12005733,FALSE
"718","Lower Morovian Basin","CZE",1433.41051834497,9,17.8063040366396,5.05818760277102,0.00784253683540876,-0.0841486275327067,0.271312660035171,0.76547423967277,48.8644582946847,17.1105186866637,0.00501805670140397,8529.90979732277,0.666666666666667,0,1.87004934937128,623.969848372401,709.734676833562,9.05397534914213,0.01848214,TRUE
"719","Lower Mur Valley","AUT",299.004381583035,2,24.2827381341105,6.14088600143814,0.157689285708381,-5.88985409446363,NA,NA,46.7185375269349,15.8557956127736,0,9143.61068339256,0.5,0,2.15855048275367,890.517489357444,627.27475431335,1.53124966994022,0.02428274,TRUE
"720","Lower Nowbaran Basin","IRN",432.255965419381,10,1199.79978389802,209.256012208146,0.000282052795519976,3.5099177385657,33.8899423956111,0.920061355667797,35.0557517341943,50.0728039426689,0,3334.2026663704,0,0.755720400964841,2.82873014109543,331.503599375872,1286.12627278226,426.598802792383,1.39431818,FALSE
"721","Lower Qeydar Basin","IRN",701.613443187737,17,376.60987831201,100.196352053035,0.00171588976546382,-9.25323494072622,8.48143826539234,0.292489020559286,35.8761102530016,48.9076849300748,0,5437.84556225316,0,0.443656253692477,1.95640651405746,421.350375365156,1038.37672522675,285.28100616506,0.23346154,FALSE
"722","Lower Rio Elqui Basin","CHL",400.907980626042,10,308.952709011566,120.106790548003,0.03007328195585,-1.55534077841499,13.1419625319895,0.908708647473362,-29.9618712680489,-71.2167543537752,0.0198347878989688,4193.6552012926,0,0.374483346209674,3.80579641488525,55.7697610531255,848.104503810982,128.205137357382,0.14670833,FALSE
"723","Lower Rio Huasco Basin","CHL",108.682982361834,4,45.7929638895112,25.7766800234185,0.17372279988801,0.920480820747437,10.5987947574126,0.938704882014726,-28.503354653275,-71.0641425082041,0,-0.0626701272393492,0,0.00880859425787124,2.96162245996075,30.3233342687186,982.518430767812,150.187373113349,0.03324405,FALSE
"724","Lower Rio Paz Aquifer","SLV",406.19176015071,3,41.0545639008965,69.722641667173,0.615623131796474,102.083588122774,1070.58121862816,NA,13.85213195782,-90.1340276084509,0.00368432572372914,9681.5568363633,0,0,1.89553411865977,1657.41632539793,1391.89806974372,4.22155086175712,0.00339286,TRUE
"725","Lower Rio Petorca Basin","CHL",121.142880568308,3,162.611115470348,84.2430667962307,0.193333763712167,9.3980389747098,11.7675031621361,NA,-32.3396537951451,-71.250474471242,0,7958.74205091783,0,0.0519478793629377,5.13267591783217,217.918872970011,982.263605653344,103.513697787477,0.1,FALSE
"726","Lower Santa Ynez Valley","USA",399.786728369641,360,111.90860430705,16.3911717230568,3.70211041532207e-11,1.21574794076355,1.04200961840568,0.244094441824991,34.6517875014496,-120.379827425283,0.00636684638891909,9846.49803514196,0,0,1.98312154740623,425.286537067627,1012.58073830492,459.783124812866,0.08175157,FALSE
"727","Lower Souss Basin","MAR",1231.61324475777,3,363.194444730698,396.112960219488,0.455989137596149,-71.139458899173,73.8806167500477,NA,30.2690908266576,-9.44922152177923,0.0187106148271704,7090.16606024685,0,3.43393985982029,2.11784438334513,213.56843665979,1285.40234435349,213.196410169951,0.305,FALSE
"728","Lower Walker Basin","USA",721.922881100664,43,13.890692606287,3.70374113501044,0.000534313608506781,-0.667170797323735,0.223884330985854,0.00482903199424417,38.999621201264,-118.813502372653,0,408.614150172317,0,30.7269956868258,4.99415008805413,127.348672038822,1267.96568247632,907.688988289855,0.01021,FALSE
"729","Lund Subarea","USA",988.135811576139,8,54.3090248585798,18.5713643160834,0.0222023356015808,-0.716014993916731,1.8922517437842,0.718165220635444,37.895710609033,-113.32758587571,0,2899.50274076204,1,9.85177933647036,3.12272019850993,272.991814925125,1214.75978912582,723.542079250892,0.04193136,FALSE
"730","Lyonnais and South Dombes Miocene Aquifer System","FRA",1342.94635136637,27,7.47526376399016,6.11804582706828,0.232731354285462,-0.0102423048259109,0.396168657334484,0.979579538955987,45.7700582176682,5.096755539747,0.0191002765989746,9533.37252621928,0,0,1.74582798851007,915.512661481178,796.976724815513,111.442665202453,0.014,FALSE
"731","Madeline Plains","USA",766.650846134189,1,-223.519995808601,NA,NA,NA,NA,NA,40.8821190251065,-120.402753430068,0,5455.53882792507,0,13.4619705168969,1.56111842333805,331.210373334072,941.487671246176,1217.32062770876,-0.22352,FALSE
